SID	fissure_lbp1	fissure_lbp2	fissure_lbp3	fissure_lbp4	fissure_lbp5	fissure_hog1	fissure_hog2	fissure_hog3	fissure_hog4	fissure_hog5	fissure_contrast	fissure_dissimilarity	fissure_homogeneity	fissure_energy	fissure_correlation	fissure_entropy
TE0001163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001167	540	215	182	161	361	353108	1049	115	10	12	2.30763693	0.071475276	0.995146325	0.994640364	0.220842586	5.849734465
TE0001168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001170	2447	1070	1324	1076	1968	538404	3126	179	14	5	5.81470126	0.233111228	0.983120075	0.981579983	0.536799501	6.223539279
TE0001171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001178	1047	299	344	258	606	437000	2416	185	42	25	3.277396008	0.10839033	0.99283033	0.992265165	0.335907072	6.055369408
TE0001179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001182	473	297	312	217	361	508464	974	42	6	4	1.61303932	0.055300857	0.996059979	0.995734197	0.466408865	6.137915798
TE0001183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001186	1246	366	437	320	987	442211	1655	71	19	5	2.610810228	0.112800734	0.991312382	0.990317226	0.457520135	5.980759307
TE0001187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001188	538	227	238	247	402	491484	962	22	4	8	1.128846033	0.047749845	0.996145168	0.995660651	0.246542265	5.632786474
TE0001189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001193	1184	572	626	603	930	595705	2486	135	8	13	2.762093114	0.10062016	0.992130428	0.991201584	0.503058055	6.103569513
TE0001194	609	210	271	209	503	557809	1049	33	4	5	1.390433521	0.049867725	0.996260485	0.995801341	0.307068429	5.842557801
TE0001195	520	200	201	157	375	406867	1067	50	8	5	1.795755891	0.057755776	0.995662008	0.995243493	0.201834622	5.661672758
TE0001196	375	106	90	94	210	418819	709	40	4	8	0.953862296	0.035974365	0.997474013	0.997254997	0.202851303	5.758914152
TE0001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001198	817	251	322	227	479	639110	1622	103	20	17	1.516429173	0.059365981	0.995888211	0.995580822	0.180134831	5.817280745
TE0001199	620	273	304	235	498	404988	1177	19	22	9	1.961908677	0.078155924	0.994301574	0.99372488	0.581340169	6.037104445
TE0001200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001201	36	11	4	3	7	550529	210	26	30	5	0.127040971	0.003000217	0.999838774	0.999826577	-0.005145469	4.969603067
TE0001202	857	270	244	207	559	479274	1305	57	12	6	1.935098001	0.07581503	0.994752487	0.99428988	0.289204747	5.911579804
TE0001203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001206	1139	453	504	462	986	525749	1497	50	6	8	2.177750365	0.095591192	0.992356935	0.991344602	0.616981422	6.171977774
TE0001207	1481	403	399	332	973	533187	2248	118	16	3	2.543117549	0.10342507	0.992210339	0.991384995	0.238053457	5.742750297
TE0001208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001211	836	201	191	129	469	497305	1656	126	24	11	2.079527126	0.071897483	0.995532951	0.995190018	0.322780876	6.09927161
TE0001212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001213	1291	487	501	396	920	690552	1888	82	18	10	2.131373615	0.082150744	0.99388283	0.993271974	0.431246718	6.025098298
TE0001214	819	266	267	221	617	525891	1359	55	3	2	1.641172857	0.063119427	0.995167471	0.994624498	0.271739693	5.771334538
TE0001215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001221	944	408	409	339	687	449244	1689	54	14	7	3.053410819	0.113176585	0.992582961	0.992001469	0.577490618	6.325472612
TE0001222	799	412	384	364	634	416593	1309	45	8	5	3.003165145	0.104444157	0.992805271	0.992092791	0.70743821	6.503930533
TE0001223	436	167	205	175	414	342093	831	20	2	8	2.006288283	0.070115036	0.995338354	0.994855976	0.787334682	6.811041429
TE0001224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001225	867	295	338	255	532	520225	2030	153	32	10	3.406259981	0.09757266	0.994509105	0.994075391	0.711423492	6.643817712
TE0001226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001228	1445	474	600	386	1096	586741	1841	108	10	8	3.018511127	0.103939266	0.992116545	0.991194525	0.23935972	5.750056203
TE0001229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001230	505	178	170	141	395	477331	834	41	8	10	1.455028471	0.052414989	0.996558329	0.996255721	0.552842014	6.235043032
TE0001231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001235	777	272	262	263	561	507312	1135	58	7	6	1.617313906	0.063166764	0.995163006	0.99451882	0.269007846	5.738915115
TE0001236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001238	1990	789	826	760	1550	432781	2512	122	18	23	6.336332989	0.233641455	0.984313106	0.982945548	0.470865505	6.217465634
TE0001239	1739	599	660	467	1226	591041	2690	118	35	8	4.433179333	0.137219427	0.990410133	0.989510109	0.213758674	5.850166312
TE0001240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001241	585	146	148	125	341	625384	1657	117	14	11	0.872553135	0.037394589	0.997331374	0.997101925	0.291044869	5.870315398
TE0001242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001243	1296	440	461	400	1015	409683	1795	138	16	10	3.672159659	0.143791759	0.989733836	0.9887126	0.519769915	6.184224796
TE0001244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001246	980	288	324	257	716	423791	1441	84	2	13	2.48482718	0.099520976	0.992877322	0.992207862	0.575215308	6.176948694
TE0001247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001248	574	221	241	149	455	510819	1019	73	5	4	1.247407616	0.047838509	0.996189349	0.995766019	0.21328424	5.605267985
TE0001249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001250	244	93	68	72	166	442285	502	27	6	7	0.897664839	0.02899676	0.998233514	0.998091328	0.394540949	5.981697576
TE0001251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001252	361	153	168	235	441	536283	684	50	10	3	1.054572193	0.037191551	0.99720525	0.996734471	0.839182925	6.647853197
TE0001253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001256	694	241	274	169	480	563373	1284	61	6	8	1.12259304	0.05046375	0.996181359	0.995727992	0.310682624	5.803846048
TE0001257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001261	285	83	90	81	152	438915	623	37	10	2	0.69315473	0.027692473	0.998093318	0.997916894	0.258831159	5.78946557
TE0001262	400	126	138	141	262	584157	700	34	4	6	0.901580616	0.029934234	0.997813064	0.997585688	0.184531366	5.716380332
TE0001263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001266	1221	458	473	355	771	468521	1762	147	14	4	4.55621093	0.146904618	0.991443316	0.99080967	0.577678037	6.549113011
TE0001267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001270	1265	465	570	391	958	512286	2000	126	14	5	3.628890449	0.103707865	0.991939228	0.990723357	0.598160516	6.220487126
TE0001271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001273	659	226	199	188	427	354037	1196	19	4	10	2.124873712	0.08405076	0.994235915	0.993759319	0.236592391	5.810619603
TE0001274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001275	2284	661	774	681	1699	551440	4093	237	18	34	4.024994127	0.161714396	0.98765617	0.985865094	0.326177796	5.845051469
TE0001276	420	145	123	137	277	456770	1138	109	30	8	1.176800416	0.040567607	0.997165762	0.996843777	0.274480112	5.728950821
TE0001277	1443	423	563	405	913	429283	2399	164	34	12	4.108360102	0.145479505	0.989760551	0.988801086	0.357367445	6.018956486
TE0001278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001279	714	252	236	190	423	512379	1856	173	18	5	2.954889711	0.08483303	0.99544695	0.995166518	0.304685164	6.335818945
TE0001280	932	345	361	313	670	482360	1498	175	18	5	2.807531258	0.085394369	0.993672726	0.992992673	0.177763751	5.669270368
TE0001281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001283	779	260	290	230	536	465064	1392	85	12	7	2.227536912	0.078972592	0.994570584	0.994065602	0.293131733	5.954770939
TE0001284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001285	1189	477	488	359	908	478990	1549	95	11	9	3.063435299	0.109440021	0.991938495	0.990829605	0.345328043	5.90437004
TE0001286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001287	614	200	190	194	394	361011	1183	92	19	8	2.141612172	0.076446604	0.994723654	0.994255292	0.133542021	5.735405519
TE0001288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001290	1596	491	489	392	980	560330	3108	269	35	18	4.247114286	0.143850915	0.991284926	0.990705647	0.273868308	6.125237893
TE0001291	797	188	201	148	440	547772	1648	205	26	15	1.708642483	0.059789993	0.995980372	0.995696164	0.194762438	5.845357751
TE0001292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001293	2277	589	604	522	1486	540674	3370	222	36	18	4.837686315	0.172157483	0.988246069	0.987167811	0.304033156	5.972421352
TE0001294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001296	974	356	355	306	745	406655	1544	31	6	4	2.674121741	0.105501833	0.992098206	0.991277198	0.381139042	5.842652077
TE0001297	1669	644	654	650	1326	471508	2258	53	19	12	3.381362305	0.141511688	0.988180582	0.986656196	0.422229601	5.825292587
TE0001298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001299	584	188	191	135	388	509541	1328	64	4	11	1.311920249	0.052139894	0.996341745	0.996061946	0.1151514	5.714146471
TE0001300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001303	334	123	113	98	198	412335	713	45	4	3	0.859035139	0.035005595	0.997489112	0.997240902	0.311452105	5.885843975
TE0001304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001305	592	246	233	200	432	646689	1092	54	2	1	1.585423235	0.048743081	0.996803314	0.996530589	0.208363072	5.888580791
TE0001306	1522	626	628	611	1131	495073	2197	126	16	9	4.363628556	0.145772052	0.989477165	0.988384366	0.572565992	6.34938753
TE0001307	1642	475	499	381	1002	411239	3089	328	28	36	5.659688119	0.176508429	0.988251534	0.987266379	0.262679984	5.982227769
TE0001308	626	254	276	180	414	365528	1013	42	16	7	2.888394052	0.094613708	0.99428081	0.99385809	0.301211132	6.142915404
TE0001309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001312	1306	419	403	349	895	412859	2060	97	15	13	4.106213625	0.148967249	0.990226356	0.98938439	0.607752816	6.341261051
TE0001313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001316	995	297	343	280	697	451998	1522	55	10	15	2.673544889	0.093356791	0.9931577	0.992467201	0.088713368	5.611363812
TE0001317	1926	631	774	614	1447	543275	3266	166	22	21	3.683813483	0.153604449	0.988409235	0.987287586	0.354240173	5.90672088
TE0001318	1176	463	454	406	858	467403	1992	51	15	15	4.025752512	0.136147993	0.991408201	0.990702206	0.55199576	6.393843153
TE0001319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001321	730	158	175	151	496	549510	1219	54	8	9	1.346493256	0.05158464	0.99631498	0.996007746	0.16603013	5.723204492
TE0001322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001324	318	111	120	80	255	439913	679	44	0	4	0.861651884	0.033194931	0.997599804	0.99738006	0.409405162	5.968330944
TE0001325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001329	866	217	247	190	530	520828	1440	151	18	13	2.22088974	0.069374174	0.995263599	0.994858487	0.244965643	5.872033339
TE0001330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001333	1178	492	623	464	934	534630	1802	88	16	8	2.919831545	0.112922034	0.99178014	0.990935954	0.51229898	6.152380577
TE0001334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001335	434	134	130	122	313	325558	980	37	10	7	1.544334904	0.063886367	0.995733413	0.995395006	0.708451701	6.335489111
TE0001336	482	96	93	84	236	448511	1017	62	30	11	1.224991533	0.040931124	0.997285721	0.997094874	0.370779547	6.074597347
TE0001337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001339	960	304	304	261	640	486637	1946	204	26	22	2.6013544	0.095308148	0.993755521	0.993235381	0.201855441	5.903805584
TE0001340	960	423	328	316	748	422292	1721	94	2	7	3.617893725	0.116194033	0.992425629	0.991434476	0.728709688	6.63696416
TE0001341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001342	460	126	146	128	265	348573	1189	133	8	17	1.759568184	0.065426421	0.995945007	0.995674436	0.472989252	6.258778333
TE0001343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001345	1112	348	375	280	650	463798	2514	198	25	25	3.75620097	0.1179771	0.992518562	0.991919101	0.285250148	6.075153166
TE0001346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001348	1733	535	528	421	1047	563267	2899	153	21	12	3.613773174	0.134030279	0.990746325	0.989992075	0.351251181	6.033038984
TE0001349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001353	1697	585	580	497	1158	511257	2724	157	29	21	4.950304047	0.160047529	0.989422938	0.988523153	0.332083155	6.069699612
TE0001354	2023	934	955	828	1420	490283	3374	158	24	18	8.983718303	0.281013922	0.985050949	0.984093336	0.506201517	6.613176607
TE0001355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001361	1167	333	360	326	746	500054	2303	140	8	19	2.925465809	0.110736377	0.992802059	0.992303741	0.504501143	6.236828689
TE0001362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001365	998	346	412	315	762	542909	1278	98	22	13	2.038541493	0.073346373	0.994055597	0.993314034	0.179132721	5.555887415
TE0001366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001368	557	192	154	149	384	435075	1343	158	4	10	1.759394016	0.064534823	0.99597737	0.995593445	0.647968559	6.512336738
TE0001369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001374	1169	433	443	401	848	581803	1981	120	12	13	2.752183819	0.100805258	0.993078305	0.992500599	0.525645859	6.209491092
TE0001375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001377	971	283	329	248	616	613997	1435	145	18	5	1.677038186	0.066596411	0.995221445	0.994824318	0.284119233	5.859619986
TE0001378	819	323	300	273	556	447378	1874	119	6	11	2.251274198	0.082945189	0.993967511	0.993221059	0.425449717	5.878242987
TE0001379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001381	893	302	309	262	647	588530	1828	111	12	9	2.571046018	0.075395525	0.995067672	0.994542525	0.531779987	6.328852226
TE0001382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001385	797	330	320	231	549	429360	1439	108	6	7	2.727520895	0.094339988	0.993780349	0.993250003	0.402817733	6.149856787
TE0001386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001387	1679	377	400	283	969	383073	3700	258	39	29	4.779055125	0.173405203	0.988674504	0.987770135	0.30639786	6.039150308
TE0001388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001393	1417	416	422	344	994	450692	2007	66	14	11	3.461998059	0.138232748	0.99046976	0.989729112	0.317167061	5.969117231
TE0001394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001398	2067	557	564	484	1299	553264	4100	270	22	29	4.999913818	0.169239189	0.989033793	0.988175936	0.321054417	6.087131106
TE0001399	1201	386	402	365	908	584825	1901	94	10	15	1.915599534	0.081043303	0.993522083	0.992820454	0.258904832	5.704301248
TE0001400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001401	839	244	246	240	614	590585	1293	50	8	12	1.446681281	0.057776154	0.995578348	0.995163007	0.188454095	5.662068417
