SID	fissure_lbp1	fissure_lbp2	fissure_lbp3	fissure_lbp4	fissure_lbp5	fissure_hog1	fissure_hog2	fissure_hog3	fissure_hog4	fissure_hog5	fissure_contrast	fissure_dissimilarity	fissure_homogeneity	fissure_energy	fissure_correlation	fissure_entropy
TE0004141	863	313	347	238	597	209769	1685	120	62	17	6.405084238	0.177110041	0.987825741	0.985934068	0.563804005	6.126695845
TE0004142	25	5	4	3	5	431048	201	71	4	1	0.015036148	0.00117015	0.999862735	0.999848925	-0.079259727	4.282098602
TE0004143	724	225	186	189	449	308424	1259	117	21	4	4.366677337	0.112058716	0.993033128	0.99250049	0.172387283	5.920750287
TE0004144	366	113	101	75	236	411687	720	44	0	1	1.283302042	0.036655857	0.997353431	0.997132624	0.062391309	5.551632859
TE0004145	1353	456	492	425	855	338914	2426	118	18	20	6.412312225	0.190659121	0.987254828	0.986234571	0.174036946	5.849594107
TE0004146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004147	477	174	162	104	290	291661	1241	125	14	17	3.255259122	0.071398485	0.994981612	0.994472693	0.019687088	5.447661199
TE0004148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004149	1932	484	660	354	1376	296495	2744	109	12	16	7.327435662	0.267027447	0.981323827	0.979537878	0.488344963	6.205260797
TE0004150	1242	472	452	376	861	429323	2075	145	12	13	4.45587286	0.135588512	0.990652788	0.989767322	0.219975787	5.861656046
TE0004151	901	257	290	219	569	345512	1787	162	20	9	3.803632863	0.108763709	0.99229533	0.991607972	0.156250618	5.733072136
TE0004152	495	129	128	100	310	255909	904	76	36	7	2.54080259	0.079886124	0.994630812	0.994174331	0.054369022	5.6614835
TE0004153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004156	316	94	79	74	198	200328	779	81	6	10	2.841781874	0.082869659	0.995238461	0.994976409	0.616160152	6.401158212
TE0004157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004160	659	198	253	159	430	261916	1146	92	14	1	3.762890125	0.121322433	0.99238423	0.991680003	0.575472466	6.362517616
TE0004161	887	195	177	155	670	378491	1455	89	8	9	2.378518864	0.086266108	0.993805208	0.993190521	0.141928995	5.671869377
TE0004162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004166	1078	339	372	296	739	421437	1744	101	12	12	3.470366184	0.108256103	0.992054243	0.991184495	0.200241488	5.747308986
TE0004167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004170	380	127	125	97	285	254329	782	31	4	4	1.922050666	0.06841716	0.995230306	0.994794768	0.509988058	5.989482608
TE0004171	329	87	77	68	198	373026	733	47	0	9	0.900945376	0.035941836	0.99748845	0.997324886	0.198251554	5.752269197
TE0004172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004173	469	144	193	117	227	350957	1321	188	42	4	2.974961632	0.06866786	0.995752475	0.995452766	0.124173547	5.865095943
TE0004174	1519	453	463	394	1073	273077	2734	203	28	6	7.379077323	0.235670419	0.983310867	0.981852672	0.45431642	5.919942063
TE0004175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004177	80	53	26	30	70	289219	319	26	6	5	0.721530171	0.02184581	0.998810837	0.998751097	0.618954894	6.335187588
TE0004178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004180	1319	303	374	295	818	428013	2046	163	36	14	4.907081586	0.128644812	0.991438723	0.990611421	0.191364927	5.849359165
TE0004181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004182	302	69	70	74	136	262290	848	94	6	12	2.01657395	0.051234202	0.996795227	0.996577324	0.191685129	5.858596367
TE0004183	744	195	183	168	443	182205	1401	68	16	18	5.418281883	0.170027834	0.988655117	0.98782272	0.081601365	5.708479081
TE0004184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004185	911	248	260	191	530	218987	1716	90	8	5	5.156061182	0.17533908	0.988344533	0.987461536	0.189218433	5.873523004
TE0004186	646	222	266	208	482	290679	1140	66	32	7	3.942928558	0.098904543	0.992751795	0.991906675	0.406176409	6.101160097
TE0004187	250	79	63	45	154	351968	720	125	16	7	1.281445306	0.03968982	0.997892301	0.997759449	0.629553954	6.684259901
TE0004188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004190	446	122	169	142	378	312684	643	57	4	1	1.116651225	0.045725086	0.995889192	0.99502653	0.015780995	5.167192317
TE0004191	1051	345	388	291	753	345609	1898	127	9	9	3.827866736	0.132231405	0.990343167	0.989431608	0.224938033	5.796193171
TE0004192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004193	961	269	336	188	670	335061	1758	120	12	9	3.759254851	0.110393156	0.991832733	0.99067521	0.120439655	5.580078745
TE0004194	487	131	113	110	309	348675	1170	63	9	3	1.399338676	0.056603711	0.995937731	0.995616822	0.267670505	5.823750094
TE0004195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004200	421	103	118	84	218	232039	1082	130	20	9	3.246539979	0.080213589	0.995077614	0.994704474	0.049551571	5.710952733
TE0004201	483	130	117	145	336	345885	972	129	12	6	1.250054139	0.052995236	0.995816002	0.995435426	0.380851252	5.82219036
TE0004202	1248	327	368	290	808	281040	2066	184	35	13	5.868498576	0.180730582	0.987585631	0.986383514	0.245152598	5.880775578
TE0004203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004204	294	83	61	54	190	406878	593	103	8	10	1.05367011	0.028209357	0.997967392	0.997801122	0.046549189	5.446085435
TE0004205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004207	757	170	205	171	524	285189	1301	64	14	10	4.199225849	0.120824675	0.992413784	0.991798096	0.436519695	6.297770376
TE0004208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004210	84	15	17	16	49	212959	199	24	10	0	1.023150549	0.018364878	0.998959214	0.998881905	0.039734307	5.42207156
TE0004211	400	118	131	113	241	280050	797	43	8	10	2.543995357	0.066426232	0.995629628	0.995294966	0.120697222	5.674876279
TE0004212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004213	1122	296	364	258	801	302560	1985	151	18	8	4.652910217	0.148482972	0.989144026	0.988076699	0.215920966	5.762720329
TE0004214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004216	580	148	159	110	407	217632	989	64	12	3	3.597887133	0.113462221	0.992520253	0.991925423	0.094021931	5.727589317
TE0004217	313	74	83	65	145	357215	722	70	10	3	1.491563682	0.037894555	0.997530349	0.997347787	0.033068134	5.631681986
TE0004218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004220	269	79	58	50	153	190126	652	52	4	2	2.172455646	0.059793667	0.996203297	0.995966172	0.384607082	5.927440562
TE0004221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004226	789	219	222	173	372	284658	1939	125	10	8	3.968604285	0.121833154	0.992007421	0.991429887	0.1324265	5.846239387
TE0004227	538	124	142	92	344	372005	1150	69	14	10	1.812247739	0.058498953	0.995951229	0.995590241	0.044892703	5.61194655
TE0004228	262	95	89	84	164	170003	615	38	6	5	2.161523555	0.074801203	0.995142333	0.994721039	0.299865045	5.981130713
TE0004229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004230	1123	407	390	318	749	232673	1897	134	21	13	5.449904031	0.214036124	0.984874032	0.983759192	0.172878139	5.795748995
TE0004231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004233	380	130	127	112	234	335796	938	51	6	7	2.075693569	0.056406598	0.996339675	0.996066443	0.047149827	5.639792209
TE0004234	663	294	287	213	455	323361	1462	138	5	6	4.280886474	0.110974133	0.992786829	0.992079972	0.513326496	6.313612136
TE0004235	483	171	156	134	323	335376	1009	75	10	4	2.14142883	0.069096754	0.995424698	0.995011356	0.376090687	6.086210242
TE0004236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004245	329	109	111	66	195	273090	656	28	4	2	2.245636678	0.070033922	0.996243748	0.996030462	0.201470537	6.131612256
TE0004246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004247	615	172	160	142	396	294899	1262	103	22	12	2.353672463	0.079716202	0.994165545	0.99361143	0.129207968	5.630267024
TE0004248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004249	274	89	91	69	193	277243	522	52	10	3	1.549864549	0.041973044	0.996961327	0.996672623	0.029988271	5.39159814
TE0004250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004251	1242	323	305	226	713	259963	2481	202	22	15	4.860138306	0.176100405	0.987257154	0.986200607	0.103151218	5.656684469
TE0004252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004256	478	127	123	100	266	256906	1076	63	16	5	2.670340119	0.082240655	0.994624022	0.994290633	0.095877533	5.773697531
TE0004257	1098	264	270	233	678	223755	1898	130	32	13	6.303159828	0.200759991	0.986989502	0.985886688	0.42533083	6.224339074
TE0004258	548	199	231	137	350	251384	1236	82	4	14	4.294833641	0.120730129	0.992824611	0.99229208	0.663714102	6.745499215
TE0004259	274	94	79	62	202	267088	622	53	20	3	2.106169461	0.065799977	0.996626462	0.996456055	0.714082581	6.796889909
TE0004260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004261	322	73	91	76	211	305589	671	58	20	4	1.676790765	0.045057717	0.997013339	0.996708977	0.05316606	5.603967466
TE0004262	748	158	155	120	465	358637	1393	91	2	3	2.568667616	0.078497003	0.994582216	0.994117839	0.180407798	5.770036416
TE0004263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004267	342	80	93	90	170	335453	905	102	10	4	1.356301803	0.042114695	0.997084219	0.99684281	-0.016388069	5.481419717
TE0004268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004272	658	193	209	211	384	219462	1233	78	17	16	4.454938663	0.127569797	0.990972974	0.99012275	0.101658966	5.626843522
TE0004273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004278	767	232	221	189	421	294339	1907	146	54	14	4.947757485	0.132570707	0.992236038	0.991672955	0.368531246	6.214402546
TE0004279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004282	83	29	32	30	49	182515	266	30	6	0	0.903238795	0.0240456	0.998439798	0.998351667	0.023639035	5.451904724
TE0004283	2670	973	1026	916	1948	289097	3942	228	26	8	11.02416464	0.391195109	0.970521309	0.967410213	0.368648152	5.942843474
TE0004284	507	164	163	136	335	242612	1065	40	6	6	2.191220639	0.094897959	0.993368527	0.99287643	0.256225356	5.860292678
TE0004285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004286	237	64	71	58	105	226750	625	113	36	5	2.463677314	0.057022932	0.996921339	0.996693295	0.202976569	6.054306019
TE0004287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004288	592	188	195	160	371	269075	1258	103	18	5	3.56477377	0.094170404	0.993233715	0.992561939	0.027301457	5.48900656
TE0004289	430	132	136	110	290	291043	791	79	8	3	1.427225097	0.058838093	0.995504469	0.995136111	0.240170679	5.699374803
TE0004290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004292	465	147	124	107	312	276258	708	43	8	3	2.294110638	0.07493617	0.994894131	0.994531938	-0.015257755	5.554235542
TE0004293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004296	838	301	267	236	497	313947	1796	118	26	13	3.673123028	0.12251103	0.991581118	0.990852623	0.178507885	5.834860832
TE0004297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004298	1058	293	363	250	668	342491	1488	94	6	9	3.748560408	0.126505028	0.991057422	0.990277625	0.260798929	5.873563982
TE0004299	680	173	202	158	433	360039	1489	188	18	12	2.047189223	0.075329348	0.994516587	0.994008359	0.183709905	5.738665119
TE0004300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004301	804	289	243	248	616	340125	1634	103	28	11	2.667107803	0.096953405	0.992408111	0.991594352	0.002043216	5.418731852
TE0004302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004307	1575	464	441	293	947	328085	3368	179	42	21	7.545947675	0.211502915	0.986237641	0.985091838	0.186164535	5.887577553
TE0004308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004309	1778	470	523	391	1207	294904	3323	225	28	5	8.978092254	0.278397735	0.982455247	0.981084642	0.452765251	6.16777519
TE0004310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004311	380	139	138	113	263	335920	775	67	30	6	1.70885421	0.047773862	0.996323084	0.995965844	0.011923737	5.291320902
TE0004312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004313	1157	409	394	348	779	427539	1939	96	22	28	3.34085298	0.121079849	0.991306919	0.990566662	0.243576288	5.813513098
TE0004314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004315	479	135	117	115	298	275132	861	44	6	5	2.237315131	0.070753803	0.995056891	0.994581407	0.066248713	5.605341548
TE0004316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004330	1599	485	511	380	997	291299	3224	247	54	16	8.436214805	0.235455552	0.983786467	0.982268449	0.178288572	5.82315432
TE0004331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004334	541	147	171	119	304	311776	1113	67	22	6	2.287615004	0.072231534	0.995100768	0.994658641	0.122807431	5.732874306
TE0004335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004337	400	130	122	90	225	320479	958	41	2	9	1.374420763	0.053025344	0.996118794	0.995824706	0.183184073	5.737582515
TE0004338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004340	983	428	531	386	928	314733	1405	54	28	4	3.905109891	0.129482401	0.98928814	0.987224433	0.51711642	6.057133702
TE0004341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004342	185	40	52	39	88	262055	521	90	10	7	1.22497068	0.032175758	0.998004254	0.997846898	0.064775038	5.68646634
TE0004343	336	106	108	84	197	237555	837	56	8	8	2.077065279	0.067949295	0.995598692	0.995285531	0.095359471	5.779842416
TE0004344	814	175	221	151	452	275274	1570	135	36	5	3.406311068	0.107399457	0.992276194	0.99158083	0.089546275	5.630737095
TE0004345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004346	174	57	55	39	106	300450	559	46	16	6	1.357414925	0.036012665	0.998134713	0.998005396	0.448797483	6.292442091
TE0004347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004348	563	145	158	144	384	333547	1208	79	13	7	2.007502482	0.071741597	0.994950102	0.994504346	0.29164507	5.760911987
TE0004349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004351	1183	334	345	293	753	425317	2142	180	30	11	4.126503107	0.118687644	0.991987793	0.991166131	0.302467182	6.008554676
TE0004352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004354	230	47	55	45	123	230772	526	24	10	4	0.859172013	0.036026464	0.997292798	0.997047928	0.026498197	5.414663024
TE0004355	184	45	68	59	71	205385	563	106	6	4	1.835224481	0.040763904	0.997294723	0.997068364	-0.000756697	5.46468917
TE0004356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004358	344	113	92	86	194	304267	1007	81	5	10	1.530564661	0.0504794	0.996606789	0.996337178	0.182860925	5.759254081
TE0004359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004364	769	296	278	252	507	387011	1638	130	10	11	2.593138385	0.087387005	0.993436892	0.992832051	0.08556001	5.555608307
TE0004365	581	132	151	118	390	182565	1349	90	15	13	4.416516145	0.14296672	0.991155927	0.990430582	0.685559345	6.465755391
TE0004366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004371	82	21	21	22	37	407670	277	34	8	8	0.123467549	0.007182631	0.999410943	0.999365379	0.071192182	5.336990741
TE0004372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004375	890	255	270	220	588	257351	1641	171	24	13	6.69898494	0.179915606	0.989796541	0.989056565	0.68022783	6.565535124
TE0004376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
