SID	tg_lbp1	tg_lbp2	tg_lbp3	tg_lbp4	tg_lbp5	tg_hog1	tg_hog2	tg_hog3	tg_hog4	tg_hog5	tg_contrast	tg_dissimilarity	tg_homogeneity	tg_energy	tg_correlation	tg_entropy
TE0001094	54884	25195	34432	24536	57297	458872	33116	624	89	22	63.01833422	2.503050903	0.652463167	0.514663116	0.937520447	6.661223549
TE0001095	52074	24584	29774	24294	49734	407429	23684	482	32	22	58.07041619	2.987216026	0.609666991	0.492966943	0.922833556	6.669183383
TE0001096	37452	17771	25029	19972	44748	337880	19376	381	37	22	34.2600717	1.802256589	0.673114132	0.518380891	0.95809743	6.676288067
TE0001097	39003	17131	26239	19202	44858	395341	21143	446	46	12	31.82079076	1.510321734	0.725026949	0.575172047	0.951038206	6.635064174
TE0001098	65732	26266	36829	25511	64240	552306	38771	784	71	16	61.96144765	2.344760625	0.684590929	0.540156959	0.933839406	6.7558069
TE0001099	43058	17545	27301	20219	56121	346737	19315	504	33	17	23.63134503	1.48625731	0.67173339	0.46577134	0.968117609	6.66955269
TE0001100	46330	22306	30776	22695	48383	404129	24086	442	57	19	46.5525062	2.267118831	0.651798404	0.522924724	0.952594505	6.8108097
TE0001101	58365	24290	27530	21084	47379	426415	25373	598	49	31	55.85113947	2.847013267	0.623620936	0.509676495	0.915550795	6.372812977
TE0001102	48284	19839	29192	20766	49324	359072	23543	526	47	23	47.86596991	2.145122703	0.642730034	0.475675062	0.943452229	6.593221361
TE0001103	38786	14858	22198	13308	36251	298351	18721	409	27	12	56.55007462	2.532158847	0.652430499	0.530307324	0.908592718	6.514577942
TE0001104	31065	14372	18859	14574	26545	324862	18834	350	27	15	56.32966256	2.127858444	0.735490421	0.630321942	0.912091852	6.770550595
TE0001105	63511	27077	39035	29608	70364	470507	29976	676	53	16	34.57087478	2.003790275	0.631962327	0.444239671	0.947686436	6.507669112
TE0001106	77184	32819	43463	33750	78335	570286	35565	591	63	23	44.91902581	2.434591651	0.614548321	0.461354022	0.928448859	6.461518327
TE0001107	46093	20090	33293	25100	63236	407877	24446	628	52	23	26.94744907	1.361991798	0.701171539	0.480988358	0.956999392	6.421284414
TE0001108	55666	24887	35069	28140	62628	401938	29244	326	39	21	41.50350964	2.137134069	0.624967028	0.427906177	0.947532855	6.656521044
TE0001109	51248	17672	31389	21721	60727	360941	23642	591	45	17	25.03191606	1.391325566	0.683546506	0.441107736	0.960572762	6.36841958
TE0001110	60730	26790	42130	30267	68974	546212	37039	583	72	23	40.53280203	1.730122308	0.695510153	0.523840988	0.956281496	6.53430113
TE0001111	85449	32439	48531	35083	88330	650440	41477	546	62	25	48.14921853	2.17460196	0.651299056	0.488662861	0.944886276	6.805057915
TE0001112	51175	23483	34907	24892	54081	444060	28882	480	82	22	50.85676998	2.011499561	0.679812322	0.518786318	0.949098514	6.653011988
TE0001113	66444	28268	40208	30367	70371	478718	30868	481	43	28	38.91252286	2.063603544	0.625703243	0.442059505	0.944530209	6.510498319
TE0001114	74223	29753	42357	31909	80255	504691	33943	761	51	14	44.70415961	2.258663534	0.61019072	0.418752515	0.944451464	6.580144529
TE0001115	37356	17126	24702	19317	42130	324613	19128	285	46	16	25.04937781	1.504890926	0.697830215	0.520438624	0.958007766	6.513905906
TE0001116	50462	21099	29387	22026	50675	372876	24581	492	58	27	53.73290491	2.460043443	0.626214343	0.470352918	0.929399161	6.587914048
TE0001117	57962	23286	33787	25375	60152	454454	31175	534	58	22	42.42638908	2.110128185	0.65938074	0.497672194	0.951668595	6.546197881
TE0001118	71310	29163	46800	34669	86685	540242	35580	803	78	17	47.88961341	2.009034345	0.644500148	0.438121701	0.965901125	6.97208849
TE0001119	45052	18632	23541	17495	42214	346536	22284	489	35	16	57.75810496	2.40709367	0.658449506	0.519179872	0.925521537	6.570414637
TE0001120	51059	22519	30267	22341	51528	418137	29340	393	41	19	95.84479571	3.265485362	0.625102062	0.514869859	0.940686072	7.154690004
TE0001121	58497	24240	35222	26859	67303	511054	32941	546	74	29	46.82300447	1.928822207	0.694146918	0.527118415	0.944405972	6.717215799
TE0001122	61678	24559	41274	31089	83944	487230	30254	765	45	25	35.55237984	1.630107793	0.676463669	0.441960655	0.960911591	6.683143916
TE0001123	38826	17183	24128	18254	42632	330336	17943	547	32	9	36.89565498	2.057099015	0.65926299	0.521015525	0.956482284	6.681661478
TE0001124	57964	25177	34421	25922	58055	445292	25681	550	39	20	44.64847085	2.306275761	0.63274853	0.48160837	0.940378089	6.531967089
TE0001125	65164	27193	40774	27811	67629	466949	28952	729	38	24	46.3472327	2.523918723	0.599352072	0.438117265	0.938722942	6.643487858
TE0001126	89265	36243	46529	35915	90825	619121	39008	662	50	13	58.60727947	2.888543348	0.593324047	0.449572553	0.930101508	6.691147345
TE0001127	65370	27703	35623	27322	62719	456011	30809	725	53	22	59.50272658	2.616764713	0.610207518	0.453914916	0.928453896	6.521950552
TE0001128	71705	29461	39708	28810	68218	501187	35471	767	69	22	70.71358586	2.988161683	0.601483054	0.456453718	0.935238291	6.842644584
TE0001129	63088	26394	36769	26989	62857	469430	32218	807	45	24	53.66004355	2.354054665	0.643059597	0.476267019	0.92738434	6.514193665
TE0001130	44449	21643	30790	23356	49551	405801	25285	484	65	14	48.75545749	2.191638451	0.659647904	0.522188615	0.950594152	6.749308899
TE0001131	58368	20961	31688	23698	68213	440153	29605	616	52	22	35.1575592	1.686909398	0.685870163	0.482442246	0.936905891	6.087186731
TE0001132	44687	20897	26179	20693	48472	377468	22243	377	35	17	51.32022768	2.472383953	0.648593943	0.515450884	0.933944409	6.753571694
TE0001133	55861	22935	34118	25688	64557	432542	29413	637	57	23	53.34300275	2.091233953	0.65849397	0.471887453	0.946962547	6.872197265
TE0001134	34333	15297	22566	16622	39663	335099	19210	413	42	16	42.91960279	1.839682866	0.707418783	0.568186208	0.95397854	6.878152554
TE0001135	59582	22661	32870	24847	68365	431927	29994	681	49	21	47.57040517	2.087429513	0.644100619	0.460847605	0.962812434	6.943887726
TE0001136	71538	25767	40846	29601	81633	532043	35725	792	38	22	40.58405363	1.86564068	0.668942412	0.467435336	0.946567349	6.557776242
TE0001137	45651	21842	29213	22785	50668	356279	20732	542	52	17	44.46455027	2.483433357	0.603176695	0.460951374	0.946115891	6.709430656
TE0001138	72422	30902	39165	31012	78179	546784	33717	673	59	23	51.85455504	2.580997629	0.614021936	0.471772237	0.934780874	6.567387567
TE0001139	41454	17728	24785	19582	41665	355576	21361	630	41	14	47.6600988	1.940838866	0.687595986	0.53630223	0.951762674	6.784707847
TE0001140	90949	39509	51469	40530	93849	672344	41796	765	60	22	53.54347716	2.64491544	0.605828641	0.456333708	0.939504996	6.694423988
TE0001141	58448	24099	36114	27674	65672	405193	29565	636	43	19	42.67894179	2.016428605	0.627067414	0.416231413	0.950078695	6.637310326
TE0001142	58136	25370	29240	22842	52254	452071	23571	555	71	12	59.50321148	2.755306062	0.639452989	0.523628322	0.92249945	6.640361939
TE0001143	74182	29117	40883	30573	77419	527980	35084	625	49	22	50.02111819	2.342164731	0.628869207	0.456492762	0.941032394	6.664685994
TE0001144	56162	26508	29197	21313	44537	495667	28633	500	60	20	58.90708848	2.73749782	0.667464895	0.577516196	0.914806338	6.522643204
TE0001145	52799	24182	33424	26169	61524	448585	30578	681	59	22	61.81539914	2.370799872	0.654908628	0.495488545	0.949986867	6.891312672
TE0001146	74147	28288	40061	28815	73971	525602	35356	691	65	21	48.45695262	2.405428937	0.624193425	0.465092182	0.922446964	6.347365008
TE0001147	63222	27666	35282	26198	60789	535228	34435	506	56	15	53.76490731	2.311140847	0.669226007	0.542400484	0.91366129	6.217156536
TE0001148	46769	20651	30315	21978	52935	382313	22156	630	47	16	37.70101907	1.997393632	0.646472542	0.489242448	0.948308267	6.649013925
TE0001149	54837	21716	30951	22724	58726	400663	26443	514	42	18	48.04086699	2.019547736	0.656674642	0.468032469	0.93175155	6.501052262
TE0001150	46195	19398	27446	20573	49332	359763	24056	470	39	17	51.13780903	2.295656408	0.651427084	0.48941062	0.940941809	6.7766965
TE0001151	60706	28529	35663	28508	62741	481916	29079	689	53	21	51.38313066	2.454397624	0.624592399	0.481703609	0.948506544	6.785346812
TE0001152	61216	24955	37298	28551	73215	465748	29275	622	58	17	33.09171479	1.713359572	0.664685543	0.457137315	0.95021636	6.505515917
TE0001153	58026	25007	28545	22314	53253	439586	30311	640	61	12	73.72572015	3.134712068	0.62221291	0.506946201	0.922144048	6.625909842
TE0001154	59841	27680	38200	28784	67271	502490	27937	852	57	24	39.95685952	2.201815373	0.634389976	0.49365613	0.949915878	6.640656669
TE0001155	57047	24365	33469	24512	62046	458011	27913	482	60	20	37.38188258	2.009882677	0.649999452	0.499133375	0.938795876	6.375826168
TE0001156	44786	18427	27151	18007	44670	362449	23766	421	47	11	59.47611962	2.379844961	0.673182856	0.523110623	0.906365777	6.654285488
TE0001157	57556	23036	35337	25589	66440	446668	30034	571	42	18	41.7852292	1.847598122	0.672488416	0.473578929	0.951683309	6.660640936
TE0001158	68609	26734	39952	28928	68039	491308	38627	715	38	24	59.50230923	2.428021718	0.647641072	0.464371259	0.93516087	6.742934807
TE0001159	67666	26353	42177	30767	82480	508916	31068	628	44	19	27.9879623	1.642314089	0.662392458	0.448896393	0.957374114	6.501455676
TE0001160	54631	21327	34400	24716	64033	429090	26475	541	67	19	30.60256193	1.537083765	0.684836387	0.477073335	0.963165491	6.598347819
TE0001161	53714	23516	33987	23786	54416	424954	28801	582	55	18	49.3737407	2.383308115	0.637760103	0.494013085	0.936582596	6.62048711
TE0001162	54941	25197	33553	25984	56077	470445	26438	475	49	14	37.69014085	2.204182	0.648385649	0.521552359	0.933033381	6.486540295
TE0001163	78402	29997	53457	38863	102220	635820	40445	818	56	21	29.36669254	1.429159863	0.695951635	0.458195855	0.950225987	6.500841581
TE0001164	49923	17742	27163	20251	58513	374094	21806	528	49	18	30.94417997	1.550158685	0.692326034	0.48147252	0.929839093	6.113802308
TE0001165	48415	23598	33566	25734	53833	424252	24545	531	38	22	32.07574968	1.826166913	0.660779911	0.503981905	0.954600082	6.489197737
TE0001166	63568	27792	35047	26975	60723	466237	31280	555	54	24	68.36055883	3.038035789	0.608922868	0.475958447	0.926769157	6.731485191
TE0001167	43593	21325	26327	18287	38659	332471	21246	517	43	17	66.53798651	3.053840921	0.610056606	0.494310104	0.922196674	6.612573273
TE0001168	74570	30848	43642	32578	79822	529951	33334	893	43	25	43.16903288	2.23519252	0.61838113	0.441047567	0.950729433	6.719511925
TE0001169	39092	14748	27195	17798	46422	365097	22245	410	58	18	34.14857847	1.452648656	0.731624591	0.553505304	0.961627181	6.809426963
TE0001170	67672	29920	31488	25080	55090	512579	28497	572	62	18	80.50754592	3.715139666	0.60110861	0.515913379	0.887289481	6.547737914
TE0001171	58793	24356	34227	26776	61159	428537	27767	623	60	15	40.16636266	2.068834141	0.636616757	0.457391854	0.952688797	6.591399255
TE0001172	57474	22745	29769	20996	51495	437580	31307	520	45	24	57.65124029	2.372622857	0.663490294	0.519923317	0.93368885	6.509607725
TE0001173	42161	17821	30018	21203	52872	357852	21171	491	34	18	29.88886947	1.480344302	0.69215722	0.486782403	0.948329072	6.387318844
TE0001174	63413	27099	41072	29781	68859	572853	31336	799	63	19	49.88847873	1.980102163	0.683754677	0.534425547	0.947860154	6.971144151
TE0001175	45983	20162	28997	22639	55240	380097	24607	636	48	17	46.63947337	1.950900826	0.66734404	0.487302582	0.956829284	6.79623835
TE0001176	70374	26933	42290	30116	78896	521875	34972	780	42	16	43.73335789	1.967543556	0.655051826	0.45467563	0.954252136	6.734155145
TE0001177	52787	22489	35867	26092	67778	426377	26362	809	35	17	27.82361912	1.536406037	0.67366782	0.460365687	0.968242248	6.690628518
TE0001178	54645	22583	29039	20259	48846	409440	29474	684	46	24	54.4504022	2.517292554	0.646109556	0.512298969	0.917282364	6.41716139
TE0001179	85524	35365	47266	35575	84291	571816	38744	767	32	29	53.36727083	2.668539811	0.59168173	0.423457248	0.937236776	6.603741618
TE0001180	58568	31815	31826	27227	53308	495920	28382	501	62	15	101.3382342	4.17972346	0.596491467	0.514413461	0.876136211	6.756172527
TE0001181	35122	16086	23626	16489	39957	325884	19891	420	60	20	51.83820607	1.885191235	0.702236329	0.547091274	0.94401366	6.922488288
TE0001182	60895	30029	40297	30004	57282	472616	36216	582	51	25	76.64753145	3.012609927	0.615958835	0.473238444	0.921579573	6.874656906
TE0001183	83843	33798	42730	31602	84294	591321	39680	878	55	28	66.32027011	2.940172011	0.613035679	0.460541234	0.934399731	6.701410008
TE0001184	49355	22064	32835	25284	61300	430234	23475	551	46	23	23.08313382	1.525086589	0.679244928	0.4961421	0.964835525	6.6009461
TE0001185	62500	25822	35736	26203	69442	531708	37703	757	50	22	57.45542733	2.15719697	0.683585968	0.526577552	0.949933438	6.634169431
TE0001186	48462	17239	27130	18754	50671	410467	32703	717	47	27	59.60600388	2.087274787	0.71160884	0.550870122	0.939758751	6.867029822
TE0001187	61256	28453	38031	29090	63907	462537	28356	551	45	19	53.6328836	2.834561633	0.594307925	0.456653128	0.934886477	6.69669628
TE0001188	57862	27516	35902	28547	62203	466378	25551	494	40	17	45.31704085	2.604257923	0.609747668	0.482079485	0.936842968	6.588246042
TE0001189	43798	19940	28262	20696	45446	363675	21112	542	56	13	49.86129183	2.191640386	0.658879387	0.509476197	0.946426703	6.655022846
TE0001190	50857	22331	30693	23380	57858	406582	23057	572	52	9	43.43536585	2.175278667	0.63848973	0.485402273	0.931334029	6.43807505
TE0001191	64615	26184	35855	27761	71808	474176	31076	759	61	16	59.4731558	2.572804973	0.617341492	0.459197003	0.950622555	6.945299122
TE0001192	55965	23171	38363	28064	73046	438434	27839	794	48	12	26.27987346	1.446933437	0.675823879	0.439532726	0.966781105	6.552424552
TE0001193	68209	29811	47952	35149	82941	559922	37713	649	49	14	35.69546251	1.753058219	0.663290947	0.467761814	0.945843008	6.527829299
TE0001194	67296	26400	43976	32582	85382	523054	35153	611	57	25	33.32489759	1.724761051	0.669045018	0.449856286	0.95728312	6.601791035
TE0001195	46586	20222	27882	21134	47696	381646	25755	521	56	19	57.77411267	2.296942852	0.664573747	0.516750527	0.952049649	6.841016964
TE0001196	52558	23116	28724	22450	51554	394631	24316	582	35	16	68.29287092	3.099778811	0.598941796	0.479983968	0.922672	6.657620246
TE0001197	40551	18413	24800	19236	47975	353509	19134	543	53	9	40.33458571	2.114595747	0.660838833	0.521640724	0.943653428	6.738860924
TE0001198	81830	36305	46613	35727	82419	601433	38462	898	49	30	71.47771615	3.110509861	0.597410575	0.455105817	0.917498645	6.689865708
TE0001199	47426	25999	31127	25531	45382	384158	21446	552	40	19	79.72338276	3.857465864	0.565554807	0.475344225	0.898930843	6.770049226
TE0001200	67520	28244	37977	29086	68663	513689	35817	728	55	25	62.56539266	2.630911158	0.633650431	0.484445333	0.927991566	6.66475208
TE0001201	61946	27377	39567	29569	68554	520059	30094	551	81	15	41.7282636	2.171064383	0.643115283	0.5020433	0.953562272	6.780419426
TE0001202	60409	25694	37847	28176	69039	452161	27585	822	68	18	40.28483699	2.084388851	0.629501009	0.450178043	0.952851332	6.70623497
TE0001203	36061	14222	20574	15576	37339	265172	17568	379	40	17	49.10285232	2.0566617	0.665169863	0.488807766	0.942276664	6.789185425
TE0001204	41983	19905	27605	22491	48452	352373	21423	619	33	15	39.00984838	1.919767754	0.660144035	0.489385514	0.960858228	6.787540304
TE0001205	90606	34637	46676	35746	93866	640837	46746	808	91	18	73.64525798	2.717671934	0.628689949	0.459483898	0.945120277	7.025582783
TE0001206	68005	29657	41021	32531	75052	496483	30226	522	57	22	30.93187135	2.096514072	0.612574368	0.43338259	0.949111963	6.410917101
TE0001207	68307	27300	38607	28914	71505	500700	34098	707	48	19	46.13659276	2.215848468	0.636601543	0.469048248	0.941888932	6.695707777
TE0001208	63872	26662	37572	28480	74232	463528	27756	719	56	16	46.52467567	2.23113005	0.61746434	0.441248822	0.952145513	6.728686601
TE0001209	74416	27984	43190	31566	82403	529445	39070	924	47	25	54.24149991	2.148315552	0.643871471	0.445793	0.958966616	6.973320761
TE0001210	36711	14960	25088	18163	46343	317979	18563	436	49	14	28.43233879	1.399756013	0.705733428	0.505999432	0.956168287	6.292691791
TE0001211	61771	24172	31007	23177	61597	468716	29666	668	47	25	70.01752847	2.875005108	0.63174582	0.502251253	0.926520609	6.813339375
TE0001212	63930	25120	37584	28039	68177	502773	32015	724	44	16	42.91145215	2.042134175	0.654783864	0.491752661	0.952458006	6.716427613
TE0001213	93572	34858	46889	34878	91898	648250	43474	724	72	30	66.50880585	2.854365652	0.604999647	0.461008936	0.944537764	6.902330646
TE0001214	58354	22079	36355	26837	69108	498757	27914	558	57	24	30.15308031	1.428446882	0.712111784	0.518196323	0.933947569	6.103554213
TE0001215	51841	23063	32462	24579	58440	394346	24216	547	56	10	40.46298451	2.183100421	0.619887028	0.457544658	0.947146657	6.494028703
TE0001216	58310	22594	32403	23838	64921	431600	25790	613	26	26	36.70808005	2.042187989	0.644841311	0.475618039	0.938643291	6.386466284
TE0001217	40517	15123	24004	16412	45982	324764	17828	387	44	12	33.76078356	1.923395984	0.658971958	0.510854899	0.95806002	6.626638096
TE0001218	57051	24325	35133	28510	67382	455999	28699	742	50	24	41.44102675	1.936742074	0.656963101	0.473011328	0.953415887	6.650264666
TE0001219	39642	16019	29001	20143	56142	341864	19303	531	39	9	18.31118577	1.1181218	0.71906782	0.478588244	0.963805128	6.344553022
TE0001220	34732	15542	22861	15990	39499	302939	18537	517	51	12	61.76669427	2.474256225	0.646332658	0.517822122	0.953253341	6.974703886
TE0001221	57349	23950	31183	23353	52749	422677	27697	558	54	22	56.61004353	2.656388655	0.626906346	0.495068773	0.925686512	6.581806061
TE0001222	56367	24934	29720	23243	48047	389768	27613	524	39	16	102.9257486	3.981735648	0.573462699	0.468061517	0.90844376	6.97967351
TE0001223	37543	17787	25152	19830	42779	321018	21530	357	32	17	51.86803433	2.155061185	0.664721793	0.508809388	0.951202233	7.039466409
TE0001224	61718	24863	42572	31170	84172	477214	30486	823	50	26	21.11236024	1.384612485	0.667148978	0.423571444	0.976197595	6.744120005
TE0001225	72202	31591	33964	27418	59989	493998	27704	690	42	16	75.84817721	3.80093991	0.565379989	0.463659674	0.886398017	6.393644486
TE0001226	30063	13255	19677	14514	33623	273168	15116	347	41	12	29.89419524	1.412132583	0.720815559	0.546312027	0.959266373	6.644707822
TE0001227	68573	30676	45202	34388	82527	567806	36164	1027	54	19	46.07476344	1.887841013	0.668021196	0.478413309	0.954769817	6.805933841
TE0001228	70316	30864	41551	32014	74773	551696	36030	913	40	29	42.39936789	2.273866932	0.633833056	0.479650507	0.93679036	6.362366145
TE0001229	30237	13744	23546	16955	40182	290570	17452	385	29	12	23.80173643	1.203768577	0.730197073	0.52649017	0.965441035	6.537688473
TE0001230	54325	25988	32833	25190	54221	451471	26217	460	59	17	51.8806841	2.523999519	0.637162117	0.507930655	0.937099818	6.62680527
TE0001231	50278	21546	32029	23990	56729	420927	25749	387	44	13	45.22298156	1.923998729	0.676906018	0.505052007	0.944951977	6.700477981
TE0001232	54687	23307	29436	23769	58572	426505	22421	556	52	16	48.99922917	2.64229561	0.621602002	0.49344607	0.928248264	6.612572309
TE0001233	53377	22439	40495	27703	67699	420957	27534	506	45	22	26.94581733	1.708431815	0.648155831	0.440659936	0.948146848	6.32701726
TE0001234	46575	19826	26723	20433	46143	364112	20911	485	39	13	49.57109057	2.373127667	0.644366412	0.504196076	0.928588622	6.632326904
TE0001235	65856	27725	37708	28941	68754	477297	30507	646	55	13	49.45607862	2.428107798	0.617024008	0.451989412	0.924422678	6.410582581
TE0001236	51573	23705	32317	25254	54838	452829	24724	596	58	17	43.40578692	2.280450584	0.650953322	0.523041248	0.928530339	6.532141227
TE0001237	43930	18930	26861	20405	49006	365253	19632	360	55	17	32.06327264	1.890245262	0.658593849	0.505088543	0.931844755	6.219876578
TE0001238	56390	26807	30147	23698	50211	408896	25941	543	52	24	77.07376978	3.58679789	0.585857839	0.475396958	0.909623748	6.734336994
TE0001239	67241	30279	40517	28516	63703	555009	37989	793	82	19	70.83092505	2.848758976	0.639252499	0.519310968	0.939815877	6.837368537
TE0001240	55303	23898	37176	27932	65448	474473	30000	658	44	22	39.42751173	1.717276178	0.683773401	0.500293694	0.948103153	6.598097174
TE0001241	76338	32461	44895	32806	70975	583003	43586	510	62	22	74.70510932	2.902632884	0.62790804	0.495064079	0.918671025	6.854024819
TE0001242	54947	22022	25254	18292	42852	406308	27977	447	53	23	80.94436841	3.214413191	0.636187474	0.533153079	0.895724959	6.714241695
TE0001243	46329	20907	31099	22687	53253	388158	22821	579	64	20	47.1106222	2.15494007	0.64095091	0.489842089	0.946257604	6.766973216
TE0001244	54609	24681	34311	26356	63307	478739	24705	715	51	15	34.27876348	1.853239352	0.67086104	0.513412476	0.956629845	6.759758622
TE0001245	62763	26368	34898	27857	65564	469040	28569	485	39	17	45.53605249	2.261991729	0.629138542	0.466723961	0.94268554	6.594729144
TE0001246	58369	22227	33944	24204	61658	398298	26335	650	29	19	36.29265952	2.047506256	0.631177738	0.435409394	0.947997106	6.494214461
TE0001247	47619	21513	29016	22919	48634	389615	22935	494	41	15	46.19021517	2.274802494	0.647994013	0.506419219	0.942336543	6.802909727
TE0001248	51234	22198	35625	26826	60241	481721	29491	630	61	17	43.26067163	1.763622313	0.700278127	0.534434461	0.955080313	6.781322457
TE0001249	67930	25787	35088	24571	68752	478136	29637	662	61	22	47.83164124	2.393614221	0.622775197	0.467212442	0.92012683	6.26489659
TE0001250	48763	21837	32283	24664	58218	419908	22315	540	45	19	26.66806852	1.693021475	0.662500275	0.496797665	0.953172517	6.378605096
TE0001251	69724	29057	45549	33128	77831	564976	33045	651	60	20	48.67257867	2.323155993	0.635611231	0.485014652	0.94179424	6.728652447
TE0001252	61421	23537	41921	30508	75063	500993	35199	743	67	28	46.91986334	1.71674264	0.693508804	0.478048801	0.961213052	6.921519363
TE0001253	38921	19823	23560	18833	38443	356833	20208	412	59	29	58.10233414	2.597166573	0.660724841	0.554085185	0.933182656	6.807043322
TE0001254	47076	21633	32136	24054	56564	404228	26993	607	42	22	38.89646829	1.711775664	0.687753269	0.494721198	0.948277295	6.668457411
TE0001255	47045	14364	26213	18452	61693	377491	25065	513	48	20	38.65837117	1.383667991	0.735430066	0.500291591	0.953890425	6.628593619
TE0001256	66119	29240	43438	31885	73065	531222	32837	606	49	18	41.88171479	2.06852925	0.643649451	0.480952989	0.939785751	6.421831598
TE0001257	57633	25622	35810	27256	61985	503553	33212	650	75	26	67.39160671	2.330935252	0.673007598	0.527912366	0.947435332	7.017222668
TE0001258	51612	23534	29743	24482	57624	407701	22997	569	41	17	38.54754294	2.239218329	0.622092802	0.474678248	0.947403288	6.552094858
TE0001259	46522	24871	28753	25038	45378	395964	23373	427	44	15	61.27838529	2.88033044	0.619016017	0.512819277	0.916941694	6.668223594
TE0001260	70189	29003	38738	29204	71624	527607	33123	521	58	21	49.48388866	2.463282842	0.633252348	0.484965094	0.918204066	6.367990495
TE0001261	58417	27109	32275	28051	62529	413034	25809	671	49	24	61.64740685	3.178895093	0.57897194	0.431160186	0.91881368	6.604414545
TE0001262	70460	29128	38897	28267	67288	548274	35781	753	71	22	57.11773803	2.579036988	0.639334691	0.504562836	0.937044519	6.641996804
TE0001263	60714	25699	32751	25315	64895	447891	25187	545	47	18	42.92342966	2.482168654	0.607021174	0.465935139	0.935525718	6.520536584
TE0001264	60913	25848	33230	23324	55245	435426	25615	618	33	8	71.76431304	3.311304348	0.587390921	0.472364338	0.908544336	6.573233712
TE0001265	58233	25424	33974	25946	65733	444638	26507	542	33	24	43.67972586	2.268356386	0.639324216	0.472069639	0.90564203	6.191135594
TE0001266	57354	24285	34991	25015	60735	439788	29962	626	44	28	56.66215971	2.521672716	0.643567879	0.478727282	0.928900713	6.598605924
TE0001267	54571	22185	32705	23406	63025	438595	28198	681	39	19	49.58788983	2.042353892	0.668420976	0.491843674	0.943524169	6.757594722
TE0001268	45075	20936	27464	21298	45616	333068	21171	485	40	16	56.09033962	2.660798418	0.608121725	0.45909124	0.936275535	6.681526388
TE0001269	62959	25589	34822	25764	65562	497696	32308	615	76	17	76.27647818	2.742563165	0.638825939	0.508259642	0.947018076	7.11835328
TE0001270	60393	23261	31781	22510	55554	479288	34338	735	49	21	55.01895599	2.218029026	0.680526808	0.530428257	0.923048099	6.4069798
TE0001271	50718	20404	29341	20959	50394	393558	25857	498	54	18	57.52499541	2.354514767	0.661464134	0.504624526	0.93648701	6.807052238
TE0001272	71195	31483	41936	31238	70414	524350	30612	592	71	35	39.77966878	2.412871101	0.60558861	0.465935194	0.933264831	6.418181703
TE0001273	46505	21268	27021	22134	48577	335160	19545	490	54	17	48.11717552	2.596013767	0.598369972	0.446756597	0.933015099	6.581508219
TE0001274	71935	35684	50991	39215	79560	614252	45788	806	77	37	55.05305329	2.322863639	0.649648266	0.488395764	0.946215709	6.863657283
TE0001275	66201	25954	41813	29050	76051	517421	37629	673	78	21	49.54769257	2.058120315	0.665416094	0.482528882	0.948384095	6.862375974
TE0001276	56364	27346	33592	26541	52586	430543	26966	480	50	16	62.24575351	3.14755508	0.598796815	0.482283526	0.895581502	6.506463541
TE0001277	48510	20314	27666	18809	49499	408474	22832	506	49	31	42.05106663	2.107970239	0.668093713	0.539838761	0.902449638	6.200547805
TE0001278	33086	15313	22075	16678	38390	265702	15950	507	32	13	34.38188857	1.854785397	0.651550585	0.4822818	0.953374341	6.614596291
TE0001279	68895	30348	34847	26600	60257	484768	29079	521	42	21	81.61313041	3.700309483	0.583193409	0.4717318	0.873197548	6.614178064
TE0001280	60161	28168	34443	25935	59121	454550	28676	763	48	19	66.33816796	2.962368169	0.606484217	0.479041377	0.934139376	6.817005199
TE0001281	65625	28230	42155	30519	71625	538008	32984	450	60	34	39.36378798	2.024381637	0.655484485	0.493565641	0.946432881	6.698799053
TE0001282	60426	25062	30440	22926	57625	473714	24638	520	62	26	47.92970269	2.500104822	0.639851309	0.519989514	0.903034799	6.268402792
TE0001283	47847	25615	30297	23904	48634	437925	28054	536	23	22	75.16603108	2.931366751	0.645456922	0.538325318	0.939065412	7.042444733
TE0001284	56027	24322	31313	24488	59718	429712	25445	626	61	24	54.54257118	2.518183852	0.622138182	0.481394706	0.949095132	6.808014581
TE0001285	56356	24277	31533	23654	56461	452679	27315	604	37	19	50.93008263	2.284481034	0.654961147	0.507682558	0.917265515	6.409909028
TE0001286	47480	20296	29181	22068	57356	387452	21320	674	65	25	42.44620562	1.947809863	0.653717808	0.483797233	0.958355597	6.82921741
TE0001287	40212	17415	26889	19959	50695	341973	19681	586	62	11	31.74565563	1.647663028	0.676851795	0.492837529	0.957801847	6.570128808
TE0001288	63499	24172	36428	23929	63887	493400	33495	505	55	17	44.0878372	2.078163934	0.666331843	0.509543921	0.922784672	6.229148956
TE0001289	59429	27639	37095	29860	65708	453116	26895	569	53	21	41.44237505	2.358741185	0.613730423	0.451837749	0.930074886	6.433159698
TE0001290	74620	29977	38013	27608	63878	527980	35044	651	55	30	75.03980751	3.366575165	0.60325217	0.481388705	0.900891283	6.466821922
TE0001291	69949	30202	43645	32533	78007	514716	34055	834	42	19	36.558638	2.08955152	0.621018209	0.43644515	0.951383416	6.530655429
TE0001292	50341	21936	27584	22221	55006	380338	24618	405	26	18	48.9674855	2.315850966	0.642210428	0.473624618	0.914040506	6.497822249
TE0001293	58757	25680	33918	24127	53008	507947	35810	497	46	20	66.22212195	2.56307137	0.674027783	0.558644146	0.922412561	6.724614017
TE0001294	43542	20396	31060	22672	54378	402463	22560	467	59	25	46.8497076	1.869663743	0.684965854	0.512675271	0.937936916	6.770760782
