SID	zhi_lbp1	zhi_lbp2	zhi_lbp3	zhi_lbp4	zhi_lbp5	zhi_hog1	zhi_hog2	zhi_hog3	zhi_hog4	zhi_hog5	zhi_contrast	zhi_dissimilarity	zhi_homogeneity	zhi_energy	zhi_correlation	zhi_entropy
TE0005437	20645	7734	11838	6857	13175	276699	14225	492	62	41	57.31346335	1.81403038	0.815153857	0.753371961	0.883851018	6.966398376
TE0005438	30845	9294	15261	9567	22407	308081	21368	805	149	77	73.03800457	2.263912322	0.770166912	0.680407649	0.853513407	6.551362374
TE0005439	46289	13818	18027	12357	32657	396272	28096	728	95	59	90.29303111	3.220361177	0.711129014	0.64058289	0.78848925	6.514624771
TE0005440	18277	6104	9197	6021	12277	263322	11518	437	90	33	61.24541273	2.103705597	0.81529972	0.771735688	0.807865608	6.726115056
TE0005441	40741	12341	19072	12930	30560	349455	26994	889	150	53	103.537206	3.059362006	0.720183757	0.627967714	0.84821736	6.793260818
TE0005442	20736	6886	12309	8287	19034	201312	12585	357	46	26	52.45374449	1.91921498	0.756580903	0.633733896	0.887345439	6.599177835
TE0005443	32774	10133	15541	9562	26216	286624	17274	654	120	50	63.43614252	2.560567915	0.716261527	0.625593762	0.802206353	6.32438836
TE0005444	16695	4798	6931	4605	10422	302598	12828	673	143	63	48.55254897	1.625953797	0.863147007	0.829881288	0.791079161	6.691641812
TE0005445	31497	10197	15719	9020	22771	300319	19219	511	105	39	71.52029596	2.439967538	0.750982561	0.663051646	0.860392894	6.57050252
TE0005446	26554	8204	11380	8025	19262	247525	17072	643	63	53	100.80388	3.051380777	0.738292156	0.667936751	0.897920429	7.213667706
TE0005447	35364	10879	14754	8816	23873	374108	26097	1164	141	88	76.62168094	2.479269216	0.779258661	0.709793632	0.839021267	6.725224523
TE0005448	27166	8568	13299	7992	18418	300819	17657	679	107	40	64.97232739	2.216849511	0.779805967	0.709010907	0.788659763	6.331960657
TE0005449	14171	4991	6739	4002	8119	333955	11856	566	95	46	36.63074764	1.198139143	0.896273912	0.865623136	0.763782605	6.585608227
TE0005450	19099	7497	11263	5729	17900	319998	15273	576	88	53	50.39777863	1.712774671	0.834986899	0.776638851	0.810995552	6.582525276
TE0005451	31611	8291	12910	7927	21985	294530	17715	634	78	27	73.14594167	2.505745323	0.764653109	0.679981052	0.872543497	6.82167261
TE0005452	35548	10409	16789	10334	21893	406001	29684	1156	159	76	85.26672056	2.607022934	0.785769025	0.731662157	0.828771894	6.868270741
TE0005453	40816	13297	17633	10766	27749	353432	21131	720	182	51	123.804496	4.21887273	0.688572194	0.637748415	0.80593687	6.925130456
TE0005454	12593	5054	6826	3721	7291	231896	11922	762	72	49	78.16296261	2.060833532	0.850571617	0.821407669	0.843535098	7.051860092
TE0005455	12270	4240	6007	4054	9537	212073	10084	441	101	51	41.89539364	1.580534627	0.852886816	0.805486903	0.830519375	6.704906693
TE0005456	20754	7178	10518	6668	14766	377170	18206	1021	266	75	51.81474637	1.614177938	0.861615123	0.813683174	0.784957723	6.605740707
TE0005457	33496	10671	15675	9708	25331	298217	17538	507	86	38	93.43111065	3.505203392	0.701470142	0.635834162	0.803700783	6.721695749
TE0005458	23306	6703	9523	6327	13303	268705	17003	580	75	53	81.13144376	2.413434869	0.796852407	0.745655921	0.815534705	6.724774532
TE0005459	38589	15988	25561	16807	33387	356823	26607	688	176	51	75.65044629	2.317526863	0.735290415	0.591179329	0.907383289	6.824516193
TE0005460	16306	7732	9368	6632	12080	257191	13203	590	160	44	49.88859314	1.550829325	0.844080819	0.769276424	0.896070091	6.914597969
TE0005461	26738	8475	12523	6969	16920	268928	17661	736	155	70	80.67738073	2.373390243	0.773563434	0.698635147	0.857529309	6.792139042
TE0005462	23631	6761	8961	5419	13620	282050	16870	943	182	60	63.27799565	2.153638315	0.81125957	0.764638445	0.841286162	6.805646244
TE0005463	21621	8115	10687	5622	12828	269115	15766	718	139	30	65.11762489	1.958101154	0.817703287	0.749047324	0.862487851	6.691634593
TE0005464	34067	14411	22507	14249	29883	378091	25082	928	190	61	96.65167282	2.489110042	0.758597363	0.654794027	0.837030742	6.466936328
TE0005465	42765	12061	16356	11085	30819	338178	24460	546	65	36	93.23204655	3.479279024	0.686506936	0.616999524	0.727829981	6.280986583
TE0005466	17421	6592	10042	6031	14335	284784	14339	744	166	72	47.81220909	1.368432913	0.863076262	0.782011588	0.858795674	6.4938562
TE0005467	36842	11315	17323	10328	31781	254435	21177	496	67	35	96.20615845	3.418611492	0.660865688	0.534276841	0.853680838	6.600292341
TE0005468	17917	5202	6626	4174	8925	224391	11619	665	109	60	62.45272331	1.842374728	0.833450665	0.779793624	0.883782158	6.940019023
TE0005469	19380	6445	7646	4726	14161	276246	16561	1004	129	90	48.11656371	1.806621978	0.834483749	0.783081495	0.692528465	6.179547788
TE0005470	28763	8770	14436	8135	24588	254335	16753	501	135	31	82.67637428	2.748128459	0.721168567	0.628462496	0.850883699	6.674638734
TE0005471	29796	9635	17209	10117	24814	333363	22975	1135	158	65	80.35823872	2.136176102	0.792678138	0.691544284	0.882759261	6.790493289
TE0005472	17483	6653	9183	5556	14630	172959	11310	334	48	29	46.52664148	1.604167702	0.798384964	0.66223654	0.918997869	6.672123911
TE0005473	18845	8643	11869	6918	14148	244248	13101	586	74	57	48.55975765	1.714012391	0.80309771	0.718482843	0.890711256	6.793460459
TE0005474	33046	13220	19769	11530	28203	291325	19086	470	111	48	76.47183427	2.908572505	0.691833077	0.590470132	0.835839531	6.55193302
TE0005475	28839	10206	12909	8216	19641	301108	23046	685	94	39	91.6198422	3.087339918	0.74821376	0.693966219	0.771700735	6.609822182
TE0005476	36514	13261	16662	10786	26845	310823	23075	504	87	41	101.2725037	3.371084828	0.697798506	0.619820448	0.877538397	7.033164132
TE0005477	34755	14155	18599	12909	31961	370530	24116	803	100	55	61.44939666	2.562546512	0.730167265	0.650423971	0.772504731	6.223776887
TE0005478	21472	8136	10878	7861	18412	233844	15670	404	84	45	68.02175744	2.266404642	0.773118478	0.678570416	0.744457745	6.055690218
TE0005479	7396	1988	2263	1200	2450	257329	4977	434	81	24	22.51705205	0.592334495	0.94863066	0.930354717	0.896249284	7.216465895
TE0005480	19218	6931	10008	5224	13755	222074	11421	544	104	28	68.25314087	2.20838228	0.788315275	0.717955911	0.809888253	6.530105606
TE0005481	29743	8407	11435	7205	22200	281663	18888	605	112	52	70.2518491	2.742723791	0.743232314	0.68197546	0.73660345	6.348409315
TE0005482	31434	10178	15521	8423	23332	343818	23918	1330	186	108	64.03570016	2.084791069	0.791242124	0.707950368	0.867409729	6.863923874
TE0005483	22879	7069	11734	6405	13699	282529	17733	818	170	70	72.06037765	2.147961464	0.811653311	0.751879351	0.852594223	6.865322666
TE0005484	43973	19104	33585	22965	61201	411495	27688	399	53	33	30.61055163	1.464161151	0.740006379	0.506381303	0.87126666	5.800752724
TE0005485	12032	4202	5405	3929	8651	185271	8658	366	80	25	47.26508312	1.917057	0.826067829	0.787924647	0.726225922	6.367841021
TE0005486	23079	7979	12470	7624	21085	206207	16460	326	55	26	71.77398147	2.481799967	0.738912737	0.611859003	0.822807769	6.446990634
TE0005487	27641	9333	13182	8488	20389	289554	15992	632	113	51	73.58896812	2.518656401	0.760012889	0.688251694	0.87341385	6.948759843
TE0005488	35372	12697	20607	12549	31413	269900	20294	573	68	36	83.48596632	3.115533847	0.649360889	0.535818698	0.899953815	6.837718217
TE0005489	34777	11064	15026	9087	25412	359026	22685	720	227	67	73.00610569	2.433028769	0.767391325	0.692951054	0.879278859	6.875772151
TE0005490	28550	7866	10322	6910	19434	277632	17984	656	136	52	78.3631482	2.54946223	0.771594771	0.699997639	0.777724565	6.485121412
TE0005491	32599	12036	18040	9990	27285	248914	18050	512	109	39	94.44882511	3.150182479	0.672320392	0.553649173	0.885938001	6.840373374
TE0005492	23519	7660	10778	5481	15232	251923	18645	988	131	68	77.97708496	2.333988212	0.788563191	0.719949818	0.834797246	6.622294017
TE0005493	16522	5882	8123	5315	9688	250937	15587	905	150	45	67.60658001	1.88223465	0.84253712	0.795468565	0.838593794	6.789684129
TE0005494	26050	11718	16057	11081	20359	273446	19777	642	105	60	73.62061559	2.429559789	0.746528682	0.646901471	0.860779892	6.576671654
TE0005495	31663	15103	20469	14271	32552	225723	15928	389	46	23	53.79086943	2.857513065	0.596023699	0.449355417	0.890559029	6.378112403
TE0005496	36933	10809	15863	10305	28141	271804	19292	418	40	46	105.7989534	3.6194556	0.663824672	0.571148012	0.837023585	6.680245066
TE0005497	24333	7560	9921	6409	14776	297368	17485	823	165	59	67.12698985	2.172463507	0.809523455	0.75308303	0.820377474	6.699466904
TE0005498	30177	10037	15105	8223	21675	307003	17900	586	68	63	72.61291751	2.336039355	0.760169802	0.688127874	0.901128306	6.908132555
TE0005499	32413	10174	14009	9080	21807	291804	23341	639	75	41	110.9406866	3.32763238	0.725522061	0.662297212	0.76943759	6.530838351
TE0005500	38106	13292	22208	13913	36456	311762	19425	444	116	29	67.62224272	2.38173576	0.692811191	0.556094388	0.909049177	6.754259634
TE0005501	24364	7904	12659	8147	23390	182300	13159	330	45	24	49.48713384	1.937923381	0.72508838	0.553493748	0.873113576	6.029617
TE0005502	22774	7638	10844	6511	13061	287143	16027	592	100	50	63.05207266	1.90698103	0.820842826	0.758744304	0.852777121	6.719070868
TE0005503	32496	10094	15248	7644	22688	313174	21311	733	88	34	84.12042582	2.834513429	0.74950276	0.67840075	0.824429945	6.766814809
TE0005504	17478	5175	7271	4554	11215	270284	15426	851	112	67	67.29737726	2.144865175	0.835376721	0.802118868	0.730660394	6.670590559
TE0005505	28666	9889	14699	9057	19856	358181	21289	829	110	48	87.12839974	2.345945678	0.80379404	0.736947528	0.850928094	6.941079555
TE0005506	49949	21123	31502	20019	47684	356845	26573	444	45	33	98.57956869	4.078961343	0.579457207	0.469152319	0.823326177	6.537055401
TE0005507	26550	8265	15206	9015	20516	307000	18499	851	180	62	55.32745183	1.790967695	0.80023216	0.704622693	0.843082559	6.307979356
TE0005508	13554	4699	7616	4929	10376	197853	11880	686	98	83	46.25042043	1.340435058	0.858310128	0.768589654	0.893436169	6.71553762
TE0005509	20129	6807	10080	6463	12501	297628	16496	1032	202	56	54.61243546	1.564030754	0.851378273	0.784666467	0.893169423	7.064405974
TE0005510	23341	7515	10721	5790	15438	259921	16034	577	111	53	67.74840085	2.259246228	0.794352389	0.724666177	0.831903757	6.722167905
TE0005511	26895	8452	12846	7129	20637	259265	17199	596	83	39	72.61834184	2.646479592	0.74368973	0.666284935	0.834354085	6.644459672
TE0005512	47378	15029	22359	14656	44218	313792	21063	400	58	27	75.74449004	3.484722862	0.61352664	0.491007115	0.840129023	6.42794086
TE0005513	20927	6083	8254	5311	12465	275457	14410	632	88	41	45.75820395	1.58155835	0.841992296	0.779461228	0.831393006	6.368195721
TE0005514	14676	5277	7964	3968	9089	210450	11597	578	82	43	61.41663401	2.01437804	0.828010462	0.777079159	0.84222116	6.875642184
TE0005515	17660	7201	10690	5355	15320	302888	15860	583	85	48	40.7077448	1.494654584	0.850520946	0.787598855	0.806237176	6.50124423
TE0005516	14643	5007	6684	4508	10656	208006	12098	579	78	45	61.58419523	2.252359931	0.809601088	0.770705783	0.749602072	6.48210442
TE0005517	18294	6240	8886	5542	13862	209667	12546	434	80	23	64.82450566	2.435985234	0.778005085	0.718580181	0.825563899	6.674557433
TE0005518	17853	5294	7524	4772	12118	242060	15338	791	118	83	57.80533791	1.939376051	0.832190499	0.778532809	0.805560449	6.701985019
TE0005519	28532	8617	13256	7425	19846	248373	18293	490	95	49	74.0200503	2.90559068	0.724912053	0.648591557	0.848785038	6.766439378
TE0005520	36245	10518	14036	10032	26741	281418	17397	450	73	38	113.6822873	3.812436519	0.674473509	0.607541628	0.835470419	6.780253446
TE0005521	14916	5550	7667	4471	9901	246792	10745	437	60	32	45.28806733	1.605466311	0.849635311	0.801409552	0.830700269	6.707815911
TE0005522	22172	6996	9829	6209	13996	265031	15332	678	144	47	56.20788631	1.863690134	0.819785531	0.74841632	0.868323819	6.864137225
TE0005523	7067	3543	4340	2547	6178	255279	7281	349	125	54	34.88597833	1.033044916	0.917911553	0.891799969	0.78603267	6.798574275
TE0005524	26969	9453	15416	10120	25535	233694	13672	375	69	50	45.80607966	1.859433962	0.71882223	0.579322933	0.854781936	5.866341802
TE0005525	18542	6890	9435	6009	14325	198427	11504	334	64	28	64.39173296	2.295940294	0.765291327	0.690926621	0.86507454	6.808484019
TE0005526	35191	9983	16249	10883	25176	287737	23132	840	99	42	71.95152718	2.386910534	0.745450852	0.624853956	0.895463387	6.821197855
TE0005527	25480	7668	10670	6914	16928	300360	18799	846	127	61	68.01379162	2.570889886	0.780053165	0.735228415	0.682051776	6.287581473
TE0005528	31373	9686	13044	9648	21389	286603	18900	702	85	52	89.34560355	3.018267463	0.729798422	0.661855749	0.848164922	6.786092659
TE0005529	14965	6362	8757	5017	7881	301875	13392	751	223	64	49.00260498	1.34907486	0.882112002	0.833309181	0.860532685	6.78262745
TE0005530	16688	5130	8023	3533	11626	183127	12358	462	38	35	71.57636999	2.129678058	0.805615443	0.724079353	0.873916747	6.856488213
TE0005531	28714	10905	17776	11739	26273	267502	18421	398	57	38	55.78185456	1.860851606	0.754451258	0.609810723	0.895911236	6.549471063
TE0005532	17778	7024	9978	7138	13461	221011	12462	534	117	47	37.05647065	1.503604562	0.815958796	0.719093834	0.8794448	6.481142382
TE0005533	8516	3230	5325	2916	8178	195418	9054	752	167	106	53.40989133	1.506915336	0.878634019	0.834775186	0.804663372	6.842178692
TE0005534	22863	6420	10406	7494	17965	263977	17062	682	176	64	53.38799754	1.91972866	0.803728745	0.720810948	0.841843707	6.61718797
TE0005535	32226	9973	13974	9238	23978	291190	18730	536	132	47	73.09091928	2.665755195	0.740885257	0.655470179	0.838360217	6.564560163
TE0005536	20615	6312	8291	4670	12080	266509	14625	697	81	49	68.67330245	2.098518426	0.827761436	0.773332495	0.821691556	6.865128699
TE0005537	31826	9933	15669	9090	20625	323207	23084	831	160	46	86.27456083	2.658117317	0.759300164	0.689924014	0.85074693	6.748007205
TE0005538	24973	8584	12411	7429	18337	298616	16450	619	172	43	72.73344402	2.348582412	0.785483915	0.721793286	0.829013922	6.762436013
TE0005539	11435	4252	5943	3766	7626	191088	10346	576	108	58	55.1916129	1.722857143	0.847484458	0.802258167	0.870267101	7.041831864
TE0005540	25354	7847	13038	8354	20870	234436	16013	525	94	32	70.24867567	2.6772215	0.7361344	0.64127595	0.78476132	6.434701599
TE0005541	24119	7981	13640	8827	24189	230234	16585	513	91	32	49.49399267	1.883033243	0.768862543	0.621268771	0.801427013	6.023769022
TE0005542	29745	9451	16808	10613	22057	353436	19728	809	166	81	50.5222508	1.659153083	0.809362477	0.71443679	0.898623172	6.737211221
TE0005543	18375	6677	9705	6248	12576	274080	15808	580	120	40	61.68747381	2.148846166	0.81896235	0.774082465	0.789058281	6.705647484
TE0005544	28106	7633	10464	7487	20217	299669	20172	701	175	43	66.24219506	2.363593058	0.788314814	0.715330708	0.702787965	6.071318507
TE0005545	10660	3602	5090	2931	5693	214946	7621	351	121	35	33.67238907	1.028464134	0.897340621	0.851388452	0.879397207	6.725945771
TE0005546	23312	7067	9525	6420	16484	234559	12668	552	37	44	82.3264375	2.935292506	0.748368075	0.69233826	0.828727718	6.80537514
TE0005547	30957	12306	20057	14353	27850	339827	21002	578	103	74	41.58796562	1.64852632	0.779706331	0.652442258	0.913842708	6.722565538
TE0005548	31892	12032	19080	11851	32479	252650	18985	443	47	35	73.17707504	2.631678098	0.683882342	0.533186294	0.81158147	6.147974196
TE0005549	41132	12902	21740	13876	35640	364025	23157	535	72	39	58.45270686	2.208232241	0.73227105	0.615376832	0.899712407	6.723766583
TE0005550	19811	5580	8012	4995	11940	217521	13295	709	88	47	74.33962837	2.285867541	0.794869052	0.735554571	0.843229453	6.809567359
TE0005551	20298	5758	9561	5000	12666	313039	15869	674	142	27	69.49141312	2.224767802	0.83520944	0.799548065	0.789779956	6.869795022
TE0005552	31893	9476	14261	8128	21389	281520	19062	625	62	51	88.25848423	2.937441775	0.726389988	0.653730963	0.852895528	6.752230868
TE0005553	25326	7783	11159	6630	17801	246553	13833	678	110	51	53.83803144	2.111530904	0.766280194	0.685082698	0.841383619	6.229708853
TE0005554	13370	5364	7070	4151	7638	259302	11519	717	143	74	54.92998673	1.501386998	0.874847134	0.832076579	0.840142624	6.957456536
TE0005555	27102	10333	14197	9127	18129	251409	18209	701	85	55	79.86694056	2.653994755	0.732577778	0.645855014	0.89905222	7.060001435
TE0005556	24580	7224	13425	7102	22276	199201	14209	333	68	29	75.92208756	2.573129539	0.711534221	0.584858164	0.858590289	6.640617495
TE0005557	22189	7562	10571	6854	15049	223799	14578	454	75	44	83.88203636	2.910522423	0.748350395	0.682314029	0.861205299	6.8701492
TE0005558	20058	6390	10011	6447	13043	226315	14436	673	78	40	48.7733828	1.82883768	0.807117055	0.725530517	0.841034643	6.555982255
TE0005559	25277	9989	17304	10418	23298	219984	15665	396	44	26	82.27230896	2.748849652	0.685179236	0.57291636	0.900104889	6.928422849
TE0005560	21847	7349	11721	7077	19274	189610	14100	351	38	21	66.62519855	2.224665305	0.74950781	0.610836219	0.837156959	6.254917594
TE0005561	20998	8099	12357	8236	16177	190869	15249	355	62	15	93.83722849	2.874984082	0.716332899	0.622317325	0.883834054	6.860015201
TE0005562	26276	9389	15203	9653	23627	290707	21611	540	72	54	68.9892966	2.639110472	0.744115485	0.672959527	0.741353307	6.271456769
TE0005563	26455	9194	14249	8657	21152	283610	20136	821	96	59	67.51687026	2.14416406	0.78276607	0.686880027	0.842967587	6.652453358
TE0005564	24131	9420	15594	8682	16407	271523	17943	680	105	53	65.8262076	1.929440448	0.803031716	0.693821535	0.892982401	6.943461318
TE0005565	29462	9556	15383	11695	26316	292585	18017	552	84	45	48.61329817	1.731391561	0.77789355	0.646008596	0.902088498	6.698877418
TE0005566	27557	8440	13231	8886	17449	316939	18752	853	168	86	66.44376147	2.021637262	0.802781319	0.724795053	0.861830795	6.612467187
TE0005567	15609	5876	9089	5164	10074	219529	11598	548	82	65	62.35198226	1.79258438	0.827415441	0.764779293	0.855431843	6.822276378
TE0005568	17377	6135	8414	4634	9583	248727	13738	655	80	50	71.12652006	2.017699971	0.83227497	0.788259426	0.837570051	6.806664239
TE0005569	23473	7646	11529	6716	16935	211781	16558	709	62	39	77.03811543	2.349731344	0.76249399	0.657495895	0.88036485	6.781474101
TE0005570	24302	6923	9774	5401	13121	332856	21546	1070	194	86	66.36821888	1.810156957	0.851146534	0.793010931	0.818690245	6.821357113
TE0005571	20648	6959	11398	6715	15539	246561	16905	745	97	76	55.00191621	1.777327759	0.820071908	0.725728372	0.858979837	6.747578745
TE0005572	24341	9938	16488	9662	19488	255360	16290	611	108	34	70.65226359	2.37661104	0.741200649	0.649507618	0.876207433	6.77599397
TE0005573	18630	5585	9257	5826	13080	195691	11353	372	68	38	41.44953223	1.521670214	0.808032386	0.70444108	0.872989434	6.374985728
TE0005574	22718	6894	10156	6687	13517	307220	18096	614	115	61	77.87880099	2.135932412	0.826238473	0.773598613	0.85385868	6.971410076
TE0005575	11006	4274	5471	2801	6091	196587	7822	441	39	41	33.87470303	1.132972405	0.882104714	0.826394545	0.822106198	6.538701775
TE0005576	23726	7508	12452	7778	18189	250949	19832	814	90	70	99.85562286	2.653428656	0.768521513	0.68896543	0.808453196	6.518433141
TE0005577	25823	8281	12379	8034	20029	224824	15655	452	91	34	76.66971593	2.593819969	0.729655481	0.633178954	0.850536634	6.650983636
TE0005578	21564	7506	10414	6585	13659	251528	16809	994	160	77	58.30524777	1.918018182	0.807338307	0.733661206	0.852147212	6.693057436
TE0005579	33264	10254	17216	12546	25041	372205	25714	1012	160	77	64.96780534	1.991155053	0.803979265	0.700657968	0.841329882	6.379389541
TE0005580	26583	8828	11648	7721	18006	253159	15630	629	114	36	95.19885063	2.943389848	0.733079163	0.672385129	0.830708327	6.65007158
TE0005581	9772	2267	3638	2554	6204	212736	9839	537	80	44	38.07708713	1.310834021	0.895038599	0.865391948	0.643559824	6.293085691
TE0005582	23428	7046	9051	6266	14720	332228	18893	1138	185	68	66.11248647	2.057142857	0.829276103	0.784348548	0.75362303	6.398328316
TE0005583	23553	6725	10359	7254	17831	304754	17376	849	153	58	62.47175384	1.911614983	0.825730231	0.751722662	0.835106247	6.794288018
TE0005584	23880	7268	10844	6804	16600	215624	14833	716	102	61	78.16231487	2.298579834	0.758684152	0.658327061	0.89012293	6.811560926
TE0005585	17579	5301	7127	4045	9123	320278	19705	1585	251	82	69.67232203	1.799961812	0.871724319	0.839629218	0.752627723	6.716526781
TE0005586	18077	4710	6659	4499	10406	206473	13631	841	134	51	61.31278097	1.950061636	0.82219554	0.75805799	0.81294016	6.542136495
TE0005587	19228	6430	8176	5191	11772	233537	14504	598	137	56	51.68571979	1.682610799	0.835720671	0.753542171	0.859268175	6.790834088
TE0005588	18730	6500	10911	7141	14549	271874	14072	494	105	33	48.92347527	1.5994945	0.828561214	0.756452365	0.827026579	6.536142195
TE0005589	13940	5232	6444	4993	7496	182807	10844	437	36	33	64.00341285	1.870959011	0.829318464	0.767846603	0.88390264	7.078079604
TE0005590	32276	10861	15091	9923	25428	292215	18120	525	144	36	76.29250522	2.813403269	0.71986405	0.638331107	0.83335711	6.642200437
TE0005591	35271	9840	14814	9369	25625	316803	20463	836	98	56	78.05096827	2.386133754	0.759285135	0.662443128	0.846034183	6.390999929
TE0005592	25697	8190	12339	7671	17669	227650	17547	753	70	58	77.78727651	2.414100703	0.760337161	0.648742774	0.864150169	6.708472122
TE0005593	37863	14228	21391	15189	31945	386122	26634	674	102	54	70.92829593	2.340574319	0.759747748	0.644944001	0.851806048	6.480791367
TE0005594	34987	13618	18333	14801	26333	343718	24305	798	149	66	72.75149767	2.58095711	0.738914558	0.644534598	0.858615543	6.658895004
TE0005595	23712	8691	13093	10925	22817	282586	22511	651	66	42	53.10640492	2.003896357	0.791656461	0.686459455	0.754828371	6.115133249
TE0005596	27002	12099	19470	11966	23195	356583	20343	586	62	48	57.26447947	1.809120497	0.800932511	0.702260817	0.890366356	6.847223868
TE0005597	32642	12197	21730	13404	34164	349381	27276	743	145	77	50.36198459	1.79131587	0.793025717	0.636806553	0.833619437	6.250843232
TE0005598	20980	7035	9509	6823	15360	275760	15098	551	58	52	50.4036351	1.82559925	0.823146566	0.749677533	0.83693276	6.607692187
TE0005599	16656	7516	12968	7336	16230	244589	15115	432	71	46	48.78923302	1.74990079	0.817116515	0.717882204	0.851861689	6.607988926
TE0005600	23346	8318	16564	10731	23323	333016	18917	683	173	47	48.41407689	1.326084804	0.849303981	0.724353132	0.880648365	6.436268589
TE0005601	25098	7342	12107	7912	19117	317190	20127	795	87	57	49.51301265	1.676899525	0.833873855	0.741222638	0.799439319	5.98312234
TE0005602	10315	4041	4874	3082	6468	158670	8517	377	72	34	45.18929968	1.577852826	0.85602724	0.794876302	0.871564988	6.70270751
TE0005603	23794	9405	12467	8669	16441	254223	16294	567	78	26	59.40426046	2.006957076	0.781120236	0.686684624	0.871458792	6.510387097
TE0005604	23754	9597	16844	11923	22397	292393	20559	839	109	56	56.43558568	1.803390188	0.798606311	0.674636222	0.870855633	6.514562596
TE0005605	20180	8445	16948	10706	16975	302337	16372	473	67	53	46.19259883	1.446494277	0.826492595	0.729121551	0.918520423	6.950977354
TE0005606	27692	8963	15670	9892	22476	312887	22643	787	92	65	56.87001656	1.824381114	0.810091199	0.69672044	0.861553299	6.597828198
TE0005607	21014	7500	10451	7105	14152	277734	17774	781	114	57	59.52442436	1.875929273	0.827766664	0.754882154	0.821578817	6.637591809
TE0005608	27967	11619	20234	13129	26257	363208	22377	901	136	72	51.58725307	1.719340908	0.801911093	0.688939417	0.894653568	6.642396045
TE0005609	26597	9128	16172	11290	26659	312892	22310	1032	153	87	71.68788641	1.84029339	0.813394824	0.677021434	0.905068012	6.746214635
TE0005610	10607	3665	5109	3375	7389	137898	7673	314	44	33	39.927858	1.367621139	0.841868299	0.762017997	0.768732812	5.96605082
TE0005611	32555	13535	16412	13082	24865	279671	21343	454	69	26	88.09853595	3.260910447	0.690672666	0.593990134	0.771539971	6.424545567
TE0005612	18365	6299	10373	8875	16564	207492	14807	361	36	54	47.72810143	1.821800642	0.794111309	0.676840385	0.868648897	6.584685465
TE0005613	33205	10632	18862	12683	26504	353078	25739	1000	145	90	50.470253	1.752873022	0.802542201	0.673565518	0.882035558	6.443439544
TE0005614	20220	6210	9035	6085	13583	285456	18653	1027	139	95	54.39353475	1.641766605	0.85202326	0.778838973	0.803193673	6.376275604
TE0005615	18925	5803	9023	6998	17085	219563	15842	523	64	42	62.00522583	1.882413965	0.820893255	0.712201813	0.771784236	6.179491672
TE0005616	24008	6126	11772	8231	21490	263533	17676	802	145	48	50.19924076	1.610146628	0.825859106	0.694319212	0.863083215	6.296605963
TE0005617	12646	4084	6997	4455	7846	245995	11721	690	86	60	31.50101622	1.085317388	0.888556167	0.831286374	0.835768472	6.484407617
TE0005618	18509	8772	11079	7350	13282	197726	12232	325	51	23	67.49395331	2.550648525	0.748009887	0.666900569	0.858023656	6.763874921
TE0005619	26307	10634	14992	10717	20467	232579	16778	557	86	47	68.07128111	2.321132314	0.733091866	0.606865687	0.899012321	6.782093766
TE0005620	25777	10460	15315	10481	17792	282639	17826	496	80	36	56.00138932	1.969175824	0.781429913	0.679198571	0.883817374	6.651190533
TE0005621	30196	10501	15926	10379	23452	297694	22905	670	100	39	70.26812906	2.257069859	0.775476076	0.658969209	0.840968247	6.441703911
TE0005622	16346	7029	8486	6681	10313	241710	14459	629	78	56	57.53776995	2.102864372	0.814968768	0.768908918	0.798433132	6.618655331
TE0005623	27710	13597	19845	14372	25195	284513	18943	380	40	36	50.6961517	1.934430042	0.738168114	0.603691673	0.897580395	6.321286453
TE0005624	30362	12716	17668	12226	22816	329166	24049	459	85	49	73.49154715	2.613852683	0.750758008	0.666356152	0.85203291	6.788487311
TE0005625	22271	10954	18045	14584	23372	352642	19389	553	132	46	42.77911774	1.516856218	0.81456331	0.710014393	0.904417516	6.549150842
TE0005626	34325	13852	20277	14673	27667	379268	25445	514	116	62	66.52828213	2.231708744	0.773954962	0.666077951	0.86090074	6.597699005
TE0005627	18857	8264	11480	7179	11933	330479	15956	758	81	54	47.58476623	1.449759819	0.858454519	0.796127868	0.855834773	6.86442627
TE0005628	29469	11712	24020	15419	36609	333070	24280	551	78	41	56.64090612	1.845469731	0.76886431	0.607278431	0.88053798	6.430402699
TE0005629	34120	14482	19440	16228	28586	371183	24598	711	107	58	57.31893055	2.186422385	0.756321947	0.65119152	0.828479717	6.399885253
TE0005630	20315	8231	12911	8963	16144	253776	17079	766	81	53	53.33040714	1.978859043	0.791963626	0.704036796	0.87455188	6.733387387
TE0005631	14443	5766	7941	5848	10109	276763	16284	783	105	95	42.99534788	1.398671728	0.872608472	0.816466188	0.756997943	6.401636323
TE0005632	37037	14708	23623	17578	34203	327792	24422	472	42	27	58.56717333	2.137583759	0.726806841	0.569724992	0.901215559	6.670737047
TE0005633	15327	6773	9094	6304	10659	227623	12142	508	105	30	52.95468337	1.840015534	0.815381313	0.758148761	0.859913636	6.757368252
TE0005634	17649	6285	8315	5724	9077	176110	12655	611	92	72	60.31673171	1.922731707	0.795677968	0.703865386	0.887977669	6.821787561
TE0005635	22545	9912	13745	9407	13711	265781	18478	721	80	60	81.97730647	2.28800881	0.789754729	0.707122807	0.893619837	7.078128191
TE0005636	27832	11106	18698	12622	23191	348919	23385	746	130	68	50.73994863	1.756122745	0.805713266	0.697484111	0.854602294	6.508732336
