SID	fissure_cnnPC1	fissure_cnnPC2	fissure_cnnPC3	fissure_cnnPC4	fissure_cnnPC5	fissure_cnnPC6	fissure_cnnPC7	fissure_cnnPC8	fissure_cnnPC9	fissure_cnnPC10
TE0000912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000914	-44.514523	-8.092923	7.751126	2.5051963	-6.5713506	4.6353183	3.3680713	0.39887464	1.6370019	1.1007271
TE0000915	-10.110033	-7.078486	-10.712612	-1.6735961	12.411608	-3.0769231	7.4609537	-9.524769	-2.2096596	-8.144546
TE0000916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000923	-5.703467	5.327592	-15.0680065	-16.394587	6.3403583	-3.6896718	6.0441523	-5.4838967	-4.295605	0.9896404
TE0000924	-16.814808	-1.47801	-10.312755	18.927193	-19.142473	-5.4279194	0.8397426	-2.5401585	-0.6773683	-1.1346619
TE0000925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000927	42.039856	6.6637487	-21.196968	-7.8162317	-0.41667533	16.621666	2.9353867	-15.3819685	-15.481255	5.652162
TE0000928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000933	7.265066	25.313082	7.585244	22.915537	0.5003981	7.0780745	17.15789	-9.2614	12.762789	2.3641577
TE0000934	-13.572694	9.041889	-13.567767	7.3707604	-11.959665	-0.9123482	5.5509787	-2.555115	-6.874285	1.3589853
TE0000935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000939	-11.345109	-18.763508	21.583265	-7.6455283	-8.196911	-2.991269	-4.0829654	2.6279726	3.0035279	0.937018
TE0000940	-16.13372	-0.6080803	-7.6578627	-16.692509	-1.857403	-0.5870557	6.77216	0.36394387	-4.3121195	14.658362
TE0000941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000942	0.20261309	1.8815831	-18.818857	-14.38804	-5.667008	-1.7450126	9.949712	5.1007547	-9.190719	-4.3964314
TE0000943	-4.1637716	27.098797	-19.096949	3.9768794	9.450993	10.383735	-6.1917763	7.760218	-5.7120934	0.40525916
TE0000944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000945	22.898138	-9.14264	20.596321	-5.0194764	10.466207	21.512789	-3.4469423	-9.272658	-6.6365895	3.3235617
TE0000946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000952	-18.42658	11.241752	4.551326	1.7040486	-3.7372742	-0.333433	11.690572	1.205792	4.05462	1.0403131
TE0000953	-11.18123	-16.383776	-9.697874	-17.128277	3.1029978	2.333384	-5.433172	-13.384886	1.691064	0.014885972
TE0000954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000961	-14.819648	0.43294677	-2.2110302	8.392587	-0.019595705	-5.0765033	10.234051	3.4385831	-7.8280077	6.294206
TE0000962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000966	12.776013	-14.900425	-1.3165017	21.845758	6.3323665	-5.8014627	-10.341114	8.160978	3.0722094	-8.08342
TE0000967	-46.47111	3.7476823	3.5886595	-5.2650967	-2.1508865	0.20340218	-2.5610847	7.5783505	-4.4301224	4.6043916
TE0000968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000971	2.030082	-12.665863	2.314115	16.621271	-1.646286	-21.714136	1.8154706	-7.554104	9.456481	-1.0068655
TE0000972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000978	-35.959984	0.3733069	8.672566	-17.720352	7.9633236	1.3258371	2.8941326	-2.348533	3.2779715	-0.66308933
TE0000979	14.2678795	-10.486511	-23.431055	4.452092	-10.855084	-7.7005787	2.4673862	13.710849	-1.911058	-1.4330907
TE0000980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000983	40.472095	-10.501514	5.5815763	36.016273	5.4810586	-9.43213	8.428677	10.864335	-8.094274	-7.2284737
TE0000984	4.860263	-26.528616	-13.992043	-5.744532	-8.989887	1.5015861	-2.4465516	-13.8471365	9.68631	0.38959268
TE0000985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000987	3.6037252	-14.732381	-16.645613	-16.058384	-8.1215	-11.350146	-12.563297	4.7813	-6.2915325	4.3197737
TE0000988	-5.3509173	-15.8925495	10.11292	-9.784217	-0.8786454	10.880516	14.102719	13.690014	4.968992	-2.431659
TE0000989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000992	10.228012	-33.686672	-4.5724363	3.1739957	-9.904856	4.66542	6.3379507	8.028387	16.325897	-2.4493093
TE0000993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000994	11.031116	-12.445348	4.8680344	19.061607	-4.260937	-14.845266	-10.421626	1.8422536	-4.9861956	10.9049425
TE0000995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0000998	-14.648128	17.772038	2.3244927	-6.891379	-6.022808	-9.516928	-4.6929064	7.8421535	-1.3539398	-4.4900727
TE0000999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001001	-14.295672	-13.952191	-33.697468	-9.3666	21.599003	12.18853	-9.246851	-11.660491	-9.778859	-9.167594
TE0001002	5.0797486	-5.9487123	-30.838764	23.394037	-4.839021	-6.8359423	-10.666423	-13.95505	1.4241124	-5.416833
TE0001003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001006	11.320322	-21.289925	24.67968	-1.6949655	-13.010763	2.5518079	-7.119315	-1.8759296	1.4879631	-2.361479
TE0001007	12.453948	12.041956	0.82228994	-2.5039794	14.091848	15.40797	25.545567	6.786107	-3.8533695	5.5240564
TE0001008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001009	-12.075433	4.71804	-7.0784864	10.553156	-7.522871	11.956053	3.1505027	-7.3219185	-9.270216	4.4633946
TE0001010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001011	11.856782	26.092426	-4.4210396	10.521214	9.742255	7.0957804	-0.2387758	-2.2401571	0.41167635	-2.4469495
TE0001012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001015	-29.30938	15.808612	13.148538	7.960437	2.8192856	9.609922	-4.302295	6.628425	5.607822	-1.613749
TE0001016	26.37241	-7.5444913	3.5978308	6.873573	3.3001802	2.174424	-12.35034	-1.0664995	-4.98445	1.5597899
TE0001017	22.360481	-9.766316	0.05663172	-20.596655	13.721865	7.411418	-7.0127606	17.01442	-6.091671	19.813547
TE0001018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001019	-32.564312	12.0196905	-11.048882	2.8474042	-6.2393093	11.353235	-4.945129	-3.0853255	3.1981006	-0.939095
TE0001020	-21.84835	16.437363	12.730242	2.8730283	11.599229	-3.2467132	-0.21855988	-0.17947264	1.5027646	-8.614767
TE0001021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001028	-19.311245	-4.5625715	5.7239738	-1.067217	25.397198	-2.2291136	6.262245	-7.3126793	-6.2568045	-5.6857085
TE0001029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001031	-37.78749	12.420029	5.57572	0.15565242	6.1630497	-4.661998	-6.255424	1.1378435	9.481448	0.34503907
TE0001032	28.069126	21.83559	-17.866354	4.8118234	-0.002027908	-13.410309	9.199767	-5.0524664	5.7243147	2.0132332
TE0001033	-22.780071	-9.197854	11.237642	1.0247444	9.096693	-6.248672	6.138215	2.0956612	-3.5464478	-3.592204
TE0001034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001035	3.494641	-20.773663	23.196127	-2.2606852	-9.846943	9.088158	0.21775866	4.8655133	9.236079	-3.8059747
TE0001036	-3.1594868	14.892505	3.158955	6.255331	-6.8234644	-4.672724	12.353416	6.4821	-7.59467	-1.361419
TE0001037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001040	0.5478021	33.049644	-0.10397436	6.736504	8.840003	16.358234	-10.108521	7.3485165	1.7275441	-9.063627
TE0001041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001044	15.041583	29.57822	-29.889984	-15.255194	-15.276127	-2.3780563	-1.4898148	-3.8310323	12.401962	-10.191004
TE0001045	-12.621245	-8.478214	-23.790699	-3.6935177	-4.994756	-1.0367676	-6.990223	0.8985864	-12.739025	1.9631175
TE0001046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001053	-18.41844	-5.157125	9.648183	4.6329207	-4.3887324	20.629457	-5.589315	-1.5440017	-6.7638783	0.5120003
TE0001054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001056	-4.7613254	16.461515	14.732374	-2.0839086	-10.774364	-8.403064	11.631098	4.1150637	0.7030468	1.0576739
TE0001057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001058	-3.9666555	-9.834011	9.896147	10.858	-2.2492993	6.2294235	-2.0916977	10.690966	0.60644096	-4.2214246
TE0001059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001060	-20.872524	3.5812726	8.982767	-3.3674653	-3.4277577	-3.4750013	8.12016	-1.126814	-1.2590148	-0.8923174
TE0001061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001062	-34.472565	-12.416083	3.062966	-4.9385595	8.652268	10.320918	-0.72796506	-1.6617714	-3.583902	-4.7249355
TE0001063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001067	-21.119682	0.86198914	2.220212	16.281818	6.9903727	2.2890182	1.0610328	-1.203489	-11.448655	-0.16249771
TE0001068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001069	5.005606	19.16618	-8.626068	13.744645	-7.259633	-3.500622	17.073145	2.652286	5.28098	9.517558
TE0001070	-26.850597	9.385643	-9.144022	3.0033727	-9.759958	4.434608	1.2930472	-7.735144	13.549661	8.628187
TE0001071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001073	-19.569744	-9.357177	8.563632	14.868627	-2.7600322	-10.267985	-2.1500096	6.1094985	-2.0957198	3.4555595
TE0001074	-2.4000282	15.507238	17.887863	-12.661606	-0.0907431	-6.2234674	-8.209255	-6.514559	-1.7126452	-10.415839
TE0001075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001076	-35.598858	-6.86375	-0.9632821	0.00350477	-8.194468	21.61146	-6.7531557	-12.102204	-5.263917	-0.7571477
TE0001077	-35.650074	-11.416333	12.440044	3.504464	5.2543635	11.730287	1.4935584	1.3499317	1.3741331	2.6448224
TE0001078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001079	-21.23524	-3.0421138	-15.814749	-11.737211	-0.5959247	0.36149105	7.352818	-2.7796254	-6.8584843	-3.9728885
TE0001080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001082	-9.759054	12.51582	-5.331424	20.283865	-7.0018134	-6.4625673	-2.1909943	2.131444	-9.059967	-1.373442
TE0001083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001086	7.4555707	-4.5886335	-12.786972	-25.608913	2.1029637	-21.415504	-1.7496871	-6.5390496	-3.7711809	-4.4066577
TE0001087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001088	-32.719036	-0.065537825	1.226088	13.034193	9.059394	14.86984	-4.3636293	-2.6001797	2.7576916	-2.1741233
TE0001089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001097	-11.927454	25.129734	7.7520156	-4.7576175	11.911072	1.9200554	-2.2647429	5.460843	9.845898	-0.44584098
TE0001098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001101	8.005013	-13.749375	-3.0154493	4.0502057	-1.7290138	-10.868041	-5.765031	-8.540893	1.6177288	-3.3725786
TE0001102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001103	9.89379	10.864244	-1.7311988	12.902937	-12.5139885	-7.99814	-2.4041696	-6.6151495	-5.9295716	-3.103399
TE0001104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001113	-17.628233	3.1467533	-7.780701	-3.6779	-9.956928	11.965497	3.5949194	-16.136034	-1.5484694	3.077347
TE0001114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001116	-19.295424	11.811908	-7.3230247	8.591452	7.6516623	-7.5310097	-0.031920154	-3.9060445	9.603898	-1.3362547
TE0001117	-11.362279	21.880419	-11.710165	17.77424	-12.867	-4.5896354	-2.822431	-1.2169536	15.584275	-2.5566819
TE0001118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001120	26.329659	2.3666573	33.530853	-0.25504938	-11.9026575	-11.7660055	5.966696	-2.73546	-13.158585	5.5442853
TE0001121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001128	14.165816	-10.136529	18.845695	5.763455	-0.5926572	-2.9295719	11.412774	0.6686896	-5.561824	-3.1069257
TE0001129	15.708602	-5.1324506	-4.845547	-20.339645	-6.077396	-5.439961	6.960292	1.3029523	-7.4511294	12.323559
TE0001130	-29.611282	-1.8074849	-19.118313	-0.01880432	-0.4547811	3.4216108	-7.0848203	-11.413625	-6.561449	9.063628
TE0001131	-4.877728	-0.24969487	7.7034183	5.7012234	15.157635	-20.319864	0.52257127	-7.152087	-0.34584588	-0.8444444
TE0001132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001133	-15.936253	11.683359	-2.3857234	-12.752027	0.5189406	2.2177756	-6.0810995	0.1821691	-1.5256871	-0.081285454
TE0001134	-30.185673	9.7961445	-10.125113	-3.83521	-5.7866783	8.052893	2.14999	-2.3026893	3.3773298	11.673535
TE0001135	9.772639	10.9094715	27.451618	-1.4972395	-2.479171	-1.861266	3.3357558	-21.446692	1.4867964	1.8058635
TE0001136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001139	-14.175347	6.441352	-16.028542	-1.3046143	-5.292316	-12.526527	3.4078698	-3.7524893	-1.511586	-2.8324585
TE0001140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001141	0.048109267	1.5563066	-3.990776	-18.750877	-0.85744935	-2.3410468	22.80866	1.825506	0.27852342	0.23195134
TE0001142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001145	-0.9172321	-21.166735	21.36481	-2.8971817	-11.716817	-1.7205775	4.3986254	2.9322972	7.4483013	-1.0589366
TE0001146	-22.946505	6.1872745	24.117496	-2.5241904	-13.777599	0.96463907	-4.305129	-3.9541762	-4.85588	-3.2713864
TE0001147	-12.078874	1.5664665	8.323302	15.933608	-6.138234	-15.169844	6.4938617	2.083272	-5.1161737	-2.3582473
TE0001148	40.609764	5.295436	-20.605844	17.789017	1.3286111	-4.6228867	7.370804	-3.178387	-6.258966	6.177501
TE0001149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001152	10.121777	-15.661689	2.454762	12.333284	-2.0789485	0.50128734	19.765646	-8.68498	12.468323	-4.0141196
TE0001153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001155	-1.0253998	-8.419529	16.832844	14.551244	12.855586	-5.467133	1.0385181	-1.1652008	-7.130902	0.66770554
TE0001156	22.671764	14.965906	17.653227	4.1844263	3.062553	-5.3862815	-7.767849	-11.732496	10.300709	-7.379441
TE0001157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001158	-11.7552805	-14.9505625	-23.879364	1.3284974	-13.893538	4.3547707	-11.555736	-14.729014	2.6633587	2.0897193
TE0001159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001161	-11.604204	26.80492	6.7855067	22.416956	-1.021705	-5.153611	-13.339319	-2.934869	10.120033	-5.876271
TE0001162	82.78325	16.789452	1.293144	-21.415005	0.69699997	-1.7177621	-9.109799	2.583406	-3.2832472	-14.294618
TE0001163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001167	-16.792646	-0.087616235	-6.423496	4.9805465	1.3178174	-4.179442	4.933647	-0.1974387	-6.4513874	-3.995666
TE0001168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001170	1.8023937	-20.93655	-11.3317795	-1.4202253	9.292358	4.000279	-2.1121237	1.98414	-7.4589148	-5.460559
TE0001171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001178	2.6783473	4.670161	12.79431	9.327633	2.9795654	6.17744	-4.4437222	-4.6328163	-2.4461067	1.6634827
TE0001179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001182	-43.74318	-12.346505	12.934516	-1.2122394	6.702631	15.810535	-3.4995832	4.2795906	2.6675212	1.0020152
TE0001183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001186	6.582234	-11.997436	-5.443373	-3.2589297	7.3407574	-12.51398	14.823678	-5.0771513	8.144406	0.7833312
TE0001187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001188	-23.919552	-4.1735253	-5.564898	-4.1598005	14.56606	2.1320767	8.359982	-5.9406314	-9.1264925	-4.0640025
TE0001189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001193	-39.312763	-3.7512255	-0.52362007	3.7956028	-9.703432	8.3450985	-7.3426347	-4.5548964	-4.9825225	1.2669641
TE0001194	-18.846302	-13.066191	4.7598066	-9.386983	3.5134907	4.624665	10.718116	7.513153	0.72974527	0.6162972
TE0001195	-47.86529	-0.69419014	-0.1643507	2.416148	-5.3487496	3.5179489	-2.6725683	-3.9972143	-3.0519447	-1.7274042
TE0001196	29.546783	-3.3024924	10.552668	-25.130726	7.8211107	14.3218355	-10.457948	13.567103	10.158762	-14.25996
TE0001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001198	22.391665	-15.264238	-3.3849063	-10.463003	-11.557537	10.147627	2.9373462	4.871159	3.4866133	-6.742173
TE0001199	-37.522034	-5.847555	-2.5574093	-3.6612773	1.541241	14.629374	-2.0127628	-7.4241123	-7.4860015	2.977943
TE0001200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001201	-57.71418	-1.2896001	14.117398	-9.745542	-6.2145925	-0.97323084	2.6242003	4.526594	5.62825	3.4302232
TE0001202	17.35934	-12.511476	0.02146188	14.017878	1.8235863	-9.152561	19.071297	-0.6530626	-2.216034	-1.9921657
TE0001203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001206	-27.207453	0.891827	-16.226582	-11.611986	4.4915886	10.725749	-6.1451726	-9.579537	-13.173043	4.3009853
TE0001207	-28.915918	-0.49193975	9.925379	16.76665	5.306559	-9.360627	1.3743324	0.87861866	-5.8298597	3.437947
TE0001208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
