SID	tai_lbp1	tai_lbp2	tai_lbp3	tai_lbp4	tai_lbp5	tai_hog1	tai_hog2	tai_hog3	tai_hog4	tai_hog5	tai_contrast	tai_dissimilarity	tai_homogeneity	tai_energy	tai_correlation	tai_entropy
TE0002500	23263	8030	10573	8063	27026	438419	20450	1563	199	97	84.7935424	2.014823602	0.846501256	0.789676593	0.817634519	6.545221739
TE0002501	23041	8277	11182	8701	24347	322234	20333	747	74	52	86.70797248	2.641241913	0.788969426	0.728047297	0.806366676	6.776516965
TE0002502	42165	11255	14283	11598	33746	444405	25196	730	83	34	107.2734033	3.371243917	0.747701657	0.693366511	0.674480503	6.273624253
TE0002503	47898	14478	17305	13875	40908	482067	29907	1095	96	51	110.0124289	3.560163815	0.728611377	0.670293186	0.695450022	6.283532014
TE0002504	34270	10326	10304	8638	24231	542852	31831	1770	174	93	124.5135426	3.115276562	0.823663562	0.79097226	0.728863486	6.891503255
TE0002505	42494	13965	17030	13438	40923	482787	29916	1260	174	51	110.6625869	3.177254949	0.753950639	0.680496844	0.717541599	6.343918453
TE0002506	24560	7745	12122	8422	33033	449363	24145	1296	177	84	91.64818346	2.241426475	0.842092816	0.772917714	0.858913792	7.09833147
TE0002507	20615	6417	6974	5297	16435	363334	16959	1159	165	55	111.9092801	2.778500559	0.835657214	0.805461606	0.735285359	6.83754761
TE0002508	45614	12699	14829	11604	36783	492480	27639	1291	168	62	124.4327265	3.43628485	0.751674054	0.698617635	0.547852515	5.997894733
TE0002509	16572	5865	7741	6544	17277	402877	20925	1205	145	98	38.42309337	1.397858599	0.87909244	0.840966176	0.807271385	6.615598459
TE0002510	36177	11730	17531	14396	46166	433643	26353	1110	144	45	91.1490252	2.574181028	0.771394238	0.663472932	0.797379976	6.415879426
TE0002511	27993	10696	11677	10280	25974	321922	16554	735	66	32	102.4156175	3.311727026	0.736858321	0.684820339	0.734015633	6.435277698
TE0002512	38130	12367	17229	12880	39780	472436	24844	1175	133	48	109.5937728	2.959180176	0.767692929	0.699111405	0.755348807	6.405545783
TE0002513	32284	10986	13306	10672	29541	469702	28213	1028	111	68	76.80316168	2.543473135	0.798435837	0.751857071	0.777304198	6.482410141
TE0002514	29488	13091	17127	13557	32929	279399	15564	459	43	23	62.42178201	2.569652038	0.684358979	0.572142303	0.840807092	6.14366209
TE0002515	28354	11756	14674	12109	29706	362288	20392	838	68	30	75.3474222	2.630785804	0.756994517	0.689519451	0.837766742	6.600574676
TE0002516	36183	12339	19184	13652	47731	492922	30316	1255	151	74	76.9317226	2.323423096	0.792957314	0.691551903	0.889571374	6.858511105
TE0002517	26060	7441	7926	5768	15194	440452	22868	1273	227	120	105.6965473	2.901752011	0.835710727	0.817833115	0.709499491	6.859610964
TE0002518	42170	13309	15206	11306	32458	613437	36358	2060	189	87	101.4455237	2.726787955	0.811783293	0.766033545	0.629965621	6.513669207
TE0002519	34323	11215	11362	9442	25540	411326	22829	1130	109	62	125.9426622	3.64155286	0.761228487	0.728231563	0.610037877	6.416474227
TE0002520	25176	8539	10059	7981	23750	428241	25677	1415	162	49	94.63827126	2.493907079	0.827763195	0.785586839	0.707725114	6.57351191
TE0002521	47238	17188	22847	18100	53926	463986	25739	873	121	60	88.34150815	2.95671154	0.707323075	0.599567261	0.853388543	6.459851233
TE0002522	21791	6104	6448	4973	15921	399150	18959	1294	111	66	112.973826	2.74859712	0.850953868	0.825037061	0.74807506	6.889875962
TE0002523	32360	9502	10311	8117	22899	507127	27406	1571	191	87	100.0421404	2.641073615	0.825550427	0.79460626	0.591578387	6.262219038
TE0002524	35760	10567	11972	9239	27689	464104	26912	1605	118	65	109.3457799	3.069447258	0.788197322	0.748113646	0.690170791	6.415272992
TE0002525	42773	11413	11910	8828	30847	628450	31941	1684	234	109	126.9534827	3.151609082	0.812751033	0.784868071	0.694049527	6.804665162
TE0002526	34189	10328	12215	9333	30374	522748	27950	1826	212	89	82.49909238	2.416089385	0.818265507	0.772624629	0.755207681	6.551653502
TE0002527	44874	11769	11557	8695	25433	586180	30942	1746	220	76	137.8852609	3.329456958	0.798284497	0.770768002	0.562631835	6.430817059
TE0002528	34617	10687	12844	10946	32011	439842	24052	1018	135	55	99.71453271	2.977629936	0.781285811	0.726344858	0.761932066	6.649292152
TE0002529	33524	11170	13108	9835	28160	396589	24291	843	79	46	92.83336819	2.999551068	0.772870715	0.715168632	0.797694796	6.744546421
TE0002530	30902	9858	11457	9234	26624	447803	25550	1375	243	94	93.37447357	2.794279637	0.806807658	0.761331831	0.823890655	6.844280658
TE0002531	30758	8742	9886	8109	25497	388797	21836	999	132	40	101.7855541	3.021812941	0.78235897	0.741297235	0.670079415	6.38440811
TE0002532	25145	9907	13279	10066	28696	407959	19369	1216	128	61	54.40453875	1.838443007	0.816200396	0.751372306	0.862327471	6.646933313
TE0002533	44410	17052	21339	17597	43743	445768	26856	759	93	50	120.3228208	3.555379553	0.7055358	0.623390541	0.853449914	6.831645526
TE0002534	22375	7758	8925	6818	18347	459495	25488	1233	184	86	76.4711605	2.128265509	0.861740901	0.827038245	0.754064296	6.862778335
TE0002535	27947	6970	6530	5132	13196	416641	22321	1487	140	51	129.1787879	2.958218879	0.826776703	0.810001552	0.539004137	6.369905281
TE0002536	26615	8319	9500	8120	21752	350982	16064	883	86	49	114.8896551	3.539124696	0.771365358	0.743246591	0.791844306	6.93019299
TE0002537	46501	13827	16776	12608	41683	518898	30687	1345	136	58	127.2134154	3.610519028	0.753321202	0.694610355	0.846324533	7.059567438
TE0002538	55214	16278	22252	16679	54822	602201	36721	2008	248	99	109.9453111	3.353891276	0.744028398	0.668992666	0.853784588	6.856383029
TE0002539	28710	10867	14369	11132	30348	364337	20014	837	94	35	75.35852785	2.33733562	0.773891691	0.69260361	0.775930815	6.272769003
TE0002540	26346	10248	13445	10731	27451	337258	18497	484	57	23	47.92110641	2.050297899	0.773485165	0.698022112	0.832049045	6.185067588
TE0002541	46291	16831	22918	17156	51180	558728	31811	1228	128	53	109.6701368	2.947262592	0.75841548	0.672742368	0.736716556	6.361740334
TE0002542	30579	10428	11560	9496	24630	402510	21188	1193	126	71	104.2421192	3.181725968	0.775147727	0.740649922	0.707981604	6.505015905
TE0002543	42734	13155	16224	13078	39812	496350	26953	1240	127	48	119.7089082	3.317919573	0.760085436	0.698811015	0.762470008	6.633614338
TE0002544	23940	7091	8226	6537	19795	372628	22701	1048	221	59	90.74267603	2.555211943	0.824518241	0.786816709	0.727947927	6.448922942
TE0002545	31208	8125	9922	7314	29405	516703	32617	1817	243	68	114.0819366	2.575459398	0.843696422	0.795512834	0.691952142	6.813478539
TE0002546	32157	12679	18391	14708	41574	395723	22784	934	101	38	69.21926908	2.334705919	0.763307924	0.656491312	0.902654553	6.627058081
TE0002547	44776	14398	17036	13559	40363	480800	27290	1211	134	55	122.8699601	3.55384471	0.734698191	0.674530259	0.683482238	6.28551755
TE0002548	43891	17442	23382	18298	45836	470293	27065	1106	127	45	128.2505947	3.862194437	0.700465398	0.624436063	0.856510549	6.899765335
TE0002549	43184	14432	15667	12049	33601	556588	26574	1719	200	63	128.917337	3.590014654	0.77029894	0.730730955	0.7851089	6.820933303
TE0002550	26648	9201	10959	8762	24426	369362	17257	1031	124	54	88.67461071	2.717185921	0.787345073	0.741482059	0.777419992	6.559245904
TE0002551	38777	12184	17678	13310	41070	493733	28413	974	181	40	81.92936075	2.57267079	0.78041295	0.705370998	0.80121319	6.635926435
TE0002552	30469	9393	11207	8550	24898	316139	14458	716	104	35	123.9809481	3.870521406	0.72247077	0.679685435	0.740088774	6.598230278
TE0002553	31553	9200	10352	7823	21963	352854	18688	1089	68	63	126.6024122	3.791467097	0.751202812	0.718179432	0.763579511	6.604014121
TE0002554	20744	7910	13236	9869	24349	299366	17333	713	75	33	74.10289068	2.108165811	0.802783055	0.710737753	0.876089433	6.76413813
TE0002555	29226	9557	11839	11158	26061	363576	20778	807	112	44	93.47690623	3.040265747	0.763590644	0.71467907	0.751386196	6.52647864
TE0002556	48346	12505	12981	9757	32750	537286	33487	1543	142	50	135.612699	3.865108812	0.765225526	0.727489568	0.758863483	6.78237047
TE0002557	46571	12919	14320	11228	31635	524836	29594	1209	134	49	136.457241	3.690024191	0.759478642	0.723894873	0.694495105	6.448487524
TE0002558	27216	8796	13349	11244	35461	392958	24666	896	47	41	87.78083446	2.472127501	0.804555788	0.717465214	0.882312421	7.068142099
TE0002559	44978	13893	15540	12911	36179	431708	22984	741	81	30	141.214108	4.25737761	0.702450894	0.653948964	0.789996607	6.753326451
TE0002560	19677	5622	7759	5886	18303	341908	21764	1060	104	69	70.03516754	2.130611187	0.845277251	0.801602792	0.754133752	6.729572157
TE0002561	37521	11923	17175	13831	41046	425168	26220	1180	108	33	99.11710058	2.844602047	0.759822254	0.667275286	0.755388708	6.172012555
TE0002562	25550	8199	10492	7946	25781	430670	23807	1474	159	82	77.32773311	2.250077492	0.829971335	0.782715188	0.749279075	6.686528048
TE0002563	26250	8270	9771	7909	23077	355234	18993	1083	152	54	104.2086439	2.843843501	0.792984684	0.742254393	0.673809495	6.350353071
TE0002564	26485	10269	15918	12306	37004	361222	21919	1054	107	43	63.37605235	1.966244071	0.78855543	0.674075021	0.876362118	6.448620979
TE0002565	24093	8905	11987	9841	23305	322672	17921	504	50	25	75.58939001	2.412662865	0.79083773	0.717248818	0.828897632	6.756513692
TE0002566	34208	10754	12612	9931	29392	462200	22083	1862	263	78	101.5294253	2.658706915	0.799703266	0.748189763	0.615007125	6.07837702
TE0002567	30885	8858	9161	7117	19887	426033	24501	1208	156	82	91.04757066	2.791826269	0.809091034	0.780974326	0.638882856	6.321819662
TE0002568	40846	13251	18210	14104	42171	521660	30837	1279	174	90	89.63116793	2.64317247	0.783375719	0.707336242	0.74442564	6.128897807
TE0002569	19588	7351	10460	7678	23140	348390	19613	891	81	61	67.71144431	2.009964028	0.834822198	0.771762199	0.826686696	6.905655541
TE0002570	36251	10393	12370	9338	33353	441479	25656	1262	127	61	108.3632446	3.064608368	0.777289745	0.722395313	0.697193011	6.425330498
TE0002571	36957	12775	18917	14465	46959	509891	26470	1333	97	49	73.67518063	2.276783898	0.792210799	0.698115697	0.871650493	6.703562533
TE0002572	25991	7595	8194	6609	18231	432927	21790	1933	244	108	104.9412025	2.455565035	0.83965644	0.80645192	0.546703365	6.01328003
TE0002573	31232	10387	14644	10943	34761	444608	24391	1360	173	78	81.63577415	2.415171746	0.803093314	0.728882077	0.848612699	6.743395973
TE0002574	21947	7326	8921	7180	22402	372937	19237	1240	171	75	91.37183393	2.335063967	0.831825431	0.781160437	0.722016922	6.415227116
TE0002575	26427	7342	8187	6266	20909	408174	21470	1619	238	67	120.1630035	2.777076802	0.826116008	0.78648306	0.57666286	6.485710107
TE0002576	40913	14861	18649	15126	44077	458405	26536	1131	111	60	87.22761555	2.991947997	0.733513775	0.656366773	0.843330428	6.565892168
TE0002577	16923	5164	6120	4822	15913	304006	18040	975	116	53	94.02374895	2.440805734	0.842087612	0.803125551	0.77814648	6.745344004
TE0002578	27519	8421	8861	7021	21548	497392	24780	1960	189	73	91.13183126	2.393352518	0.844552474	0.814566644	0.655934681	6.563782712
TE0002579	42228	12150	14692	11260	34375	565465	30042	1268	209	67	106.8495048	3.000911995	0.793028772	0.748800732	0.643445457	6.415420005
TE0002580	33910	11117	15355	11466	38141	510187	25819	1733	192	71	94.46379188	2.516553016	0.805110547	0.743016539	0.853710928	6.833986224
TE0002581	35089	11294	16389	12459	42077	478099	30673	1354	125	49	83.51414467	2.340164735	0.805905502	0.710699578	0.76020106	6.161931041
TE0002582	29794	10466	16260	12832	34872	394026	21909	903	86	64	65.62154372	2.173155479	0.784773072	0.697810677	0.786264843	6.098738621
TE0002583	28613	10745	14888	11639	36158	419529	22530	1242	113	61	68.31072485	2.10126203	0.796858286	0.716331269	0.876167454	6.563316268
TE0002584	40181	13178	19001	14143	41375	661668	32990	1609	206	127	85.14772834	2.278265332	0.825212174	0.765806048	0.845663884	6.858273092
TE0002585	50292	15747	19889	17244	44562	518524	27662	1223	103	48	113.2468054	3.521412907	0.724704428	0.661105716	0.736460167	6.442882425
TE0002586	24573	7796	11544	9319	32397	434796	27537	1314	158	82	66.73536828	2.040911643	0.838454842	0.768567476	0.874507985	6.945214087
TE0002587	41589	10930	11721	9203	27057	524873	31423	1543	101	69	127.4396558	3.334194593	0.788715256	0.754221399	0.677321567	6.578531454
TE0002588	44521	14162	17391	14094	40889	527603	25934	1275	207	74	92.09860489	2.941354477	0.758793051	0.701804847	0.774639302	6.212768209
TE0002589	28299	9122	12670	9998	34713	483915	26067	1548	158	70	73.95654911	2.13108471	0.832749716	0.766323304	0.88409326	7.028435066
TE0002590	32480	9470	10669	8125	25979	456900	28229	1188	115	54	103.3736875	2.885712893	0.80773564	0.765081246	0.708608948	6.515221529
TE0002591	32437	11120	15936	13214	42161	564143	25682	1550	179	70	76.44795402	2.011368776	0.834952975	0.757658538	0.809501732	6.638009911
TE0002592	25032	7919	9936	7664	20142	394413	21235	1128	131	81	86.52312563	2.453077682	0.824168082	0.781785287	0.708593721	6.50566762
TE0002593	50490	15642	17410	14242	37096	578763	32535	1440	179	91	108.9757106	3.380297318	0.756560957	0.714701852	0.666180043	6.480886525
TE0002594	26122	8709	11524	9054	25918	445155	23020	1113	130	58	70.70501141	2.082258295	0.830851737	0.779725625	0.701659319	6.208632072
TE0002595	34346	11423	16630	13312	37040	382559	24880	684	73	44	101.5332382	2.995151802	0.756274868	0.660437097	0.844214422	6.789639258
TE0002596	33931	12406	14836	12316	31722	386858	20438	597	68	36	75.75343924	2.895569271	0.736988627	0.680950272	0.840457776	6.752199741
TE0002597	43132	17764	23679	19225	45924	452844	26500	725	68	31	109.8354152	3.42556785	0.700907747	0.616413008	0.85767294	6.906006124
TE0002598	31740	10542	9549	7856	20331	363098	21014	1138	111	37	161.6099518	4.620413215	0.743905774	0.719173351	0.715940806	6.948425718
TE0002599	34564	11602	16080	12475	40407	433368	23638	1101	143	48	81.36786614	2.480855638	0.780717395	0.68858507	0.850492776	6.459954043
TE0002600	30029	10397	15656	11006	37363	395460	21959	911	78	38	82.1772217	2.432163188	0.787177407	0.692945911	0.815152268	6.64952557
TE0002601	45600	15235	22009	17291	54278	474446	30056	1453	85	48	111.3875711	3.237793895	0.728577294	0.615492683	0.837478362	6.598833354
TE0002602	34332	10463	13752	10265	32406	385466	21935	705	99	35	99.64996517	3.10601997	0.75626754	0.689473636	0.751046632	6.586533776
TE0002603	36485	10559	11257	8930	25413	392403	19265	1246	133	53	153.1280504	4.271085553	0.735459036	0.703829109	0.76543471	6.89979825
TE0002604	20845	6325	5655	4002	10854	333870	19909	1284	155	48	104.3504383	2.982881907	0.832452293	0.814807379	0.632449563	6.740488597
TE0002605	41129	14738	16585	13460	36478	406960	21383	1115	114	52	136.5513583	4.199073049	0.696049331	0.642689809	0.785009934	6.72570778
TE0002606	38166	11396	11933	8956	24489	474599	29641	1082	66	52	117.3758788	3.561411187	0.781415444	0.749628882	0.741288189	6.917647658
TE0002607	38294	11838	14862	11641	32961	469602	26973	1395	130	50	127.0338714	3.430980636	0.765961406	0.711104139	0.758689408	6.636641604
TE0002608	23488	7260	9115	6827	22812	408621	21341	1153	161	49	135.4122991	3.048849879	0.832428665	0.791518158	0.859865346	7.310800885
TE0002609	23549	7793	11579	9036	29915	418422	20630	1269	244	75	43.40739863	1.40459918	0.852877766	0.771554489	0.672839974	5.996165965
TE0002610	33665	10071	10576	8329	22514	476066	27925	1290	139	101	99.24899825	3.087318029	0.803099831	0.776616863	0.743433452	6.727116566
TE0002611	34403	11141	13370	10474	33940	449655	26608	1119	137	57	85.12172914	2.866971514	0.777988163	0.721903862	0.795669331	6.583149922
TE0002612	26634	10108	15084	11452	34493	374646	22332	891	100	65	63.64581395	2.056314848	0.792306492	0.698782053	0.875100359	6.757501862
TE0002613	27852	9219	14587	11392	36361	356106	21368	979	107	34	94.94093958	2.487899908	0.788743035	0.67746633	0.830186955	6.742677294
TE0002614	40946	12066	12657	10214	25376	445289	21838	895	125	33	149.0651908	4.098819868	0.744891289	0.715371866	0.721686384	6.577481914
TE0002615	35199	13242	18590	13741	38963	500268	28616	1056	152	53	81.72856102	2.60475882	0.787582325	0.715157829	0.815151349	6.774147542
TE0002616	25642	8006	8077	6666	16722	377052	23201	1329	130	48	114.1488534	2.977044577	0.813694473	0.784655052	0.651871193	6.571909122
TE0002617	43035	13513	17312	13097	41128	513069	29660	1383	150	58	106.9152174	3.037804128	0.766479757	0.697272014	0.735995945	6.440056708
TE0002618	33456	10742	15986	11486	39270	495526	26870	1269	174	69	103.226058	2.633993643	0.8081983	0.731114528	0.850369776	6.761283466
TE0002619	27618	10202	15316	12425	29956	361867	19815	542	66	30	74.88248125	2.427768482	0.774870225	0.691679733	0.849038733	6.680757898
TE0002620	20364	5500	6283	4742	16720	410831	22720	1636	159	110	81.58326765	2.086551936	0.87136474	0.835323336	0.688752746	6.554178941
TE0002621	38805	12985	15712	13126	33787	456067	25958	903	110	46	103.3173096	3.363544834	0.748492487	0.697680347	0.815607756	6.816351541
TE0002622	39942	13296	20612	15867	51446	504979	32942	1377	105	57	83.15471325	2.467141288	0.779415235	0.676804611	0.860379541	6.809136818
TE0002623	40679	12800	16014	11723	35148	604398	33938	2136	311	89	96.93395908	2.796114975	0.804891183	0.761909571	0.809638544	6.839603974
TE0002624	26697	8157	9038	7039	20959	368638	20262	1263	115	61	132.4959091	3.236948308	0.79720293	0.757310655	0.700514597	6.610854873
TE0002625	30942	9380	10954	8750	24878	488979	33952	1172	189	102	88.3941543	2.741712479	0.820601405	0.786430325	0.807831695	7.042188771
TE0002626	23343	7931	10338	7857	24148	446749	21954	1650	164	93	86.00084377	2.317542137	0.837855566	0.798145076	0.824727039	7.002075073
TE0002627	30870	11148	15451	12223	36486	363488	20897	1063	68	44	57.83628089	2.172925608	0.760262501	0.663148274	0.781461205	5.930208755
TE0002628	35786	10785	11951	8661	25727	609814	36470	2156	242	128	125.9388857	2.980312559	0.839793615	0.808000424	0.779311745	7.273997596
TE0002629	29340	8403	8650	6300	18647	572108	31206	1914	218	110	109.9221166	2.713135869	0.857550295	0.836583054	0.692360662	6.971711134
TE0002630	42164	12522	16582	13676	38812	470289	27529	1270	136	60	107.7952658	3.043192186	0.760945276	0.687381268	0.671148126	6.182498633
TE0002631	31650	9050	8180	6158	19255	433581	25153	1178	113	55	107.0623854	3.125715909	0.811976404	0.778522573	0.675380571	6.78566556
TE0002632	28337	8844	11911	9144	26893	424476	24053	899	75	47	81.17301784	2.497870582	0.812416797	0.758613087	0.833458881	6.705052544
TE0002633	23662	6701	6571	5247	13684	438489	20559	1450	144	86	105.897283	2.735335641	0.850498238	0.834581691	0.635329778	6.742655489
TE0002634	29072	8974	10719	7993	23763	391493	21962	1068	136	61	110.3766746	2.956630212	0.79815637	0.751900749	0.695688553	6.473953575
TE0002635	45539	13862	14996	11443	33024	529641	30362	1162	117	48	138.8905061	3.815049034	0.760285892	0.721168734	0.71093363	6.709577821
TE0002636	33350	11263	17375	14147	41143	470892	26675	1168	136	89	66.45321052	2.126978117	0.798998333	0.707902896	0.815261287	6.37452784
TE0002637	30416	10509	13745	11087	33364	415614	25248	1205	123	70	85.33276694	2.401463336	0.794455984	0.720016029	0.842171528	6.710366625
TE0002638	25692	8677	11917	8657	27148	472658	24616	1436	174	76	73.96968298	2.124841297	0.842857416	0.789682004	0.836128016	6.994364381
TE0002639	32272	11495	15649	12278	34034	402514	21295	786	115	54	67.05128376	2.423982178	0.763699617	0.694488291	0.856825298	6.613593551
TE0002640	42820	11890	13434	10890	30713	436120	23993	1004	121	57	126.8689248	3.945143534	0.734605533	0.692389216	0.731397246	6.579819377
TE0002641	24580	9222	13061	10561	29748	377416	19475	992	93	58	58.05166466	1.850060096	0.807556614	0.729107435	0.884329313	6.651453588
TE0002642	31620	8724	9056	6988	18105	356653	20707	970	70	32	121.5299561	3.535179798	0.768913015	0.741097106	0.551283847	6.25153568
TE0002643	23771	8592	10671	8547	24805	395733	16471	894	188	57	55.32633493	1.916264301	0.82297988	0.77356006	0.787997136	6.372526448
TE0002644	50664	16200	21431	16176	50478	614229	38181	1448	150	67	83.8180793	2.71252796	0.770029558	0.695972412	0.764223565	6.371695663
TE0002645	34826	9304	9051	6775	21180	447931	28120	1376	98	51	132.1000025	3.475773081	0.802052198	0.76609255	0.678129648	6.826609582
TE0002646	32972	10715	11826	8827	24626	372951	21109	707	62	46	130.2877407	3.826540684	0.747899141	0.709155278	0.753610945	6.739318835
TE0002647	17616	7127	8641	7260	17199	377385	18198	1070	103	63	58.27279652	1.797726796	0.8528895	0.816835938	0.853227315	6.760133314
TE0002648	45746	14924	17844	14128	39118	540560	29242	1412	178	63	122.6298275	3.344309816	0.7605893	0.704196435	0.706362073	6.528779999
TE0002649	35367	10136	10539	7512	25654	519164	29589	1758	210	79	158.2833377	3.665138032	0.812357057	0.781226621	0.787635702	7.289793056
TE0002650	39316	10942	12117	9590	25419	518013	34582	1189	171	85	108.5017934	3.182471514	0.799932635	0.762193783	0.724478316	6.804292868
TE0002651	48106	14383	17097	13591	40346	464154	21371	829	77	55	129.3406366	4.170986892	0.701601535	0.651200218	0.82629386	6.801844223
TE0002652	28636	9880	12339	9183	24563	302441	16172	608	57	24	104.7719824	3.606453744	0.721197341	0.669440732	0.758900641	6.500519308
TE0002653	32060	8420	8865	6769	21948	560492	28492	2193	344	103	115.1921791	2.740019522	0.846990368	0.821715907	0.733880115	6.989629921
TE0002654	39472	11891	15369	12018	40821	480812	27196	1214	210	58	112.3764362	3.103940528	0.775501782	0.70309269	0.832892583	6.726015792
TE0002655	21059	7646	11409	7109	26120	532104	21552	1772	136	96	56.23189236	1.397022569	0.886527054	0.832792927	0.859788298	6.992240416
TE0002656	24383	8333	12134	9420	31193	337888	19259	1069	94	34	74.52514447	2.154976822	0.799267585	0.708139625	0.803164193	6.152532862
TE0002657	28206	9761	12126	9449	27416	494929	27802	1444	157	62	101.71864	2.690959494	0.828360898	0.782754706	0.837488749	7.114187638
TE0002658	32850	10160	11569	9326	28217	398499	20114	1090	138	63	95.96433348	3.104094317	0.766078818	0.721890182	0.7443441	6.511291668
TE0002659	29858	8343	8733	6402	20008	508868	31284	1350	163	63	117.9270193	2.844264169	0.844667886	0.813830844	0.645482282	6.869246077
TE0002660	41430	13887	20479	14428	49716	510871	31123	1186	111	57	91.90771512	2.830501948	0.765715512	0.673833201	0.886546637	6.923495013
TE0002661	47793	13313	15794	12487	35670	458402	27152	824	74	34	123.3864101	3.8582854	0.720271246	0.666235686	0.689635029	6.353747029
TE0002662	35364	9691	12247	9643	32542	603991	28237	2315	388	109	76.59432353	2.090888501	0.841189706	0.79379037	0.648147115	6.171459599
TE0002663	32273	9007	11490	8062	29014	442309	24780	1308	108	80	96.79439585	2.805390378	0.802998032	0.753901972	0.736032941	6.510652414
TE0002664	35343	10426	12611	8907	30313	475024	26228	1143	122	88	101.3737037	2.956248799	0.795639798	0.747339892	0.769434923	6.839818785
TE0002665	37730	11768	16816	12790	44383	543863	32431	1664	145	75	97.87370961	2.701676531	0.80362151	0.728161448	0.880433781	6.982147275
TE0002666	39752	13216	15443	12046	34419	416382	23244	860	105	49	105.6930138	3.518281795	0.724341149	0.673141875	0.771126557	6.351602332
TE0002667	21622	6095	6662	4879	18584	414847	22964	1629	232	77	93.87113291	2.308205327	0.858850583	0.826290301	0.717045188	6.715015197
TE0002668	37756	10294	11322	8866	25854	458960	19668	1287	176	77	135.3793715	3.814939985	0.768800885	0.741374247	0.755407726	6.816286376
TE0002669	35077	9263	10309	7430	27342	477683	28136	1374	126	65	116.0315266	3.194118742	0.805865064	0.764944113	0.767607536	6.994884205
TE0002670	43320	14687	16630	13440	35929	425475	23065	749	66	33	123.1473344	3.935536079	0.705151276	0.651061734	0.652761375	6.240490749
TE0002671	34092	10893	12840	10749	25422	374763	21394	588	46	28	151.496302	4.07078648	0.738987921	0.695157314	0.75803361	6.795315435
TE0002672	37053	10798	11176	9032	24939	502937	25248	1723	171	66	130.8851999	3.467995609	0.791893658	0.76550566	0.695817466	6.728370165
TE0002673	36234	12312	16815	12487	38099	420183	28424	793	108	42	56.45885023	2.326341285	0.765650004	0.681438195	0.85749716	6.603545132
TE0002674	40682	11695	15788	11762	36025	562013	34185	1342	150	90	105.3017203	2.96330965	0.798788805	0.748728666	0.84005756	7.145261872
TE0002675	29203	9663	12453	10557	25704	416957	28013	1046	78	54	103.1548012	3.011343284	0.796525679	0.750325344	0.823167183	7.075964147
TE0002676	30069	9152	9691	7917	23715	408079	21940	1157	99	50	126.6171099	3.434346919	0.792470138	0.75813055	0.819568885	7.062265791
TE0002677	51364	15280	16447	12929	37397	696624	32696	1837	182	91	144.1095072	3.678102006	0.788023345	0.756185697	0.809667074	7.153158324
TE0002678	37158	11751	17500	14307	43160	507030	30793	1397	183	57	104.7349763	2.781332548	0.791007867	0.708463827	0.839292747	6.849647572
TE0002679	20438	5741	6327	5240	17396	435991	23021	1495	163	58	104.9612074	2.534215756	0.865446006	0.839751797	0.778301224	7.1369258
TE0002680	32218	10895	15716	12196	36846	462512	25562	1548	187	79	88.18824138	2.337940924	0.806225492	0.722661885	0.81500329	6.568268809
TE0002681	33493	11800	13961	10907	32855	407608	22192	990	87	43	95.30394656	3.125513041	0.753472066	0.698585848	0.846027067	6.814752352
TE0002682	33048	12137	19723	14625	46606	434388	24429	1095	117	51	72.9756499	2.01270061	0.78753673	0.668613542	0.88408428	6.690601388
TE0002683	29733	9147	11769	8863	26641	545550	31087	1417	174	112	107.7748759	2.574423602	0.84881604	0.804957333	0.791541052	7.106111992
TE0002684	35363	10251	11409	8981	26798	390456	21727	981	127	52	114.1758432	3.537133287	0.750562544	0.708747026	0.570829133	6.188838486
TE0002685	38375	11717	12415	10460	30320	419210	20871	1263	152	35	119.5938688	3.615644135	0.741299896	0.6998111	0.633021267	6.277333794
TE0002686	29526	8427	10497	8797	24480	335238	20491	585	61	25	96.43818015	3.244578843	0.756055017	0.707652532	0.709349603	6.32021578
TE0002687	34657	11518	18110	12892	45953	552643	30527	1472	161	98	73.56965819	2.038319108	0.826528191	0.739196615	0.893862168	7.155369097
TE0002688	21066	6996	7505	5685	15644	371679	18359	879	90	61	108.4119762	2.854398432	0.834014677	0.805293272	0.769719475	6.983666755
TE0002689	28884	9490	12403	9148	29459	401268	20731	1100	130	77	89.15391049	2.707261528	0.788611807	0.732956786	0.861981006	6.944575762
TE0002690	35782	11821	13315	10483	26920	411428	24442	959	102	64	127.8381973	3.844861081	0.745758204	0.70702743	0.756503208	6.79502313
TE0002691	36422	10889	15716	12503	37884	542461	33797	1666	171	83	108.8578081	2.678433869	0.81514602	0.74858448	0.783117886	6.87005649
TE0002692	38566	12459	18184	13194	43837	444566	24721	1099	146	78	89.16818686	2.730067602	0.756931639	0.667605554	0.88112062	6.725852437
TE0002693	36123	11441	12405	10282	25238	432132	22185	855	83	46	116.5269691	3.844520372	0.754728201	0.726708805	0.756548103	6.775534687
TE0002694	44551	16850	24083	17340	47206	571708	31971	1607	187	83	114.4110664	2.937559732	0.762832173	0.683617018	0.73372322	6.376796657
TE0002695	27982	11223	16005	12665	32909	386100	19588	945	99	50	48.13217264	1.843172652	0.783238671	0.701087618	0.851220737	6.149118787
TE0002696	69606	18776	24432	19191	62325	708394	41567	1637	182	62	125.4105687	3.682549528	0.73030293	0.665076471	0.80503078	6.694009373
TE0002697	23877	8451	11121	8217	26110	383424	17715	1038	154	77	62.10201606	2.069849047	0.813219528	0.75971795	0.832200583	6.731612421
TE0002698	36677	9908	11137	8278	21317	512888	33143	1543	214	96	130.4518448	3.299669004	0.810345971	0.78219005	0.697750414	6.867873242
