SID	zhi_cnnPC1	zhi_cnnPC2	zhi_cnnPC3	zhi_cnnPC4	zhi_cnnPC5	zhi_cnnPC6	zhi_cnnPC7	zhi_cnnPC8	zhi_cnnPC9	zhi_cnnPC10
TE0002183	-20.788517	24.680294	-24.356958	39.049023	11.631346	8.688793	-14.397642	-7.9698653	-5.2616777	-16.399307
TE0002184	-51.12453	30.035662	-16.352919	-11.466334	34.784096	11.379775	-5.2801294	23.046904	-0.9732067	19.655989
TE0002185	51.785538	-14.319242	11.700673	-34.13407	-5.5952806	-13.672225	-8.133842	10.73269	11.998417	14.187006
TE0002186	18.710453	-33.577946	-22.569735	17.938015	-30.40773	7.720331	1.7270015	7.495203	17.48705	-0.020140192
TE0002187	-50.067207	-52.931152	1.7078198	-17.282797	-25.010132	29.049582	4.5808764	3.1344988	23.510317	22.019848
TE0002188	-14.510226	36.645237	-14.537804	30.239199	8.685778	9.254692	-8.383249	-1.0611254	3.1317215	8.729655
TE0002189	81.93333	-24.375704	16.739862	-0.36782318	21.35622	-4.203576	-15.36899	-25.988113	4.8956814	-16.622719
TE0002190	-11.401211	38.990967	-25.006386	9.321163	21.862545	1.789273	2.994435	5.9617443	-7.572813	10.536755
TE0002191	25.938572	-47.768562	16.424143	-5.262719	9.565728	16.982002	9.361623	-0.6847223	-3.9318395	-0.52821803
TE0002192	-6.841302	23.208385	51.515068	8.204789	-56.23191	9.679168	-20.137716	0.48957703	-2.0769823	11.015897
TE0002193	-13.674631	13.134391	13.364841	11.341843	-19.629063	-8.742701	-2.853794	-6.868901	40.859642	-2.0582974
TE0002194	2.9029956	22.735804	26.813648	2.1223645	6.439656	-24.20251	9.853073	-15.524358	-8.239065	-19.410673
TE0002195	27.271177	-24.64995	18.30342	-1.8448954	17.488352	-1.2679532	41.36708	-14.351354	19.839203	0.7810702
TE0002196	39.061104	-13.213368	11.963655	6.3215737	-2.0577595	-17.010998	-2.1185386	-2.7848492	11.464024	-8.284936
TE0002197	4.0720043	9.589851	9.60716	62.3844	-2.4811537	-4.462457	-2.0609543	7.1403203	31.093813	2.322817
TE0002198	-10.318767	-0.0632122	27.9166	19.490372	32.609135	-18.708937	9.444777	-10.243608	10.413311	-17.198269
TE0002199	-10.563827	45.41545	33.477863	-5.038537	18.239	-49.638035	-26.794872	-24.59122	25.149788	-31.54925
TE0002200	27.210451	16.212814	16.05404	64.23959	-10.585501	-4.0318866	14.532053	13.388991	-12.928461	11.955998
TE0002201	13.420345	-1.4183252	12.765241	7.380038	42.891117	5.824106	-16.635876	-7.4108667	0.27957386	7.4689612
TE0002202	-9.714474	29.78318	36.32836	-27.423355	18.974445	13.803534	-20.715128	-29.811243	-20.564608	4.9767137
TE0002203	13.459061	49.4955	31.633883	-27.619364	-7.10534	-22.755417	-30.48809	-25.11932	30.781187	-15.182692
TE0002204	19.896816	28.45621	0.6316881	4.0404577	13.636572	-3.0178277	-2.534168	11.7987	10.060635	25.03348
TE0002205	-22.985413	46.885284	29.851265	1.1084932	21.805609	-16.513208	-18.565044	-11.649784	-6.84177	7.3909264
TE0002206	-4.2335606	40.928703	31.933002	22.888044	-12.162832	4.4510593	-3.850448	-7.997994	-2.6580968	-14.52358
TE0002207	53.278088	14.891701	-0.31509894	-29.092718	27.948568	-5.441458	-26.45459	6.017923	-3.0201366	-23.838833
TE0002208	22.666342	-6.6937947	24.628592	-24.725258	1.2513688	-12.100558	-11.059778	-5.607562	-0.73468935	-23.869644
TE0002209	18.990595	12.500335	-6.4745326	26.655455	-2.3842742	6.5584993	-10.925113	-1.7304661	-26.296677	14.625249
TE0002210	-23.067886	25.631918	-55.04688	32.218838	-2.286848	-8.694596	-16.948027	-17.555185	-2.0191324	-21.123993
TE0002211	-24.509436	-54.58899	18.693117	1.1786189	-32.726334	-35.296253	-19.433502	-25.189083	-16.018248	0.3093351
TE0002212	42.30524	8.22129	11.521969	-2.7146125	33.001213	-5.2771235	-11.992477	-12.17183	7.314758	-5.888728
TE0002213	55.401546	-12.076666	39.633396	23.424337	-8.04714	-14.477226	-10.613795	-15.38137	-8.417782	-16.713364
TE0002214	-26.435917	-33.450424	-3.9689884	-5.119297	-42.05312	5.6913033	28.96858	17.171108	-18.304684	0.13740152
TE0002215	8.025226	-48.78858	11.128026	17.831057	-4.731723	4.988448	-13.902018	10.379277	-25.57079	14.792064
TE0002216	-44.566082	30.43152	-30.951414	11.09621	0.12527242	7.3332944	-5.7174644	1.418114	2.6965456	9.301982
TE0002217	58.7914	9.152648	-32.40951	-27.040752	14.481111	23.150589	-15.219679	-4.8087416	-4.7986093	-19.382446
TE0002218	23.16803	6.783173	2.3364396	14.471878	-0.06812774	9.488684	1.4110771	39.50407	-15.100479	-24.343786
TE0002219	32.759583	2.2858548	-37.48742	18.63487	-0.2585017	-2.2833147	9.067278	-17.911926	-8.938613	27.133142
TE0002220	15.32972	24.642012	3.3204334	21.498718	18.060514	-3.5343373	8.766698	-7.290998	-4.239637	-13.802142
TE0002221	35.181057	-36.394066	2.3985267	3.6021464	-6.529302	1.7594255	2.9757752	-11.767786	-0.16427207	-2.4725065
TE0002222	19.688639	29.656128	-0.5108857	-2.92802	-12.112952	-25.116358	-14.371392	4.97379	15.910885	-20.390812
TE0002223	-54.777153	20.777636	-0.5955764	2.747616	3.5307276	12.280326	1.5386415	-13.50325	3.0285141	-5.558471
TE0002224	-50.055466	11.203193	-2.2831817	-9.718468	1.1215073	-5.4943233	-12.325206	15.869897	32.433384	14.490899
TE0002225	52.350574	-28.589142	-15.828085	2.409627	-13.814526	15.852528	4.6029716	-17.15281	24.426908	-2.954555
TE0002226	26.920202	-25.867718	-3.962504	-22.67568	29.445969	-0.06971307	0.43889743	3.2644386	-8.11918	-14.373118
TE0002227	3.548952	-29.781614	4.297757	-20.125193	-26.834145	-12.696288	-7.1189337	-26.833122	-9.037004	-5.789429
TE0002228	-57.383766	-43.12583	-15.612577	26.96	-9.301374	-9.099503	-9.576627	-16.42985	-4.688376	1.6699518
TE0002229	19.369837	1.2684993	14.633453	3.7290246	-4.20341	27.84002	-25.181051	2.8124235	-0.93369037	-5.3263555
TE0002230	-35.657993	17.734089	20.405096	-15.57653	25.044773	31.147362	8.7105255	-2.1903532	12.132217	-2.9712157
TE0002231	-11.213905	-42.113796	20.315624	39.590008	16.041433	-42.352974	13.939931	2.9765804	-9.395004	0.04010854
TE0002232	-34.05939	1.5326208	45.70966	-13.107646	-20.649683	-3.388955	-16.712444	9.3135605	-41.38509	-21.367952
TE0002233	1.658417	50.956223	-55.389618	3.7287142	-20.212286	10.273559	10.257434	-20.129568	-0.12885347	-4.321149
TE0002234	37.620934	-41.838436	2.0705297	-38.116035	7.740172	-19.652052	-15.762047	-48.382225	20.938559	-15.516184
TE0002235	-18.38976	-36.79508	3.1922596	-44.333683	-38.3413	8.481556	-0.090059645	-21.497965	-9.233146	22.071928
TE0002236	65.94342	54.55345	-37.64846	-45.24956	12.110866	1.2149304	10.534898	25.297937	-3.0529988	-17.442205
TE0002237	43.779835	-37.55731	-41.039764	-13.93624	17.16369	4.0537987	-12.485799	2.9620578	19.435991	-6.0732203
TE0002238	27.189825	-2.200646	26.599121	-12.768292	14.302417	-17.137651	14.262192	13.489221	-8.469632	-6.105003
TE0002239	6.1078725	-46.719685	-19.738377	-10.053732	6.257965	16.35707	-9.86373	14.439773	-0.70809567	-9.855962
TE0002240	49.7515	-17.38257	15.446529	22.57402	7.771232	25.874058	-0.8184625	-1.9777036	-10.735924	3.9689918
TE0002241	-22.04688	55.782387	10.485999	-26.35998	-16.34048	4.1761074	23.76702	7.9374504	8.202588	9.234594
TE0002242	19.708672	-43.343754	-30.129364	-8.504988	16.09603	-5.6882615	6.0289326	-17.75982	-2.0589268	-4.8441625
TE0002243	-2.2191374	-32.806526	10.826399	27.732748	-16.922523	8.498887	-22.189552	9.926536	-27.23043	-2.130281
TE0002244	-34.16117	-41.711132	-5.236101	-6.1727104	-17.767675	-16.374191	21.419579	-10.999884	-10.825419	18.630625
TE0002245	-17.927727	-34.069073	-21.371988	-3.0894763	-10.095142	-18.157028	-21.603905	-18.83955	7.412767	-4.313655
TE0002246	-78.10761	-71.87456	28.182272	9.744445	-10.593583	3.8247447	-2.8016806	-8.020553	-14.63546	-2.061286
TE0002247	7.721406	-28.553295	-19.251713	2.652854	-8.644842	-29.765423	-11.701549	-2.0034223	1.7107191	-6.0565753
TE0002248	-28.652973	-52.15912	-8.620099	-25.425179	-14.177012	42.39202	2.1148121	3.5480502	21.022942	-6.1643476
TE0002249	2.743544	-12.734053	-6.093598	31.977346	3.9632456	-12.87364	28.995203	-6.3951907	-7.499238	1.3978099
TE0002250	-79.62738	-56.85318	19.147259	-1.0203997	-4.6639466	0.042108536	-7.707295	-3.5396404	2.2503664	-5.6066146
TE0002251	-1.9240036	-32.94071	8.8669615	38.890617	-8.209165	6.428342	-2.3944356	7.6429095	9.782513	-3.867545
TE0002252	-15.482764	-31.62632	12.307238	33.836388	-4.8579044	3.9758735	-11.330798	-9.58208	25.070164	3.2233489
TE0002253	17.328955	13.769395	-18.722164	54.986332	-10.967948	-10.979229	-10.427158	-24.407087	-4.824947	-11.543807
TE0002254	18.828558	-15.724205	0.31007516	43.16557	4.333493	7.3489237	-13.613848	12.867685	3.3268304	0.9314496
TE0002255	30.464561	5.36525	-14.143198	43.678673	-1.9832205	14.109495	-6.06983	11.924074	-14.4082365	10.844564
TE0002256	-19.819162	65.903046	-3.0955815	-13.300853	10.469508	-11.20218	-4.38725	15.708192	-5.1297565	12.23378
TE0002257	-7.002688	-14.604794	-6.651898	36.502747	-1.1000582	-43.411724	10.454909	5.8890495	-12.683801	-3.1946628
TE0002258	-16.374044	30.13246	-21.275537	20.443298	-3.788797	13.17985	-0.9587747	-2.2498744	18.68736	10.13724
TE0002259	31.231611	-17.753876	-20.353848	-1.3250132	10.299292	-4.6606464	-10.405403	25.013142	21.729807	-7.669371
TE0002260	5.9661283	-10.249046	-64.260605	32.879913	-11.686713	-14.104324	-1.3451614	-5.406791	-3.5933583	-14.103916
TE0002261	27.157984	-24.456738	12.946827	28.893734	-23.995285	10.168135	-8.481045	10.371937	3.557082	-15.1401415
TE0002262	8.485603	-8.294576	0.13493687	38.691982	-3.8072574	8.471419	-5.4581943	-8.521823	-0.52401304	-7.228707
TE0002263	-54.28728	-28.107172	37.816483	-56.1096	-37.68885	41.795475	4.5177374	-2.4356358	14.092049	-11.780532
TE0002264	38.60319	-21.580452	-8.787719	14.86471	-20.214506	10.043668	-10.32695	5.3932137	4.018791	-9.010381
TE0002265	-9.45743	-3.7283707	-40.982967	52.683952	-16.176638	5.1092753	-9.055477	1.4085102	4.115427	8.439438
TE0002266	9.617895	4.0547094	-5.3308597	-30.698717	21.838028	1.6544416	-29.224085	-0.019125469	-0.30303457	-5.2291794
TE0002267	12.092004	-8.98104	-32.191284	4.5072107	19.457808	26.172436	-7.562487	24.479168	-1.4034357	-15.303307
TE0002268	39.64935	21.672943	23.61693	-12.806778	1.9449368	7.647836	-12.574814	-4.4550614	-8.84041	-3.3562973
TE0002269	-3.7563515	43.790222	13.239228	18.56641	-7.834431	1.7335713	-13.381287	-5.5886106	0.06812583	-9.824335
TE0002270	30.451496	-0.49150378	30.279331	7.261602	-10.415127	-34.30171	-10.582959	-5.870087	-1.2040794	-9.789581
TE0002271	-12.556108	30.574053	45.748795	-27.522999	4.285359	7.895033	-34.5989	-18.301214	6.2098913	-5.8144646
TE0002272	44.137405	14.086402	-28.234795	4.7901716	12.162872	10.464174	-4.255088	-10.053724	24.35257	6.6560135
TE0002273	43.116463	-38.162006	-3.7050192	-27.982134	26.53096	-3.6816661	-7.990724	14.971351	-15.819271	14.7755375
TE0002274	51.606457	71.60478	53.838764	-34.835384	-33.945545	38.009544	7.8307323	22.466892	4.2460856	-2.6519945
TE0002275	33.07096	-5.7324367	5.018418	34.849613	-0.2957753	-19.318851	-14.183088	-21.449144	0.99846643	-22.04444
TE0002276	19.36706	-26.676262	3.3782206	29.884209	-2.428174	-42.126232	19.033424	10.122844	-19.608932	10.787409
TE0002277	47.591957	-1.3320231	-11.772657	23.942486	-13.609113	-13.2640915	-11.237162	-4.0432587	14.184062	-12.319406
TE0002278	18.65993	-5.0483074	19.40059	3.7794535	-11.4078	1.5717292	-26.302608	2.3854492	-3.5891325	-37.1103
TE0002279	4.0073414	-14.119093	-9.42265	-4.228149	12.598462	16.218504	-1.4596263	4.6879196	26.243088	-34.878315
TE0002280	22.356058	40.223343	21.307243	22.427519	9.346202	6.4649076	43.820522	14.352484	2.9611459	2.4426823
TE0002281	-17.359863	49.809723	-22.8485	-13.5051985	29.672316	9.881081	-12.422866	-0.8030952	-15.261558	15.349113
TE0002282	-16.374945	-37.30243	5.2261977	1.9913286	6.3872066	-28.816656	20.820704	-8.499924	-10.3050375	-17.448563
TE0002283	20.716824	-44.74528	10.573822	3.8511953	6.630524	0.9016081	-14.954059	-9.243247	-20.864868	3.7649612
TE0002284	-2.9849856	-30.959332	-2.089408	18.643227	12.922794	-6.8395367	10.5794935	1.3126552	-10.800704	-5.140851
TE0002285	5.7787027	-27.140997	-2.0662632	23.155607	2.2034564	3.301223	-6.3716416	3.4891334	-14.510726	4.5441556
TE0002286	-23.324358	-25.317463	-21.294123	31.979935	0.12771925	-20.579409	0.8326373	-15.314408	-22.927446	-6.6093698
TE0002287	63.666546	35.767704	36.25864	-25.462128	16.157446	-3.994392	-6.3055	-23.181501	-12.496124	-3.9324973
TE0002288	-28.26771	34.780567	-6.8933325	-5.32336	-4.5504436	-3.102327	8.097966	-22.63362	-9.1135	-19.099691
TE0002289	34.90198	4.8217564	45.34638	42.078163	-21.392813	7.977752	2.5792809	7.091322	-28.140083	1.4610648
TE0002290	-19.29343	-1.925245	-17.033524	29.2629	17.952467	2.3585432	-17.848606	1.6977499	-3.507112	14.309761
TE0002291	66.565475	-27.023066	9.895118	4.9678817	-11.993191	-5.9691796	15.796258	-6.6672544	16.309053	-0.3107331
TE0002292	35.4314	0.14145075	11.6335535	4.6154423	18.721804	2.866747	1.5445302	-19.07869	-16.9222	-21.85159
TE0002293	3.8918157	-6.2135243	-35.024002	34.651665	7.4532104	-0.71205163	-11.220047	-7.6620593	1.7245817	-6.655905
TE0002294	49.243256	-5.804222	31.227335	20.03568	-34.39369	6.749338	14.474209	5.4793453	15.748685	15.988999
TE0002295	38.88641	33.818024	11.614744	-3.102147	21.56605	5.2753196	-4.5886073	-19.191895	1.3139269	4.229398
TE0002296	17.856846	9.164298	11.393884	-0.24831924	-14.724953	6.311558	3.6965923	2.8304083	0.19976823	-17.692083
TE0002297	37.51171	4.8984613	13.597446	33.47287	-15.044463	6.79794	-28.150158	1.3389689	-10.855246	-17.676344
TE0002298	43.932293	-27.817743	17.038061	-8.4612	23.036346	5.4899173	15.93046	9.481005	12.667004	-18.360312
TE0002299	-41.255623	-1.0506245	2.879797	27.420673	11.3257475	17.61979	-25.046984	15.69095	-4.8892245	11.386107
TE0002300	-46.673454	-56.81803	-19.9917	-17.825703	-2.2947423	18.566563	15.159311	-6.5672727	-33.51251	0.140688
TE0002301	18.522383	28.76455	-23.156565	-16.813848	-48.31355	13.751995	-5.3512354	0.1671837	21.5084	-27.943373
TE0002302	16.987814	-23.045517	-10.583891	-2.6292624	23.50429	-12.405494	10.806068	-9.006929	-20.609348	-9.6483965
TE0002303	-1.0338284	-56.483925	-5.4961195	-5.4479485	-1.9581836	-20.973392	6.512676	8.851812	20.160395	8.031236
TE0002304	6.3165035	27.03941	-42.6716	14.991059	-17.50502	19.825888	-2.2419565	2.5387583	-12.786641	-16.534939
TE0002305	21.183168	-45.00969	-16.421413	-33.59212	30.865713	14.509851	-20.873835	0.769966	8.169486	-20.58341
TE0002306	5.9203043	-30.960337	12.835698	-3.0322998	28.275866	8.618401	-20.592255	-11.6790495	-23.178085	12.161456
TE0002307	-31.654251	-30.964886	5.4798703	4.5734897	7.4690037	20.22047	-2.8176713	-14.712781	1.8280033	-9.273955
TE0002308	-37.43558	23.390408	-19.718107	10.638943	5.6707683	9.839736	-9.763977	-1.6547623	16.358826	5.5865183
TE0002309	25.992912	43.540253	-13.506908	-1.4651575	18.587168	-11.158116	-0.5409999	-23.460869	-6.5031605	-4.0966215
TE0002310	-34.5629	47.422146	-37.276657	-33.63791	-34.91373	11.942763	23.854744	-15.215006	-14.785488	1.4575473
TE0002311	-50.330765	29.10558	-28.677767	-29.925629	8.797557	12.626814	6.834671	-28.502445	-14.754118	-9.32297
TE0002312	31.330421	14.210066	24.257885	-25.738993	-12.236916	2.8953342	-1.0047966	7.349708	-17.015528	-8.059214
TE0002313	-35.395023	29.571537	14.119144	-17.48593	-0.6228714	-32.252396	-9.035097	3.3705335	-0.25596762	-4.235372
TE0002314	0.32634187	-46.44596	-15.192854	30.446194	-17.466385	-4.451035	-9.375641	-1.3570971	-4.4187727	-12.850829
TE0002315	-39.356472	32.05809	21.428194	-22.899796	20.683018	25.611637	-3.468419	-16.322437	14.067898	-17.496872
TE0002316	-0.24538168	-32.217434	3.853479	21.245596	10.66446	-22.84985	1.6920539	16.351442	6.6209164	-10.404674
TE0002317	24.539856	-2.4995599	0.18643868	-14.123034	0.7470768	15.340764	-29.012403	8.750546	-5.7586293	-7.6944833
TE0002318	8.109337	20.770622	-28.343416	47.107006	-15.331505	5.0045905	-12.109752	9.847899	-22.110256	1.517369
TE0002319	10.997015	-47.12952	8.17349	18.830572	18.601866	-25.242237	-0.016623853	1.1840913	-0.41281158	-24.664038
TE0002320	50.424812	29.795311	16.552757	-16.605545	1.4866381	11.185846	0.75630015	-17.895632	-1.1620686	6.5780272
TE0002321	16.667187	-34.20324	22.611578	-13.604569	-25.063543	-14.529285	-4.273303	-6.5994363	-8.071451	15.603025
TE0002322	4.257423	-17.631687	0.020643588	-17.778305	23.32143	40.721268	-12.583502	30.402485	-7.902142	-8.839409
TE0002323	-76.84868	-62.665066	5.8227134	3.9545007	-4.38022	20.846016	13.428611	0.65268844	3.1087403	-3.281645
TE0002324	51.103615	-23.074682	-13.764322	-45.903477	-11.4506855	-18.641344	-18.05711	-16.361403	15.040099	0.6309422
TE0002325	-6.8879304	-44.95003	6.3604693	16.28343	19.816692	-12.072915	17.578083	18.96243	23.555084	10.162791
TE0002326	2.1196308	23.646666	41.28586	-48.68912	-18.566633	-6.7476473	-23.137259	22.913973	-16.678885	-10.37171
TE0002327	33.493996	-34.06913	5.753038	4.25859	32.486824	-2.3388202	-0.3820892	-0.77529246	-10.22403	-10.431207
TE0002328	16.757648	-32.18876	13.968139	14.645599	33.64157	8.625827	9.280393	-19.73705	-9.419056	-25.121473
TE0002329	0.02485513	27.330969	-0.3603472	25.449251	-23.508118	16.332327	-2.1851916	-15.924148	7.6693935	16.062979
TE0002330	6.8601327	-12.545683	-9.4958315	31.982664	-18.502954	-10.318774	-13.617706	0.96910924	21.814608	-13.574335
TE0002331	15.423089	-22.052063	7.3486385	37.687202	-23.295721	-1.3710568	-11.53818	10.361375	-0.22603081	-1.684828
TE0002332	41.77377	-13.746078	-9.228698	2.1015294	-22.535942	-10.338699	18.961164	15.529609	33.851143	-16.868523
TE0002333	12.741295	-15.042917	19.451838	-8.409796	-4.000821	23.382483	-1.7217637	-3.2539604	29.224825	-21.386997
TE0002334	-14.932611	9.165052	9.68444	-2.9981256	51.902893	-24.971928	-17.226528	-1.9887973	15.881188	11.47633
TE0002335	13.932747	7.7136273	-24.562155	11.619027	24.602057	5.06775	-4.535721	6.4680557	-5.6069174	-14.011993
TE0002336	23.519955	-30.093744	-20.574883	7.6117344	-20.331898	-11.705494	-14.228862	13.499953	-7.687181	19.409712
TE0002337	29.217798	36.553867	-42.416286	29.418287	-9.568835	18.00228	7.3760543	-9.272683	16.420507	-8.752774
TE0002338	-57.116123	35.454662	1.6261331	-14.43864	-1.1862844	-26.37597	-23.33967	-17.810701	26.354317	-13.712899
TE0002339	7.550215	-25.920673	-22.265806	1.355489	-16.128672	-35.998318	-9.31843	6.537174	36.09142	-8.989194
TE0002340	17.378593	-26.591484	-53.43572	-50.648933	-9.979784	13.540081	-1.0370953	9.533283	12.718382	3.374018
TE0002341	7.25227	-24.275352	30.456274	-10.125543	-25.179596	-19.382408	1.6407	6.034043	-15.7617655	-11.238624
TE0002342	-21.345549	43.76956	21.353865	-22.868822	14.3735075	24.094202	-20.295725	1.4158248	-7.9579268	6.411381
TE0002343	15.500182	-13.003595	-11.339149	2.2755847	5.025693	14.111982	-25.098019	27.632141	-18.997896	6.3816586
TE0002344	-34.25334	-50.80253	16.779665	-1.314454	-8.465186	7.2229986	7.805087	-4.248601	-9.625891	-21.77849
TE0002345	-35.59842	42.85318	-44.135876	-7.0052466	27.256641	-19.027264	-23.261768	-9.760709	-5.0110025	-10.964972
TE0002346	26.417421	20.575949	54.47703	-46.6246	10.4288645	-11.565706	-18.963005	5.8497252	9.61428	-6.071271
TE0002347	73.581825	-44.16613	34.036983	-16.25057	23.509998	-10.865555	45.974922	-4.659244	18.62396	15.682027
TE0002348	-55.846867	-22.778625	11.847927	18.411848	-9.501938	-5.660116	-9.561666	6.104087	-4.805398	-7.442357
TE0002349	18.04672	5.11424	-21.15333	-5.7262053	-6.3741236	13.219561	-15.3499775	8.860576	1.2352285	2.1183612
TE0002350	46.9314	-13.159762	-4.508213	30.145502	-13.727212	2.450847	-0.42668292	-8.607218	-5.012989	14.329739
TE0002351	20.139057	3.1060755	2.238049	16.385557	12.9114275	-17.575556	8.435067	7.318233	-7.7220364	-5.265397
TE0002352	52.532284	-36.05843	-27.676418	14.702863	3.0107033	-4.3343897	-5.0752873	-0.50788456	-4.4551272	3.7365553
TE0002353	-44.3953	7.280026	23.85358	34.730797	-31.433739	12.755033	-22.150518	2.4779994	28.890837	6.6744404
TE0002354	4.8320713	19.551517	-31.462	30.06693	-2.7379017	-4.5551953	-7.2659183	-26.800262	-8.762532	0.3020003
TE0002355	11.543134	54.254536	20.614843	-15.301744	38.505524	-21.134527	16.228565	-7.942208	-17.104256	-2.7475016
TE0002356	10.342463	-44.108173	-34.98157	-25.794626	2.7878668	-13.658498	-20.09318	1.2247077	8.230495	19.513704
TE0002357	27.622347	-5.1177416	-15.948595	10.569148	8.979029	11.949903	0.4725746	9.111689	-11.218382	10.072471
TE0002358	-7.556134	-1.9553571	14.547838	25.186308	-7.292101	28.415009	6.6251173	-6.712285	33.423218	-3.5580664
TE0002359	4.50256	20.73552	-9.05928	-10.380232	11.939244	-6.2183566	-16.060087	15.33851	1.5935253	8.076362
TE0002360	39.57645	-7.1941147	-45.966084	6.993511	15.593471	8.324028	-7.6153293	-10.505289	-13.885655	-10.799561
TE0002361	-56.89946	-32.989277	-2.3891406	-20.19864	-9.493895	24.893654	14.885915	7.845221	-17.813848	1.438879
TE0002362	20.120468	-35.974464	-12.2484665	-11.110026	-4.6271486	2.7836869	3.136554	7.6893606	8.263698	11.688959
TE0002363	-21.005024	15.743133	-24.017809	21.727324	8.172582	8.954354	10.304783	-11.953562	13.982725	-5.7776847
TE0002364	-29.082602	-7.685775	-38.228874	25.242195	-7.8807287	-10.910243	-8.828794	16.530067	11.271638	-6.146858
TE0002365	11.110031	44.473495	-13.618769	11.495732	-28.823864	14.646028	18.700005	-20.695528	14.978079	19.181688
TE0002366	-23.64041	78.11479	-35.339878	-29.575422	-5.3905764	4.0311365	25.142696	-2.600477	-10.920162	-8.529957
TE0002367	29.080156	22.87247	-20.930923	4.419019	12.92368	13.310261	17.811054	12.004573	8.587468	14.7974825
TE0002368	-29.28252	12.720061	9.023055	-3.6086226	39.826153	-7.531455	-13.948513	-1.188438	-18.833954	-2.361065
TE0002369	5.58487	-50.881897	7.7414484	-37.764053	20.965288	22.878845	-11.949662	5.3564496	-8.110096	-18.216507
TE0002370	-10.226261	44.626705	-5.392362	39.89789	4.925646	-6.830375	-7.132315	8.4053755	-1.0823457	14.730991
TE0002371	-7.6074495	70.44056	-38.2217	8.329945	-7.9191966	-11.654104	-4.3026276	-8.327447	-22.863377	7.4621267
TE0002372	25.90367	3.1294336	-1.7197634	41.484406	4.3969026	9.648334	-15.995461	-11.421113	-3.609499	4.6767426
TE0002373	42.166092	3.243051	-32.22699	36.465557	-3.491781	-1.5251584	11.113103	-7.364789	-7.046675	-13.392912
TE0002374	24.41512	-11.644622	-12.164634	29.8571	-2.876499	33.455124	-2.437399	27.723099	16.753054	6.7568483
TE0002375	17.16119	-20.61441	-1.5925173	-17.186226	-11.010053	-8.294385	12.183351	19.562437	-7.460615	-9.955719
TE0002376	18.402584	-28.530212	-32.134243	3.2141616	12.599314	27.80825	-20.830736	8.207693	-5.328005	-3.7801673
TE0002377	36.83069	-25.223495	-14.88336	11.83015	18.126337	15.273235	29.77338	-9.502698	33.390633	-8.894914
TE0002378	-26.904646	87.80771	-51.77499	-22.922245	-0.71913236	-0.95693475	14.278799	-17.447031	-1.3467745	3.7140875
TE0002379	34.762287	-18.323727	2.6539412	8.3691025	-11.282242	-31.853168	4.565373	2.6256063	-2.7757535	4.580254
TE0002380	37.941574	-32.25846	-17.722176	-34.944958	-6.6687903	-6.9256005	1.2054112	-15.637808	-8.672082	13.35416
TE0002381	-39.628838	-22.017405	-33.477806	16.468197	18.908634	-3.877614	-9.326251	-6.318322	-4.0541153	-17.26643
TE0002382	41.756428	-14.165069	18.481071	-55.97404	-0.16007854	15.5706835	-15.420841	2.0622	8.387691	-29.53515
TE0002383	6.2505455	-4.4959216	15.632345	-52.32309	-21.611757	8.50555	-17.997252	26.582436	-0.2715025	-9.615652
TE0002384	-9.15221	15.8241625	43.848488	6.3768606	-8.668797	3.80214	-31.212378	3.268228	-9.0484085	13.816651
TE0002385	13.495934	-4.0343976	-8.679821	3.1477509	-21.592361	9.333746	-2.6111948	-0.85962445	-13.068379	-8.749618
TE0002386	26.676731	-43.401333	11.6888685	-2.6127658	8.968925	-0.6440461	3.8149767	0.9009831	-23.981602	26.040821
TE0002387	1.6750375	40.970867	10.753261	-27.958979	-13.800488	-6.0478206	0.56104124	13.03948	-15.146538	19.454325
TE0002388	-49.116512	-28.44023	8.616083	-17.495625	12.449641	31.268091	19.541515	13.799637	15.912657	-20.641691
TE0002389	11.502418	-22.949005	1.3499728	-20.06977	36.499607	-27.720694	-5.9733033	24.522657	-6.4553065	-16.947865
TE0002390	24.870358	49.94961	2.7616832	-0.98004895	14.149108	7.6091065	-19.217012	-7.835137	-3.6065757	0.6933195
TE0002391	8.043395	25.31458	41.33392	22.95698	0.9944643	-5.379567	-19.99915	-26.689432	-5.110584	-7.73005
TE0002392	-53.769444	-67.28554	24.18185	12.851278	-10.621675	32.40919	17.530926	-9.5871	7.362362	-0.83997446
TE0002393	16.903738	-27.340754	5.7385387	-23.26144	-10.033619	16.422861	16.0088	23.65971	-23.464312	8.692283
TE0002394	37.11999	25.03837	-50.7831	-1.219447	13.0208645	6.3935986	16.72657	18.3354	-8.815678	10.128975
TE0002395	13.31282	-21.22783	-56.1105	-24.888905	9.4720955	35.6299	-23.437832	14.036002	10.049375	-20.887146
TE0002396	0.015932037	-42.44257	-12.144496	-16.356674	-1.5003058	-7.1301837	4.753007	12.136968	-1.9969851	14.755709
TE0002397	24.092388	35.677345	0.7839388	23.014904	4.2042365	-9.238066	-2.4821212	-28.300268	-11.523708	-1.3313442
TE0002398	-61.702778	16.291464	-24.337309	19.679804	18.607597	-11.741868	-3.9083781	-0.7195133	7.2145104	-8.954426
TE0002399	1.4665737	-11.286	17.416576	-20.159706	0.3690229	-6.906635	-18.475351	4.082784	-24.347052	-6.0050383
TE0002400	-32.224457	52.73431	27.84609	-31.162876	-2.1826096	-6.924154	-40.6567	-3.6393173	3.9481068	-14.40551
