SID	tooth_mk_cnnPC1	tooth_mk_cnnPC2	tooth_mk_cnnPC3	tooth_mk_cnnPC4	tooth_mk_cnnPC5	tooth_mk_cnnPC6	tooth_mk_cnnPC7	tooth_mk_cnnPC8	tooth_mk_cnnPC9	tooth_mk_cnnPC10
TE0001528	-27.45443	-10.398146	10.988803	11.97931	18.098215	-9.034665	7.7461243	3.6059945	-1.9672796	2.1942353
TE0001529	41.025024	-21.823847	7.120705	13.968223	-8.919862	1.4103186	27.652351	-1.7370055	7.5403175	-12.382549
TE0001530	-13.966665	-3.138604	-10.55195	-2.041534	-4.4729557	-15.59966	5.508618	-8.242161	2.0597887	-0.31984034
TE0001531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001533	22.331886	-21.63595	-20.447168	2.8713264	1.0135801	-5.1819153	-3.8915064	2.845257	-8.194105	-2.0936866
TE0001534	9.175689	-22.800282	14.519496	4.6107945	-9.173675	7.496844	-0.007285459	-11.89013	-5.495663	1.1038117
TE0001535	-20.607115	-11.341111	-10.547362	4.1304674	21.013784	8.410789	-4.854146	5.001367	-6.693307	-1.4517144
TE0001536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001540	-41.243027	-0.9954232	-4.895236	-0.28493246	-16.604654	-0.20152096	3.2232354	-0.5143621	-7.135291	-2.389647
TE0001541	17.724314	-26.434765	-11.529237	8.603255	5.135385	-2.1046228	-1.1936111	-6.1558294	-5.752319	4.960324
TE0001542	20.877012	-10.364491	-22.719227	7.3085327	-5.7227464	-11.819634	12.07887	-5.8308463	3.4544795	-1.7189351
TE0001543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001545	-68.74129	-2.1873963	-2.9829156	4.749177	3.5825155	6.3903537	1.2845994	2.6966352	-1.5376674	-0.3888886
TE0001546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001547	31.787437	0.7332022	18.761602	-21.096151	-2.751486	-2.0291185	0.9770675	-6.3257804	4.551787	-3.9906883
TE0001548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001549	46.981533	38.132576	-3.1106648	-9.73312	-3.9297972	18.815445	-9.0141735	1.7371118	-11.694398	-0.40667105
TE0001550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001551	-25.521864	-5.496663	-3.7733166	5.6949315	14.4955435	-13.321296	3.0532064	-8.250131	-1.4871216	5.788046
TE0001552	-33.793808	-9.021916	10.959754	8.503246	15.572383	-6.409457	4.2151012	-1.193001	-4.1945577	1.5034516
TE0001553	-23.5159	-6.707043	8.98606	-2.5146575	16.767809	-10.507572	2.407059	8.02337	-2.2714455	-0.95062155
TE0001554	-1.0172212	-14.552396	12.704543	6.2606864	5.929854	-2.9542425	10.62336	-12.836831	2.198528	5.798485
TE0001555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001557	-1.0773149	-20.4704	-7.91141	2.8312347	-4.9118705	0.47459763	-3.7430377	10.819749	-1.1046994	-1.8931112
TE0001558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001559	37.094814	6.801723	17.418064	10.102334	-1.4686725	-5.9188104	2.9846528	-1.2636075	-3.0330017	2.1802034
TE0001560	16.271828	8.463295	-11.095357	-1.786156	2.5913076	-4.315699	-3.9731839	-14.208946	-12.135929	-5.1589956
TE0001561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001562	28.688906	-6.395932	11.064313	-14.328646	1.5903218	-17.98713	-3.0855165	5.7835755	4.560032	-6.9708676
TE0001563	7.4528623	0.6653675	6.008982	-22.362309	-12.515809	-10.989044	7.1557446	-2.5792391	0.4801339	4.8220334
TE0001564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001566	14.116888	-23.273756	-16.632952	6.0317817	-2.06584	5.8591175	-9.467502	-7.531718	1.8640661	-1.1503457
TE0001567	35.560215	-13.11096	14.667856	23.859522	-2.4539106	9.588334	19.447115	1.8183519	-0.8281745	-14.936538
TE0001568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001576	-32.88983	7.7735763	-2.6539602	1.9911315	8.687944	-13.763677	6.2088885	-3.4609702	4.7422724	-3.1869779
TE0001577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001578	-35.480495	9.347541	-2.7445073	10.870942	-9.38802	-9.502916	-1.6161515	-10.215043	-0.6477149	-8.641834
TE0001579	-37.474022	-13.509713	14.12318	7.830279	-7.477425	14.850362	1.2763938	-5.9794083	8.366985	5.921739
TE0001580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001581	-28.01605	2.935265	6.3309517	6.9809375	13.368376	-12.775931	9.681238	-3.0314815	1.9158055	-3.9494221
TE0001582	39.22752	-3.0183651	-24.542225	-0.4987728	11.4687395	2.833005	-2.307281	-5.24625	-0.012249192	1.8963131
TE0001583	-26.800701	15.993134	2.1052203	13.742896	-11.8962	5.0726213	0.9577291	1.0269032	-12.04978	9.133135
TE0001584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001587	-13.8394375	-7.649398	29.264322	6.5027165	17.26002	-8.571077	-0.2059078	3.0315611	-3.3262994	-8.4146185
TE0001588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001589	-18.737312	-16.7175	13.673069	-0.43261042	-19.586464	13.171059	1.8913246	-1.4880358	12.466005	9.358578
TE0001590	-42.570408	-4.9083095	-5.1022377	0.8027018	-13.046995	-0.20156425	4.3190064	0.5381529	-0.8533731	3.4109118
TE0001591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001592	12.388576	20.56844	-10.09222	-10.705259	-7.285981	4.354538	7.378241	-3.679839	-4.625079	-7.487439
TE0001593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001594	-11.528349	0.020838657	5.356575	1.9379213	20.85035	-13.174398	12.885331	-4.849335	-1.3270419	-0.75403756
TE0001595	35.79573	6.1622467	5.004721	-15.850148	4.198404	8.29467	-9.251687	0.74411106	-4.351351	-2.4216862
TE0001596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001598	17.051754	-12.935313	-20.631622	-8.077995	4.828191	4.9850173	-2.0651574	1.7369761	-1.4069357	-1.9932444
TE0001599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001601	24.235527	-2.1776147	-7.5410986	22.16184	-6.1440845	-5.147556	-8.814107	-4.69782	-0.14323582	-11.271151
TE0001602	23.32919	-10.931646	-7.4445424	-17.092012	-8.860384	-8.273047	6.4787183	2.2397602	1.2217311	-5.661614
TE0001603	6.311176	10.779816	-28.183485	-4.2361965	26.053068	2.453497	0.39722466	0.60696477	3.2674727	0.583616
TE0001604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001606	46.582043	17.154554	-13.264973	3.2495363	18.094305	3.1881707	4.7524676	-6.8925023	-6.281685	-4.5625906
TE0001607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001608	28.031378	1.2808346	1.9898939	24.921555	-10.242307	-20.020372	-2.7041192	-22.919224	-11.76213	-12.229102
TE0001609	3.5649502	13.876842	-8.14242	13.489773	10.4907465	1.4849796	2.2855463	2.2312582	-13.011266	-1.3046217
TE0001610	65.67823	9.91094	-22.009302	1.6414628	-16.73887	-15.429855	-12.149657	10.345746	2.638522	-1.5107037
TE0001611	34.040913	-18.339903	-25.798893	8.024717	-3.8474932	-9.185116	-2.8713038	-6.8368926	-0.71164864	-0.5012987
TE0001612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001614	-0.11769783	8.154393	17.485407	-11.723039	-7.454158	3.3369653	8.238046	-2.3839145	7.7108746	6.143393
TE0001615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001617	19.445206	9.715122	8.657129	2.1033964	3.5435982	13.5514145	-8.031773	-3.0089786	-9.495172	-9.937348
TE0001618	8.682767	26.365585	-15.749251	19.480837	0.4675412	-18.775982	0.6563216	-6.851236	1.6634614	8.755098
TE0001619	26.029222	-25.401577	30.101553	-8.273743	-4.939903	9.244157	0.44873768	6.2370076	9.15436	7.9211383
TE0001620	-25.732834	1.3394943	3.087515	-8.121244	15.995973	-3.6625686	-1.3863784	-5.3729515	-6.6714077	-5.158332
TE0001621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001623	37.719173	22.905664	-3.158062	29.59528	-19.394354	-22.204071	10.114411	-5.480238	3.7637496	5.463093
TE0001624	27.287058	8.368622	18.08768	-11.51715	0.30222592	16.853424	-5.77075	-12.055378	11.185637	-4.055962
TE0001625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001627	56.29127	11.963844	-7.032831	5.7449765	-5.27408	13.934371	20.941162	-6.78311	8.464958	-8.346863
TE0001628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001629	13.756636	8.157695	-15.388836	-11.373329	-1.256472	15.192648	1.1916636	-3.482549	0.5239297	-1.6307056
TE0001630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001631	5.717718	-5.29913	11.290407	22.952547	-7.199305	10.381003	2.1729107	-9.802729	-17.353392	2.9823096
TE0001632	14.680935	-7.28831	14.935401	-16.721788	-11.18674	-2.5171235	-3.323493	0.38623998	-8.350147	-3.0111496
TE0001633	61.606945	9.958311	0.5191516	0.8374545	-8.519949	-5.680746	-31.270796	-0.070311196	2.4767857	-2.6524417
TE0001634	26.16797	-3.53685	24.342817	3.7076976	-6.749904	-2.7460432	-11.567384	3.2718658	-8.535332	5.3492613
TE0001635	-39.68645	-11.382264	5.72201	2.0927148	-10.262287	12.028666	0.47305343	-6.724933	5.2358217	2.329918
TE0001636	-4.0563846	12.2498	-6.810666	-8.468909	-14.3945465	-3.7987335	1.7953864	-6.0976	2.939847	-7.325894
TE0001637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001638	-24.675196	-7.610984	15.306239	2.9312947	16.052677	-13.354664	0.8258767	-3.0319278	-4.4475822	2.055994
TE0001639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001640	1.7473629	-1.2333287	-3.4533253	-7.113161	-9.780732	-17.417887	8.417511	-3.7485979	6.1984906	-2.6108696
TE0001641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001642	-17.23535	26.074951	6.211563	11.539702	-13.440425	1.936083	-6.8873663	-1.8538651	4.7064843	-10.289927
TE0001643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001644	-38.15936	18.138113	-7.70222	9.102876	5.4169507	-0.1624072	-4.551667	-1.7491294	8.96725	-4.8034887
TE0001645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001646	21.75901	-23.107094	-31.703201	-10.081425	6.25104	-9.403036	-11.596054	5.4630785	14.713939	18.241636
TE0001647	-68.74129	-2.1873963	-2.9829156	4.749177	3.5825155	6.3903537	1.2845994	2.6966352	-1.5376674	-0.3888886
TE0001648	-37.64138	-13.322999	-3.6146016	5.8849144	-1.1727883	15.628663	-5.4978247	0.5376944	4.7529054	5.4442096
TE0001649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001660	-1.9748392	-10.030478	-5.644006	10.98177	-6.4912205	-8.280557	-3.2010798	0.41611904	-8.560335	13.583833
TE0001661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001663	-22.640556	6.202609	-12.98649	5.044097	-4.6319137	-5.011059	-1.0075598	-10.595522	8.746991	-2.9980967
TE0001664	10.856715	14.41049	3.0833585	-4.093727	7.4701657	-3.1621275	-6.873267	-4.1848583	14.498207	-3.9590304
TE0001665	-15.579757	3.2687652	-14.496363	-13.306225	-7.6658235	0.06714722	2.7346206	-6.385564	-0.7534676	-7.405869
TE0001666	13.281413	7.104341	-9.551683	-5.7556405	-11.820243	7.219784	2.9129272	-1.8424015	-8.938893	-6.5689487
TE0001667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001668	32.294777	-24.07326	19.164742	-14.416026	-2.4296544	3.4701095	-13.761974	5.795276	-4.3172255	7.8935704
TE0001669	18.687866	-25.92791	21.072363	-1.0405185	3.4090366	7.7252064	-1.7201179	11.064397	0.5537621	-13.056914
TE0001670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001672	1.3040421	-3.7953558	-15.703705	-13.072405	-10.122864	-19.60548	3.8180819	0.19449304	5.985478	-4.8456
TE0001673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001675	0.7840968	-10.866553	-5.692651	-12.551366	4.8005285	1.8906144	-8.515938	-9.929267	6.6225686	0.5355303
TE0001676	61.423496	48.17958	3.2346113	10.715165	-2.731513	8.368437	1.0047904	2.6493235	-2.8485868	17.410843
TE0001677	13.086076	-4.8008747	-27.00574	-3.0665333	-2.4030395	-9.85915	2.0523288	-3.0795803	-2.1886854	-7.071838
TE0001678	-25.528156	12.883442	-17.931051	10.103126	8.3108	-2.7546425	0.003987944	-4.0569	9.029421	4.8922644
TE0001679	18.153574	-2.4506345	11.708644	-25.088957	-4.1827016	8.420531	0.13286254	-0.9078367	6.296683	-3.698138
TE0001680	1.9281838	-0.5420552	11.267085	-16.425499	-1.5327584	10.252215	-3.2039149	-5.6735225	2.6474357	-1.9023052
TE0001681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001683	60.21499	-25.174402	17.723545	-14.0980215	6.2858415	-2.97508	2.450432	8.378131	11.365641	-5.197889
TE0001684	-17.479393	-12.070549	-1.111908	8.598172	-19.38805	1.5326169	16.346977	-2.7750995	2.039899	6.496697
TE0001685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001686	-17.168362	-11.650594	-6.958135	13.440538	12.621075	-18.329422	2.2216814	-5.495698	-1.7274679	4.1936765
TE0001687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001690	-24.747772	-4.9947953	-3.9656901	-3.5317829	13.601317	-11.856196	-2.5249207	-6.2321324	-4.569756	-0.2454949
TE0001691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001693	-27.374565	15.512524	-13.130603	-6.048404	14.872273	4.1540594	1.9120059	-4.230041	3.1250892	-4.6451283
TE0001694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001698	-42.827873	7.0281425	-8.407467	-3.4857123	7.287725	-4.2568154	2.0103471	-1.8915415	4.152163	-4.0023603
TE0001699	-40.264187	-0.03321414	3.4498742	-3.4104626	-15.58042	4.432885	3.1805532	2.3643885	-1.1202005	5.088628
TE0001700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001703	-37.597706	2.2378535	-15.469811	5.081081	-11.353931	-6.4468904	-0.94801587	3.8356137	-7.168046	3.2550046
TE0001704	35.5582	1.3197387	16.263254	-21.652603	-8.547895	2.8101177	-2.939065	-1.0944277	4.490255	-7.7868743
TE0001705	24.02785	8.007128	-8.840372	-20.855997	2.5968902	-0.02092024	11.360884	-4.5653577	-7.9487615	-0.841896
TE0001706	41.34843	-8.386423	-5.6764607	8.143443	10.18076	13.552437	11.921923	-0.59359556	-1.8922232	-11.7540455
TE0001707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001711	-36.016342	6.430368	-6.4075584	5.025691	7.720225	-7.4574466	5.637407	-7.1588454	3.8876536	-5.6183805
TE0001712	8.528772	-7.712748	-28.113626	-13.268696	10.253271	6.3289576	-10.959927	-3.933012	0.1728803	3.6733875
TE0001713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001714	29.352419	-3.3074298	-11.047211	6.0325103	1.3219155	-0.4391109	21.51432	-14.682822	-5.3067393	6.566902
TE0001715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001718	17.94136	-7.790953	19.430317	-12.910097	-11.478741	-2.5943553	4.358575	1.8984782	8.616	-6.591575
TE0001719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001723	-25.698092	-6.1370783	-3.4713602	2.8281655	14.818284	3.007091	-4.5766478	5.7563787	-5.557698	-7.530386
TE0001724	-47.272034	-3.1744485	7.3900785	4.195615	-7.5565453	11.813788	4.332789	2.8763065	3.4624414	3.9756794
TE0001725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001727	-45.974003	-12.419086	-2.2218802	0.24188049	-7.350408	9.440925	-0.70026666	-1.8032385	5.2999897	2.465534
TE0001728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001737	15.87925	-8.740966	-2.1043549	4.2037177	-12.177258	-16.82407	-6.3067374	-3.2388933	0.4442114	-11.275367
TE0001738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001740	34.69914	19.404587	-22.274763	21.84672	1.104397	12.98237	8.295231	3.04048	9.54666	-3.472307
TE0001741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001742	0.9873913	-3.5507147	-7.143773	9.110427	-3.7589877	8.078198	5.463623	-15.892679	-4.229496	-1.6913482
TE0001743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001744	6.3878303	14.963571	-16.259727	5.314127	28.853176	13.714143	-2.0989656	-3.437433	-4.674946	-1.4109598
TE0001745	-9.467552	9.207608	-4.954959	7.380465	-7.8300037	-4.760891	2.8995214	-2.715566	5.391426	-5.3364363
TE0001746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001747	-25.03703	21.514296	-1.3536863	22.904444	-13.342944	-0.9033023	0.085463785	13.83794	-9.211463	10.661085
TE0001748	20.460426	-7.306	19.355314	3.0015774	-9.311773	-6.9420547	4.7912	-9.4790125	-4.9850206	-11.660231
TE0001749	9.835541	38.681396	-17.780806	15.134055	-9.079072	1.34247	-11.468247	2.6726732	3.5360131	-0.91455775
TE0001750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001751	13.007281	-7.53485	-22.637953	2.5074363	-1.3477231	-6.8453574	10.511533	-6.702388	7.0065713	0.9565901
TE0001752	-34.220688	10.719647	-9.406526	10.821137	4.807482	-10.492302	0.6965816	-8.5088415	7.4781256	-1.1736457
TE0001753	-22.098106	9.261948	-16.057379	-8.163299	16.181015	-2.7465343	2.311669	-1.2287408	1.5142517	-5.868625
TE0001754	-21.158249	-1.909567	-7.236189	7.084042	-7.83487	14.036369	4.1023326	-6.788905	-12.900517	3.307972
TE0001755	-21.969198	-2.0953484	21.617332	-2.5193439	18.673035	-10.639983	6.0012903	7.880809	-0.72488755	1.2770513
TE0001756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001757	17.343998	-6.7442083	26.736378	-6.69311	-5.03667	-15.454291	1.8465357	10.309218	-4.3665133	-2.43257
TE0001758	-35.731274	16.834007	-4.751558	13.884513	4.0763927	3.139651	-5.976306	-2.4182174	6.940649	-5.797831
TE0001759	-37.305656	-17.279034	-2.455736	12.483372	-1.8577874	12.286626	-2.991366	-1.3860325	6.1564918	8.869109
TE0001760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001763	-32.9609	-5.3256655	-2.187728	-4.7937856	-22.114454	1.2596362	3.0686378	1.6268332	-1.9129516	-2.7240007
TE0001764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001765	15.274428	49.220356	0.6796107	16.446817	-13.082673	-2.716433	-6.437511	17.337797	1.4442204	2.2215269
TE0001766	72.48808	-3.3268623	-0.8210248	16.421736	16.787247	37.51743	16.426003	11.402611	-18.512955	3.4825332
TE0001767	-14.244518	24.396927	-9.522517	-11.8181095	16.819773	10.956844	-5.6033053	1.3685955	2.5442393	-4.777066
TE0001768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001769	20.262629	-7.03042	-12.321178	-15.817098	-9.789661	-4.141465	5.6952124	-6.5884376	2.4507213	-1.456933
TE0001770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001771	1.0611672	-1.9620849	3.1999447	-18.66722	-3.108763	0.5327485	-1.8838995	0.37352577	-11.971084	2.838394
TE0001772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001778	-14.49623	-20.474106	-16.827795	-1.2625628	-11.679479	7.011019	-8.70536	-2.4654408	2.169496	9.612364
TE0001779	-48.299866	-11.659923	-6.5794225	-0.7242294	-7.5721745	6.916539	-1.7711244	2.284692	5.138443	-0.020570828
TE0001780	-3.6724386	-18.238653	22.80116	-5.1046247	-3.071717	3.4442093	-8.321277	-3.0174124	4.3876023	2.9282012
TE0001781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001782	-5.594371	-2.923074	-7.538088	7.7374263	-9.618311	-16.21809	12.707964	-12.865478	-2.2910743	2.2176871
TE0001783	22.884651	-6.8931494	-4.017007	7.7985635	-21.227673	-24.35132	-7.899304	-11.007159	-2.28795	0.38450187
TE0001784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001785	59.63141	-15.248276	-30.605745	7.5909734	9.82222	20.49288	14.120974	13.970713	-2.4761443	-2.8587043
TE0001786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001787	12.864534	21.309597	3.2270486	-21.36067	-4.2608128	3.6649249	-0.92173135	-0.076021716	3.9853342	0.88420594
TE0001788	6.6243887	27.09546	10.682168	13.743228	-16.13482	3.5728014	3.0628257	5.6500993	15.588818	-2.3232605
TE0001789	14.031769	4.957795	27.98919	-0.6212369	-0.74986565	-10.141481	12.539721	8.896516	-11.747001	7.7587605
TE0001790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001791	65.68283	40.35369	21.96219	5.0868397	2.3088684	19.499773	31.177845	7.3892384	-5.9563956	-3.4186044
TE0001792	10.208284	7.116912	-14.590401	6.041773	-1.551627	3.3412542	-6.631412	-14.734066	12.470573	10.892213
TE0001793	-25.74896	0.8578009	7.404014	-8.412598	15.304078	-10.987425	6.917571	10.800638	3.7855635	2.51758
TE0001794	-46.05497	-10.988618	-5.80709	7.6681266	6.6183	-3.1836522	-4.2268076	0.12885268	-3.2827246	3.2125895
TE0001795	-33.468086	-1.6012557	-4.9707828	4.0031824	12.312358	-5.735531	-0.62295926	-7.589343	-4.608238	-3.5719528
TE0001796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0001797	47.919067	12.210592	-1.4008968	21.131033	2.9327533	12.986103	14.005907	4.082776	29.493511	-3.6239014
TE0001798	-5.5033402	19.47281	-14.271076	-7.4536877	-9.799456	-6.345037	0.98589694	-0.19661254	9.1323395	0.8219117
TE0001799	27.320024	-12.513069	47.77233	-3.947379	-2.6977115	9.280249	0.3431751	-3.4421928	-0.8729956	-1.572058
