SID	tooth_mk_cnnPC1	tooth_mk_cnnPC2	tooth_mk_cnnPC3	tooth_mk_cnnPC4	tooth_mk_cnnPC5	tooth_mk_cnnPC6	tooth_mk_cnnPC7	tooth_mk_cnnPC8	tooth_mk_cnnPC9	tooth_mk_cnnPC10
TE0004204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004216	37.154007	-2.5403278	-15.463807	1.7948107	-2.4443576	-7.879822	14.051826	12.324777	12.820751	3.013117
TE0004217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004224	63.313347	-17.444134	-3.8952131	-9.773382	-22.119276	-15.785237	-6.0740786	4.91796	0.57601017	-1.8562064
TE0004225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004229	25.063417	-1.4169506	8.882291	-4.4190154	-24.424314	-5.7879066	-12.765398	4.8438587	5.983377	0.1603469
TE0004230	24.71707	6.2443643	0.6277388	-8.178289	-23.803738	-3.2409854	-1.8669976	-2.616058	2.161624	0.39250594
TE0004231	-19.371922	-19.638103	-12.299859	12.378506	14.558452	-3.7402148	6.6680884	-2.8002017	11.470703	0.5845997
TE0004232	22.603973	37.752686	0.44920775	4.933933	-2.5247087	13.858867	2.0671988	-4.0215406	5.927069	7.6151714
TE0004233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004240	4.717465	-1.4233679	-1.4516147	0.84537077	-8.378447	-10.998872	7.057894	-5.520366	4.684263	-1.821663
TE0004241	-12.566598	-4.9534736	4.273775	-2.9177437	0.4431208	-4.2784863	7.1419706	8.168014	-2.7132099	-0.19733863
TE0004242	-13.85688	-6.318162	-9.670997	-22.392761	-9.886086	13.653544	-9.449696	14.093474	1.6288856	-7.387749
TE0004243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004245	2.1070027	2.6838498	-7.195551	12.939857	-4.258365	13.213016	0.51790416	-1.967225	-0.35879982	4.063435
TE0004246	1.7380782	9.348662	12.716639	-26.346579	10.16606	-11.977563	-0.03399616	0.33917433	-1.5453559	-7.059976
TE0004247	-9.834388	6.6120567	-1.8011979	11.780047	17.931015	-2.399256	-1.4962133	-7.3231025	5.796004	4.386787
TE0004248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004253	44.50561	8.143951	-9.701437	-2.8168542	-8.257989	-1.3642482	-5.1366043	-5.5074916	-11.34191	7.1818542
TE0004254	60.383686	16.779097	-23.63461	-4.1151533	-3.942425	-9.022221	-2.6463308	-2.980662	-0.8676337	-0.5359835
TE0004255	-32.94937	4.406639	3.8735611	-11.512716	-5.6103563	0.5438944	2.8325183	4.7329535	5.6931653	-0.5730246
TE0004256	18.50068	16.9707	-13.351141	22.321629	0.48144853	-1.0786175	-3.191021	-2.9616303	2.8113294	-0.116195865
TE0004257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004263	46.53198	0.60527307	-5.6226416	-4.0890374	-8.559986	6.96842	9.762665	2.6388505	-5.7204294	3.8007874
TE0004264	21.769066	-8.792407	0.9690309	-1.5169122	-15.23216	5.430454	3.3513122	-8.801732	1.6494534	1.6800387
TE0004265	54.366325	15.238963	-4.0938783	-5.3656693	18.977274	20.659786	15.216606	-0.43907067	3.3351703	14.650556
TE0004266	4.605407	-10.085526	8.717982	23.624863	8.583066	-7.570973	-5.3750014	19.644518	-7.9091334	-1.726162
TE0004267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004268	60.27324	-10.422469	-2.915743	-10.007817	2.5037568	0.817486	10.511173	-2.8261857	-8.348252	13.239011
TE0004269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004270	41.27447	2.1169662	-2.3817518	-14.279768	11.86305	-5.2282457	0.5629024	-15.012047	-13.379264	1.5267794
TE0004271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004280	95.14687	22.983702	-21.397913	5.262496	35.63824	-29.04136	-15.660621	16.382092	19.054903	19.672476
TE0004281	27.706978	-31.497435	23.59813	11.739712	14.680174	7.336576	1.5448564	-6.0774145	8.577509	-1.0480256
TE0004282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004284	76.97116	0.62313014	-35.635735	-5.871907	5.2818837	-1.9795471	11.055992	-13.279746	16.586205	-0.5847241
TE0004285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004292	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004308	-29.424334	-9.105901	-24.895414	9.959161	-2.2185047	-4.3069253	4.011417	3.3151746	2.736323	0.14566545
TE0004309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004312	7.1187468	-19.204239	5.7559094	8.846137	9.663843	10.674664	-3.7755616	-0.28834835	-18.546982	2.0159767
TE0004313	-17.111921	-10.682446	3.7001443	-23.408148	-4.2984943	2.673145	-13.143349	5.6462216	4.225104	-6.9789953
TE0004314	-7.38502	3.2485733	13.728402	-5.329805	-11.396436	-5.9628787	-7.4867997	-6.917879	-1.9114561	4.002571
TE0004315	-21.789722	15.132394	3.219	14.4105835	-7.6933265	7.502278	-4.5374	-12.152869	8.540609	2.8184965
TE0004316	34.107708	22.565845	14.065769	-4.5464497	4.8013268	18.75741	4.8820686	-7.294812	-0.7305855	9.196563
TE0004317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004318	20.47301	12.715299	17.618662	3.9413443	4.8092437	8.235948	-5.4300237	1.7293438	6.3390317	19.999393
TE0004319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004321	35.43493	52.233707	-8.993284	-11.932385	28.78125	-15.317278	-15.402813	1.6042327	6.216823	-12.533873
TE0004322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004324	-10.116318	-3.6354122	0.22032459	20.122437	-9.393438	-11.36407	-3.751525	3.562206	-8.3489065	-1.9604963
TE0004325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004328	-34.214535	-15.009983	-2.830043	-9.09311	9.977171	9.96997	-4.613126	-5.5773735	-5.29585	4.351359
TE0004329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004334	25.502676	-3.9701855	-10.236648	-10.393383	-20.06206	10.657405	-14.481573	-0.5905891	-0.17228703	-0.95888776
TE0004335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004340	-33.449055	-12.287132	4.203245	-3.1290271	11.702345	6.8276067	-2.4892654	-2.5954587	-5.35052	3.7480793
TE0004341	27.956398	-19.899916	11.737901	1.0343062	-2.3446972	-10.384398	-9.298028	25.1928	-3.3811166	2.2073207
TE0004342	-10.303127	-14.991656	-40.09882	12.877598	-0.8046553	-4.555878	7.0480175	2.5664823	9.182906	-0.9485718
TE0004343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004347	42.472866	-20.13938	-5.1940103	2.3052752	4.824083	15.472953	17.456772	-7.4241385	-2.7107577	7.2556148
TE0004348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004349	-14.923001	26.359816	-14.4141	-9.694798	13.672982	0.4236742	0.2792668	7.435364	2.0653744	-1.9894317
TE0004350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004352	-38.798607	2.633556	4.9272614	-12.15486	-4.497343	-1.4967347	3.8026314	0.96982366	4.1117806	0.107896775
TE0004353	3.419687	37.903595	2.5394807	16.533203	10.782419	-1.6901149	-17.899214	-3.008539	5.145422	-6.2180166
TE0004354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004356	-35.029472	-6.823341	3.1722186	-12.433491	-3.0820932	2.6491435	-3.1781352	2.1810856	1.4361968	-1.2483279
TE0004357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004360	2.4153352	20.64429	14.267562	0.9002601	-6.9421744	-10.246291	1.6989675	-5.6917615	-6.165842	0.94832146
TE0004361	20.236343	-21.156576	-32.503956	-6.8820257	-7.461345	9.5774765	-1.3392724	3.3864894	-9.496258	-0.64816093
TE0004362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004368	28.883144	6.141139	-1.4290024	4.5179477	-8.270147	16.255869	16.97588	-8.303019	5.25641	1.7278502
TE0004369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004370	63.882175	-24.042097	-4.6221676	7.3952456	9.500939	-8.338404	-16.31235	-3.036804	-13.052905	24.013046
TE0004371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004374	37.53296	-31.51964	9.999161	1.0020231	7.4514003	-12.781341	5.3120975	-3.5667765	5.87023	-6.900107
TE0004375	38.900627	16.75827	-7.315891	4.1351333	-14.750383	16.450914	-0.81075495	3.950909	-8.195406	-0.7442163
TE0004376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004377	-33.976368	8.098955	1.6458414	-10.794721	1.4569101	7.2221313	8.288607	1.7824196	4.7884464	4.0212116
TE0004378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004379	-37.93111	15.078782	-2.127133	-9.391122	8.419838	-6.643282	5.2317815	2.977847	0.67853445	1.9463602
TE0004380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004383	42.868206	2.9510877	-0.5711886	-7.4311514	-11.363374	3.4313068	9.039618	3.6267602	-8.518756	-7.3246584
TE0004384	35.069122	44.156216	2.5646417	-10.874545	20.580545	-0.92869407	-1.4994435	1.6220174	3.005404	4.526174
TE0004385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004388	-22.451857	9.869864	2.4171267	15.973074	-8.678867	1.5038749	-2.50187	-7.2356133	-3.400402	5.3014307
TE0004389	4.888456	6.8956056	-33.06561	-11.695116	-17.586987	-7.195666	2.2253609	-5.3262086	0.960143	4.9044614
TE0004390	20.221811	29.964193	4.9673266	9.029385	-3.7293806	16.80887	0.76494044	-7.3818593	12.129907	-1.2221495
TE0004391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004394	36.603214	9.287552	-13.305179	-4.3460813	-14.090938	16.0462	4.0433617	-1.1879019	0.9504516	0.2842285
TE0004395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004398	58.03803	4.347825	4.1325045	-7.861888	20.918196	-20.425898	5.200358	-17.724823	0.45407525	0.4377022
TE0004399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004410	-20.976614	10.243336	4.2061768	18.964388	-6.9096313	7.7216983	-2.6881816	-2.7971122	-0.8671556	0.48005876
TE0004411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004412	64.93611	23.690748	-4.396391	12.935628	4.239379	-0.6802278	-9.421241	19.645222	4.7025285	8.079362
TE0004413	16.688925	36.43668	2.3023143	2.6520736	0.94666237	12.724529	-0.5863255	-1.9740865	4.0061393	1.5116981
TE0004414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004415	29.40757	12.066436	15.342043	7.253515	-3.7469814	7.7262673	13.970363	5.135815	-5.407499	0.39104065
TE0004416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004417	-5.312715	16.356688	8.107581	25.220903	-5.785592	14.787378	-5.3828754	-0.069112666	0.75684345	2.6563492
TE0004418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004420	25.605408	0.25209105	19.046556	3.7349656	-6.533124	-7.1160088	-7.9468856	19.601322	-1.8669169	14.208233
TE0004421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004422	-21.872194	-5.322165	1.6250045	16.233892	-3.1309903	-8.237273	0.526393	3.389106	-4.6608033	2.0638177
TE0004423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004426	-30.668282	-6.0052204	0.37804797	-14.204264	-3.4226654	6.240249	-7.2088428	7.133191	4.7058983	0.8373918
TE0004427	-12.58236	-4.2015705	0.9709778	-20.046787	5.6213484	10.2055025	10.6828165	-5.892231	-7.370157	3.8599336
TE0004428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004429	39.87999	13.167829	-16.350214	1.6630689	-7.78167	10.6163225	-12.4272785	-6.2040157	-1.9992079	-0.2837538
TE0004430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004442	1.7969747	1.6942723	-23.320356	4.970262	-18.326996	-4.8884225	2.921936	3.3626466	2.3115592	1.058894
TE0004443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004444	-21.811203	17.05768	-8.652887	11.15214	1.1885864	1.4811234	-7.4479647	-5.0264664	1.4531918	6.8078966
TE0004445	12.459939	-11.723067	8.832245	2.2883792	-4.9377575	-12.283761	6.8666377	3.0990002	-2.5885475	-4.105041
TE0004446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004452	-25.102066	-5.0999684	4.572957	15.043005	2.6928449	-6.3821425	-0.3887515	5.870504	-5.880524	0.6868567
TE0004453	13.665689	1.9660687	-11.061197	-3.0178888	-26.675419	-4.167336	-4.1067843	-4.6084714	3.7317102	0.71553105
TE0004454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004455	-16.242052	-14.355883	11.9965315	19.35613	0.3180215	-8.800249	4.00992	-0.9274517	-0.45665136	-10.232889
TE0004456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004458	-19.744555	-5.0275097	1.2207317	17.2169	-11.629723	-10.874751	-2.7819045	1.1255871	-0.3235673	-5.4300585
TE0004459	-31.948233	-15.043111	1.6663147	-7.94652	11.697377	5.9495344	-4.1190767	-8.332936	-1.2303412	0.88535434
TE0004460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004462	-41.447956	-9.497464	-7.15409	-7.056227	9.55021	9.079571	-6.1440096	-0.4619274	-1.6219556	3.2084126
TE0004463	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.1881857	1.162796	-0.29019943	-1.0609616
TE0004464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004466	-22.640013	-1.4774438	1.4977962	15.841423	-6.832195	-8.166694	-2.5996907	1.8590026	-8.313532	2.8704267
TE0004467	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004468	-27.487272	-12.463763	-10.647963	-14.567079	2.5423455	8.32979	-10.485188	1.2661184	-6.7288065	-5.2155313
TE0004469	-26.819357	-6.914014	-2.2821305	12.83552	-0.39245307	-4.1611047	5.0380845	-4.108338	-1.6014565	-3.8269575
TE0004470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004471	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004472	-27.408688	-8.292527	-25.11315	10.752437	-1.8505249	-3.4374888	2.4595618	4.9535666	7.871653	1.0477558
TE0004473	15.697301	-32.33952	23.305202	7.4749837	14.572351	-3.4300704	-3.24351	-1.0693275	5.8619285	3.884105
TE0004474	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004477	30.749191	45.824223	0.5839893	-6.501608	17.924726	-26.992298	-8.650852	0.82251465	-1.1647213	-15.621432
TE0004478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004479	18.878073	-5.9035277	-18.469334	-10.463043	-18.097359	-0.34433267	4.8512983	15.833717	16.90582	1.311295
TE0004480	9.656928	-15.043828	20.32444	-0.84520215	5.1912374	-2.6472669	-13.227124	-9.259632	-12.793325	6.5253673
TE0004481	13.200068	-14.035614	21.985283	5.733782	2.4654157	-0.24331494	-15.815412	1.0206724	-10.420711	2.768537
TE0004482	-3.0148933	0.37691012	9.1504755	17.269066	7.9419146	-2.2242339	-5.8226438	14.906583	-9.155758	-4.83556
TE0004483	40.013268	23.775764	9.895569	-25.65165	20.713606	-13.180186	-14.265432	-12.070866	-2.815958	-10.113469
TE0004484	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004486	-16.91938	-13.541419	-1.6497489	-20.115002	-0.13697286	10.122691	-2.4576926	-5.1430387	-2.8006713	-0.94782376
TE0004487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004489	-35.584583	7.1013746	6.561039	-12.295878	-0.75589716	-6.8386536	8.532132	2.8419623	-2.81305	1.0889066
TE0004490	34.65246	-27.941502	9.405076	-8.459623	-11.75238	4.9072213	2.8456812	-0.38256738	1.4180946	-9.398193
TE0004491	16.953018	-7.568667	29.644922	0.6453725	-6.9194336	1.7193481	3.6061432	2.9576967	11.945347	-7.462114
TE0004492	15.58013	-6.9626226	18.752684	5.150389	0.27911502	-4.765683	-10.766242	12.464946	-11.419391	18.580254
TE0004493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004494	13.337113	-15.9028425	-10.929418	3.0635962	-11.422511	5.9228606	-7.769693	-0.6794236	-18.398266	-3.9038026
TE0004495	0.7386025	18.87131	-5.576583	6.094755	1.3501555	-12.734938	-5.930131	-3.585091	4.524123	-9.51147
TE0004496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004497	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004499	3.5128105	-14.713492	12.738385	-3.7708566	5.7208447	-6.969353	10.507323	-1.5372312	11.049877	6.641817
TE0004500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
